from_transaction,to_transaction,sequence_gap_seconds
3523485,3523615,2166.0
3523615,3523651,709.0
3523651,3523678,544.0
3523678,3523797,2430.0
3523797,3524184,10298.0
3524184,3524244,2875.0
3524244,3524738,36926.0
3524738,3524972,5508.0
3524972,3525192,4305.0
3525192,3525215,449.0
3525215,3525819,12129.0
3525819,3525858,782.0
3525858,3525927,1372.0
3525927,3525939,258.0
3525939,3526083,2603.0
3526083,3526176,1497.0
3526176,3526449,5243.0
3526449,3526480,511.0
3526480,3526486,136.0
3526486,3526537,1039.0
3526537,3526545,149.0
3526545,3527228,43395.0
3527228,3527371,4261.0
3527371,3527405,647.0
3527405,3527524,2393.0
3527524,3527696,4095.0
3527696,3527781,2063.0
3527781,3527819,667.0
3527819,3527827,123.0
3527827,3527893,1359.0
3527893,3527916,614.0
3527916,3528180,4867.0
3528180,3528187,108.0
3528187,3528240,987.0
3528240,3528665,8048.0
3528665,3528941,4994.0
3528941,3528988,738.0
3528988,3529326,6434.0
3529326,3529341,210.0
3529341,3529358,390.0
3529358,3529376,387.0
3529376,3529398,579.0
3529398,3529490,2320.0
3529490,3529695,5184.0
3529695,3530074,33732.0
3530074,3530096,718.0
3530096,3530278,4972.0
3530278,3530418,2746.0
3530418,3530476,1310.0
3530476,3530829,7222.0
3530829,3530833,136.0
3530833,3530863,565.0
3530863,3531360,9544.0
3531360,3531596,4489.0
3531596,3531615,274.0
3531615,3531631,346.0
3531631,3531773,2570.0
3531773,3532071,5621.0
3532071,3532223,3017.0
3532223,3532320,2161.0
3532320,3532355,724.0
3532355,3532380,407.0
3532380,3532389,98.0
3532389,3532609,6023.0
3532609,3532695,3953.0
3532695,3532710,735.0
3532710,3532787,7156.0
3532787,3532911,19117.0
3532911,3532960,2009.0
3532960,3533043,3102.0
3533043,3533183,3777.0
3533183,3533408,4361.0
3533408,3533704,6417.0
3533704,3533943,3832.0
3533943,3534018,1475.0
3534018,3534064,668.0
3534064,3534323,4551.0
3534323,3534569,4342.0
3534569,3534785,4107.0
3534785,3534966,3289.0
3534966,3534985,403.0
3534985,3534987,22.0
3534987,3535006,367.0
3535006,3535377,8826.0
3535377,3535826,33977.0
3535826,3536047,8207.0
3536047,3536061,429.0
3536061,3536488,9299.0
3536488,3536531,985.0
3536531,3536586,1123.0
3536586,3536710,2461.0
3536710,3536722,336.0
3536722,3536748,587.0
3536748,3536908,2921.0
3536908,3536975,1394.0
3536975,3537216,4149.0
3537216,3537412,3236.0
3537412,3537413,11.0
3537413,3537455,823.0
3537455,3537563,1899.0
3537563,3537745,3185.0
3537745,3537780,634.0
3537780,3537937,2930.0
3537937,3537956,385.0
3537956,3537985,701.0
3537985,3537994,226.0
3537994,3538039,928.0
3538039,3538248,4722.0
3538248,3538521,9674.0
3538521,3538635,20211.0
3538635,3538744,9363.0
3538744,3538835,3024.0
3538835,3538859,585.0
3538859,3538866,124.0
3538866,3538882,553.0
3538882,3538976,2370.0
3538976,3539085,2436.0
3539085,3539089,101.0
3539089,3539102,167.0
3539102,3539136,591.0
3539136,3539204,1844.0
3539204,3539334,2394.0
3539334,3539356,473.0
3539356,3539362,42.0
3539362,3539369,133.0
3539369,3539425,948.0
3539425,3539496,1470.0
3539496,3539526,472.0
3539526,3539672,2352.0
3539672,3539810,2062.0
3539810,3540295,8259.0
3540295,3540361,999.0
3540361,3540366,42.0
3540366,3540367,8.0
3540367,3540461,1576.0
3540461,3540646,3399.0
3540646,3540683,897.0
3540683,3540686,52.0
3540686,3540726,835.0
3540726,3540731,109.0
3540731,3540894,3281.0
3540894,3541601,40855.0
3541601,3541775,6612.0
3541775,3541954,3304.0
3541954,3542062,2012.0
3542062,3542231,2620.0
3542231,3542289,664.0
3542289,3542370,1253.0
3542370,3542639,4128.0
3542639,3542714,1155.0
3542714,3542780,1197.0
3542780,3542985,3088.0
3542985,3543184,3811.0
3543184,3543403,3381.0
3543403,3543585,3223.0
3543585,3543618,626.0
3543618,3543756,2330.0
3543756,3544213,8162.0
3544213,3544325,2699.0
3544325,3544343,561.0
3544343,3544400,943.0
3544400,3544404,102.0
3544404,3544446,976.0
3544446,3544651,7593.0
3544651,3544841,25863.0
3544841,3544878,1559.0
3544878,3544919,2099.0
3544919,3544928,457.0
3544928,3544933,219.0
3544933,3544941,139.0
3544941,3544957,606.0
3544957,3544965,191.0
3544965,3545268,7097.0
3545268,3545276,158.0
3545276,3545363,1575.0
3545363,3545544,3345.0
3545544,3545848,5502.0
3545848,3545902,946.0
3545902,3545976,1359.0
3545976,3545989,183.0
3545989,3546807,16018.0
3546807,3546965,3048.0
3546965,3547031,1153.0
3547031,3547035,51.0
3547035,3547038,10.0
3547038,3547054,565.0
3547054,3547085,408.0
3547085,3547163,1864.0
3547163,3547199,942.0
3547199,3547245,862.0
3547245,3547531,8822.0
3547531,3547562,1877.0
3547562,3547846,29615.0
3547846,3547922,1852.0
3547922,3548007,2095.0
3548007,3548054,1240.0
3548054,3548100,874.0
3548100,3548203,2222.0
3548203,3548283,2220.0
3548283,3548414,2199.0
3548414,3548421,73.0
3548421,3548444,434.0
3548444,3548512,1480.0
3548512,3548538,497.0
3548538,3548563,417.0
3548563,3548639,1324.0
3548639,3548736,1876.0
3548736,3548928,3326.0
3548928,3548968,654.0
3548968,3549005,747.0
3549005,3549091,1612.0
3549091,3549304,3902.0
3549304,3549420,2194.0
3549420,3549446,536.0
3549446,3549455,184.0
3549455,3549480,406.0
3549480,3549592,2166.0
3549592,3549828,4513.0
3549828,3549881,1005.0
3549881,3550533,21122.0
3550533,3550538,737.0
3550538,3550700,22319.0
3550700,3550708,433.0
3550708,3550723,700.0
3550723,3550728,368.0
3550728,3550737,526.0
3550737,3550864,4029.0
3550864,3550867,184.0
3550867,3550872,272.0
3550872,3550981,2969.0
3550981,3551186,4485.0
3551186,3551198,219.0
3551198,3551210,151.0
3551210,3551259,806.0
3551259,3551271,218.0
3551271,3551317,748.0
3551317,3551716,6877.0
3551716,3551995,5256.0
3551995,3552024,571.0
3552024,3552171,2755.0
3552171,3552504,5952.0
3552504,3552629,2280.0
3552629,3552742,2207.0
3552742,3553182,9838.0
3553182,3553365,6664.0
3553365,3553495,20620.0
3553495,3553645,9808.0
3553645,3553748,3433.0
3553748,3553792,1093.0
3553792,3553807,207.0
3553807,3553948,3038.0
3553948,3553951,32.0
3553951,3553983,887.0
3553983,3553993,249.0
3553993,3554097,2185.0
3554097,3554167,1427.0
3554167,3554240,1103.0
3554240,3554324,1459.0
3554324,3554543,3721.0
3554543,3554757,3670.0
3554757,3554910,2782.0
3554910,3555108,3307.0
3555108,3555142,668.0
3555142,3555170,487.0
3555170,3555179,177.0
3555179,3555187,118.0
3555187,3555259,1198.0
3555259,3555333,1310.0
3555333,3555378,1238.0
3555378,3555401,442.0
3555401,3555417,314.0
3555417,3555440,562.0
3555440,3555464,514.0
3555464,3555626,3369.0
3555626,3555725,1741.0
3555725,3556207,12771.0
3556207,3556474,31541.0
3556474,3556480,233.0
3556480,3556600,4488.0
3556600,3556603,20.0
3556603,3556632,540.0
3556632,3556905,6879.0
3556905,3556920,395.0
3556920,3556988,1262.0
3556988,3557046,1138.0
3557046,3557122,1202.0
3557122,3557133,166.0
3557133,3557189,823.0
3557189,3557400,4458.0
3557400,3557530,2579.0
3557530,3557631,1612.0
3557631,3558014,8404.0
3558014,3558111,1821.0
3558111,3558237,2281.0
3558237,3558249,230.0
3558249,3558371,2355.0
3558371,3558435,1128.0
3558435,3558467,524.0
3558467,3558522,1154.0
3558522,3558921,10706.0
3558921,3559043,9164.0
3559043,3559075,4356.0
3559075,3559096,7219.0
3559096,3559246,11870.0
3559246,3559271,844.0
3559271,3559608,9846.0
3559608,3559738,2781.0
3559738,3560010,5173.0
3560010,3560171,3410.0
3560171,3560353,3713.0
3560353,3560455,2044.0
3560455,3560463,199.0
3560463,3560494,557.0
3560494,3560532,716.0
3560532,3560635,1743.0
3560635,3560724,1528.0
3560724,3560817,2237.0
3560817,3560971,2952.0
3560971,3561004,804.0
3561004,3561030,581.0
3561030,3561072,857.0
3561072,3561096,322.0
3561096,3561279,4083.0
3561279,3561408,3295.0
3561408,3561595,6508.0
3561595,3561662,4748.0
3561662,3561664,124.0
3561664,3561665,141.0
3561665,3561774,23466.0
3561774,3561787,714.0
3561787,3561805,713.0
3561805,3562459,12352.0
3562459,3562831,4378.0
3562831,3562871,808.0
3562871,3562875,75.0
3562875,3563037,3174.0
3563037,3563317,5352.0
3563317,3563450,2581.0
3563450,3563833,6456.0
3563833,3564300,6299.0
3564300,3564308,69.0
3564308,3564887,6706.0
3564887,3565139,10345.0
3565139,3565508,33487.0
3565508,3565562,1356.0
3565562,3565707,3295.0
3565707,3566056,7024.0
3566056,3566125,1535.0
3566125,3566128,119.0
3566128,3566165,509.0
3566165,3566277,1977.0
3566277,3566600,6466.0
3566600,3566860,3911.0
3566860,3566865,155.0
3566865,3566916,798.0
3566916,3566950,532.0
3566950,3567031,1489.0
3567031,3567387,6857.0
3567387,3567467,1769.0
3567467,3567554,1779.0
3567554,3567614,1092.0
3567614,3567862,7509.0
3567862,3567870,317.0
3567870,3567901,1629.0
3567901,3568306,35859.0
3568306,3568326,684.0
3568326,3568338,428.0
3568338,3568654,7858.0
3568654,3568878,4239.0
3568878,3568883,148.0
3568883,3569334,9233.0
3569334,3569662,6514.0
3569662,3569789,2181.0
3569789,3569896,1945.0
3569896,3569981,1602.0
3569981,3570070,1746.0
3570070,3570200,2978.0
3570200,3570247,1149.0
3570247,3570714,20858.0
3570714,3570716,362.0
3570716,3570719,460.0
3570719,3570800,16384.0
3570800,3571038,9816.0
3571038,3571098,1503.0
3571098,3571241,3765.0
3571241,3571511,5338.0
3571511,3571534,518.0
3571534,3571566,652.0
3571566,3571585,406.0
3571585,3571609,439.0
3571609,3571907,5734.0
3571907,3571993,1754.0
3571993,3572123,2678.0
3572123,3572164,913.0
3572164,3572272,1859.0
3572272,3572316,744.0
3572316,3572567,5306.0
3572567,3572873,6417.0
3572873,3572942,1306.0
3572942,3572965,389.0
3572965,3573066,2466.0
3573066,3573381,17087.0
3573381,3573443,15333.0
3573443,3573521,5432.0
3573521,3573755,8409.0
3573755,3574258,10018.0
3574258,3574295,809.0
3574295,3574307,327.0
3574307,3574354,899.0
3574354,3574362,223.0
3574362,3574368,153.0
3574368,3574389,334.0
3574389,3574407,376.0
3574407,3574425,398.0
3574425,3574476,1167.0
3574476,3574619,3511.0
3574619,3574828,4103.0
3574828,3574844,353.0
3574844,3574898,804.0
3574898,3574908,296.0
3574908,3575578,14697.0
3575578,3575676,2825.0
3575676,3575846,6303.0
3575846,3576029,26788.0
3576029,3576055,1439.0
3576055,3576224,7018.0
3576224,3576381,4728.0
3576381,3576399,370.0
3576399,3576592,5134.0
3576592,3576870,5454.0
3576870,3576977,1965.0
3576977,3577015,897.0
3577015,3577317,6415.0
3577317,3577406,1541.0
3577406,3577690,4695.0
3577690,3577692,31.0
3577692,3577717,444.0
3577717,3577801,1814.0
3577801,3578131,8396.0
3578131,3578514,20982.0
3578514,3578518,1007.0
3578518,3578840,24065.0
3578840,3578991,3649.0
3578991,3578993,58.0
3578993,3579007,195.0
3579007,3579019,257.0
3579019,3579029,297.0
3579029,3579116,2344.0
3579116,3579200,2055.0
3579200,3579262,1503.0
3579262,3579420,3312.0
3579420,3579493,1415.0
3579493,3579494,22.0
3579494,3579512,344.0
3579512,3579549,820.0
3579549,3579621,1804.0
3579621,3579714,1784.0
3579714,3580220,10149.0
3580220,3580255,594.0
3580255,3580256,14.0
3580256,3580258,6.0
3580258,3580283,455.0
3580283,3580333,1119.0
3580333,3580334,21.0
3580334,3580381,1145.0
3580381,3580491,2711.0
3580491,3580503,362.0
3580503,3580822,8446.0
3580822,3581267,40226.0
3581267,3581498,5902.0
3581498,3581830,7211.0
3581830,3581836,84.0
3581836,3581879,692.0
3581879,3581941,1627.0
3581941,3582171,4817.0
3582171,3582258,2239.0
3582258,3582483,4902.0
3582483,3582530,842.0
3582530,3582590,1017.0
3582590,3582774,3942.0
3582774,3582778,134.0
3582778,3582798,374.0
3582798,3582813,225.0
3582813,3582975,3112.0
3582975,3582991,391.0
3582991,3583091,2529.0
3583091,3583102,222.0
3583102,3583448,16953.0
3583448,3583456,729.0
3583456,3583657,26868.0
3583657,3583698,1076.0
3583698,3583703,283.0
3583703,3583773,2013.0
3583773,3583783,278.0
3583783,3583840,1531.0
3583840,3583924,2329.0
3583924,3583952,770.0
3583952,3584102,3161.0
3584102,3584227,3031.0
3584227,3584271,777.0
3584271,3584346,1676.0
3584346,3584375,550.0
3584375,3584419,801.0
3584419,3584431,246.0
3584431,3584435,56.0
3584435,3584476,900.0
3584476,3584654,3693.0
3584654,3584662,118.0
3584662,3584664,50.0
3584664,3584743,2031.0
3584743,3584887,3119.0
3584887,3584953,1226.0
3584953,3585070,2504.0
3585070,3585089,480.0
3585089,3585141,1381.0
3585141,3585154,347.0
3585154,3585317,3154.0
3585317,3585340,342.0
3585340,3585361,531.0
3585361,3585459,2131.0
3585459,3585483,416.0
3585483,3585547,1492.0
3585547,3585690,3734.0
3585690,3585704,364.0
3585704,3585706,98.0
3585706,3585837,4168.0
3585837,3585843,370.0
3585843,3585865,746.0
3585865,3585891,1497.0
3585891,3585980,21662.0
3585980,3586014,3813.0
3586014,3586175,7631.0
3586175,3586223,1734.0
3586223,3586226,78.0
3586226,3586235,70.0
3586235,3586334,2619.0
3586334,3586337,68.0
3586337,3586389,1244.0
3586389,3586414,454.0
3586414,3586580,3891.0
3586580,3586645,954.0
3586645,3587059,8465.0
3587059,3587072,253.0
3587072,3587121,759.0
3587121,3587175,1096.0
3587175,3587177,34.0
3587177,3587181,88.0
3587181,3587190,193.0
3587190,3587418,4820.0
3587418,3587443,597.0
3587443,3587588,3644.0
3587588,3587801,4235.0
3587801,3587828,389.0
3587828,3587886,1140.0
3587886,3587979,1885.0
3587979,3588003,668.0
3588003,3588043,718.0
3588043,3588139,2505.0
3588139,3588161,491.0
3588161,3588225,1615.0
3588225,3588383,5343.0
3588383,3588448,2401.0
3588448,3588489,3460.0
3588489,3588524,3410.0
3588524,3588534,1404.0
3588534,3588557,7374.0
3588557,3588561,1146.0
3588561,3588713,13272.0
3588713,3588916,5749.0
3588916,3588974,1290.0
3588974,3588982,145.0
3588982,3589005,562.0
3589005,3589011,69.0
3589011,3589030,533.0
3589030,3589041,149.0
3589041,3589224,3570.0
3589224,3589229,87.0
3589229,3589413,3709.0
3589413,3589436,436.0
3589436,3589632,3465.0
3589632,3589804,3439.0
3589804,3589967,2896.0
3589967,3589976,140.0
3589976,3590041,1401.0
3590041,3590054,115.0
3590054,3590088,850.0
3590088,3590162,1463.0
3590162,3590180,341.0
3590180,3590183,59.0
3590183,3590184,5.0
3590184,3590192,149.0
3590192,3590403,4392.0
3590403,3590453,1024.0
3590453,3590597,3257.0
3590597,3590605,97.0
3590605,3590645,819.0
3080635,3509484,11621461.0
3143483,3165655,599616.0
3165655,3214281,1462427.0
3136657,3358542,6122810.0
3034007,3097362,1132245.0
3097362,3164357,1523422.0
3164357,3186154,635037.0
3186154,3194252,249053.0
3194252,3195039,12386.0
3195039,3195557,7868.0
3195557,3198522,86914.0
3198522,3200189,66077.0
3200189,3200199,78.0
3200199,3200358,2815.0
3200358,3200374,263.0
3200374,3213758,419644.0
3213758,3222719,264908.0
3222719,3236174,346725.0
3236174,3243222,176841.0
3243222,3257483,419323.0
3257483,3291408,983222.0
3291408,3298206,222237.0
3298206,3305382,191498.0
3305382,3329070,531365.0
3329070,3334700,146144.0
3334700,3391845,1579836.0
3391845,3541685,4457520.0
3031535,3047848,346176.0
3047848,3083677,665759.0
3083677,3087194,33463.0
3087194,3104526,259043.0
3104526,3106618,52807.0
3106618,3110878,71195.0
3110878,3110919,1565.0
3110919,3112683,20798.0
3112683,3116719,80522.0
3116719,3142038,601671.0
3142038,3143813,23830.0
3143813,3147423,89273.0
3147423,3161859,405086.0
3161859,3181932,596818.0
3181932,3183283,25426.0
3183283,3193043,278792.0
3193043,3196009,85497.0
3196009,3237613,1200212.0
3237613,3242990,150568.0
3242990,3243019,565.0
3243019,3245967,82795.0
3245967,3252432,182627.0
3252432,3266870,426879.0
3266870,3304628,1113439.0
3304628,3331538,613694.0
3331538,3338374,160019.0
3338374,3339157,14775.0
3339157,3342344,84624.0
3342344,3345169,78408.0
3345169,3347100,31083.0
3347100,3349917,81685.0
3349917,3358461,244657.0
3358461,3405212,1350206.0
3405212,3406988,42015.0
3406988,3414324,185855.0
3414324,3418678,134206.0
3418678,3426974,193367.0
3426974,3429327,71545.0
3429327,3430912,28599.0
3430912,3431031,2087.0
3431031,3436188,155937.0
3436188,3436634,8066.0
3436634,3436894,5497.0
3436894,3439981,89288.0
3439981,3441606,65095.0
3441606,3441872,5184.0
3441872,3444458,81606.0
3444458,3444554,1927.0
3444554,3451796,245210.0
3451796,3462939,355215.0
3462939,3471659,273321.0
3471659,3488758,576402.0
3488758,3489641,19176.0
3489641,3489681,580.0
3489681,3494858,163708.0
3494858,3512250,467570.0
3512250,3514395,67499.0
3514395,3514555,2801.0
3514555,3516900,76297.0
3516900,3522063,156967.0
3522063,3528514,190605.0
3528514,3531052,79383.0
3531052,3532156,20708.0
3532156,3533805,63013.0
3533805,3540110,182265.0
3540110,3543545,90985.0
3543545,3543761,3651.0
3543761,3546081,74080.0
3546081,3551254,162582.0
3551254,3555505,110542.0
3555505,3558342,88814.0
3558342,3560282,71189.0
3560282,3560306,467.0
3560306,3563363,86078.0
3563363,3566288,81201.0
3566288,3572885,196846.0
3572885,3583141,347321.0
3583141,3583154,414.0
3583154,3585775,91694.0
3585775,3587834,73774.0
3587834,3590093,75393.0
3008177,3033652,598325.0
3033652,3047904,283144.0
3047904,3324998,6906429.0
3324998,3422628,2656939.0
3422628,3513187,2761250.0
3513187,3523977,295198.0
3305826,3319443,334896.0
3319443,3358363,951060.0
3358363,3409266,1465011.0
3409266,3517341,3213286.0
3517341,3520449,86749.0
3520449,3540990,614727.0
3540990,3554659,409450.0
3554659,3568615,421517.0
3568615,3568822,3831.0
3568822,3572179,100678.0
3572179,3579112,241738.0
3579112,3579975,18752.0
3116228,3449243,9158287.0
3019793,3069803,1035187.0
3069803,3112338,676575.0
3112338,3130894,379382.0
3130894,3136758,157147.0
3136758,3147061,256761.0
3147061,3282037,3876951.0
3282037,3419897,3718054.0
3419897,3509452,2731773.0
3509452,3541183,918381.0
3541183,3541204,593.0
3541204,3553763,387438.0
3175475,3228655,1603270.0
3228655,3254230,675953.0
3254230,3532964,7951279.0
3532964,3555887,651203.0
3022716,3025108,64225.0
3025108,3028471,50814.0
3028471,3035924,167082.0
3035924,3088135,989737.0
3088135,3114064,382554.0
3114064,3141678,660521.0
3141678,3148495,169693.0
3148495,3152668,101911.0
3152668,3152953,4031.0
3152953,3155864,79997.0
3155864,3160596,111564.0
3160596,3190686,913039.0
3190686,3193530,87001.0
3193530,3196711,90189.0
3196711,3197272,10091.0
3197272,3201204,104302.0
3201204,3207099,180057.0
3207099,3216449,304277.0
3216449,3231923,432842.0
3231923,3236821,109884.0
3236821,3264056,772653.0
3264056,3271630,201552.0
3271630,3272600,48696.0
3272600,3272721,2049.0
3272721,3275148,75200.0
3275148,3287589,363771.0
3287589,3292672,163753.0
3292672,3307549,421730.0
3307549,3318400,262045.0
3318400,3329438,208503.0
3329438,3329512,890.0
3329512,3335165,147241.0
3335165,3335200,490.0
3335200,3335211,168.0
3335211,3335254,458.0
3335254,3352162,436494.0
3352162,3364152,339040.0
3364152,3365915,32088.0
3365915,3366372,36815.0
3366372,3369432,89776.0
3369432,3370268,18161.0
3370268,3404116,966411.0
3404116,3408408,137373.0
3408408,3429901,540500.0
3429901,3443026,373275.0
3443026,3447362,149117.0
3447362,3451406,145607.0
3451406,3469854,574870.0
3469854,3470399,37798.0
3470399,3473534,96313.0
3473534,3473576,854.0
3473576,3474114,10517.0
3474114,3474150,604.0
3474150,3475654,61798.0
3475654,3476033,8690.0
3476033,3488591,418438.0
3488591,3502051,383609.0
3502051,3506828,145788.0
3506828,3513617,180289.0
3513617,3518604,152416.0
3518604,3524080,138515.0
3524080,3529059,159957.0
3529059,3530184,50487.0
3530184,3546472,460950.0
3546472,3555070,257116.0
3555070,3558428,98975.0
3558428,3570959,393775.0
3570959,3571142,5008.0
3571142,3573622,81498.0
3573622,3581297,260534.0
3581297,3585477,125103.0
3585477,3586318,49765.0
3453072,3480249,877878.0
3051531,3180709,2765099.0
3057933,3091144,540645.0
3091144,3341062,6500899.0
3341062,3347611,174202.0
3347611,3392269,1284998.0
3392269,3392297,570.0
3392297,3393966,62842.0
3393966,3394026,1115.0
3394026,3394037,189.0
3394037,3394944,15202.0
3394944,3396302,57186.0
3396302,3401870,136181.0
3401870,3405370,118812.0
3405370,3551354,4333361.0
3551354,3551534,3154.0
3551534,3551771,4033.0
3048871,3332056,7042446.0
3070578,3302584,5948630.0
3035120,3042577,164392.0
3042577,3206372,3718790.0
3206372,3218011,349307.0
3218011,3553556,9551523.0
3553556,3575784,659981.0
3575784,3576159,36175.0
3184191,3391885,5776722.0
3140257,3141197,23117.0
3141197,3244381,2915949.0
3244381,3565245,9189264.0
3565245,3580746,494485.0
3580746,3586096,211572.0
3586096,3586776,16584.0
3004183,3008482,96633.0
3008482,3017090,197218.0
3017090,3017363,11588.0
3017363,3042035,561678.0
3042035,3042436,4762.0
3042436,3046770,87931.0
3046770,3077751,588520.0
3077751,3079378,14082.0
3079378,3079498,1083.0
3079498,3092981,193276.0
3092981,3112857,322357.0
3112857,3129173,345396.0
3129173,3133310,98419.0
3133310,3136244,80288.0
3136244,3146003,249245.0
3146003,3153776,188242.0
3153776,3159111,156684.0
3159111,3168537,267741.0
3168537,3188758,600631.0
3188758,3196384,229222.0
3196384,3205688,285506.0
3205688,3229237,691125.0
3229237,3235315,152121.0
3235315,3253539,476297.0
3253539,3267865,424988.0
3267865,3283857,483211.0
3283857,3311551,794729.0
3311551,3331490,431689.0
3331490,3386753,1504570.0
3386753,3398707,342235.0
3398707,3400089,56395.0
3400089,3405524,157926.0
3405524,3439058,884239.0
3439058,3444315,166081.0
3444315,3445738,29271.0
3445738,3498585,1712518.0
3498585,3529136,869968.0
3529136,3541719,393924.0
3541719,3542886,19679.0
3542886,3551167,250174.0
3551167,3561807,331648.0
3072014,3132020,1050494.0
3132020,3161229,733949.0
3161229,3218828,1720128.0
3218828,3232898,400675.0
3232898,3240828,188240.0
3240828,3303806,1830208.0
3303806,3342679,922889.0
3342679,3356250,358064.0
3356250,3372659,491573.0
3372659,3379103,181909.0
3379103,3448418,1931597.0
3448418,3459342,380076.0
3459342,3491404,1043332.0
3491404,3576368,2508733.0
3255035,3490875,6684107.0
3490875,3518130,775450.0
3010379,3011175,15101.0
3011175,3011224,639.0
3011224,3011274,980.0
3011274,3011476,2908.0
3011476,3012124,10049.0
3012124,3013190,16023.0
3013190,3014828,56068.0
3014828,3027965,283529.0
3027965,3028098,2264.0
3028098,3028897,42189.0
3028897,3028899,50.0
3028899,3033493,100880.0
3033493,3034500,12243.0
3034500,3036710,63055.0
3036710,3037645,13809.0
3037645,3047766,194079.0
3047766,3050166,66145.0
3050166,3053118,53122.0
3053118,3053614,22724.0
3053614,3057025,43665.0
3057025,3058025,42842.0
3058025,3058081,683.0
3058081,3063311,92640.0
3063311,3066154,30590.0
3066154,3067300,44744.0
3067300,3068393,13519.0
3068393,3083174,251370.0
3083174,3086522,30600.0
3086522,3088460,51302.0
3088460,3095277,94195.0
3095277,3098462,27341.0
3098462,3100642,55376.0
3100642,3101405,6684.0
3101405,3105980,78238.0
3105980,3111969,93254.0
3111969,3113825,18711.0
3113825,3119713,107141.0
3119713,3120197,32629.0
3120197,3120489,6967.0
3120489,3132251,271129.0
3132251,3138292,160633.0
3138292,3141142,50328.0
3141142,3143337,58687.0
3143337,3148005,107457.0
3148005,3152051,131131.0
3152051,3160374,201548.0
3160374,3167470,226637.0
3167470,3173246,175464.0
3173246,3174332,18581.0
3174332,3174408,1352.0
3174408,3175380,18155.0
3175380,3176390,52730.0
3176390,3176619,4060.0
3176619,3178904,70420.0
3178904,3180646,33444.0
3180646,3183396,84046.0
3183396,3186772,93162.0
3186772,3187023,4483.0
3187023,3188326,59075.0
3188326,3191184,85738.0
3191184,3191810,11459.0
3191810,3203133,341919.0
3203133,3203766,10748.0
3203766,3207894,145907.0
3207894,3207912,322.0
3207912,3210181,42640.0
3210181,3213692,131270.0
3213692,3215715,36608.0
3215715,3219565,138838.0
3219565,3220009,8066.0
3220009,3226880,189954.0
3226880,3234047,173094.0
3234047,3237178,82155.0
3237178,3237328,2476.0
3237328,3237892,8934.0
3237892,3238657,37029.0
3238657,3239114,15331.0
3239114,3240783,24926.0
3240783,3240797,222.0
3240797,3246365,158833.0
3246365,3248746,75756.0
3248746,3249610,15449.0
3249610,3251411,64840.0
3251411,3251669,6662.0
3251669,3251818,2751.0
3251818,3253160,22017.0
3253160,3254260,49956.0
3254260,3257498,96108.0
3257498,3258838,24635.0
3258838,3259527,12542.0
3259527,3264661,159544.0
3264661,3267232,78999.0
3267232,3274408,192043.0
3274408,3276322,68559.0
3276322,3278478,72356.0
3278478,3279283,13878.0
3279283,3279450,2695.0
3279450,3282925,96082.0
3282925,3284603,65345.0
3284603,3286057,26666.0
3286057,3287430,61202.0
3287430,3287453,409.0
3287453,3288641,21985.0
3288641,3293167,152762.0
3293167,3297518,112281.0
3297518,3298863,56613.0
3298863,3301961,87894.0
3301961,3310497,221898.0
3310497,3310790,23639.0
3310790,3317415,127089.0
3317415,3325728,172146.0
3325728,3326175,9553.0
3326175,3326222,1433.0
3326222,3326407,17281.0
3326407,3326409,823.0
3326409,3326411,1127.0
3326411,3328838,43291.0
3328838,3328885,608.0
3328885,3328930,595.0
3328930,3331639,71599.0
3331639,3332015,4424.0
3332015,3336556,96549.0
3336556,3340751,96706.0
3340751,3343898,83978.0
3343898,3345023,51526.0
3345023,3345217,4435.0
3345217,3345926,11810.0
3345926,3349791,98007.0
3349791,3353036,87246.0
3353036,3353101,1009.0
3353101,3357357,128803.0
3357357,3357530,11040.0
3357530,3357916,9276.0
3357916,3357932,255.0
3357932,3358064,2199.0
3358064,3358549,8292.0
3358549,3358747,3445.0
3358747,3358792,763.0
3358792,3358847,795.0
3358847,3359294,7721.0
3359294,3359398,1631.0
3359398,3366918,234685.0
3366918,3366990,1355.0
3366990,3372164,146265.0
3372164,3375334,99781.0
3375334,3375938,13827.0
3375938,3378362,74456.0
3378362,3381112,78844.0
3381112,3385777,122976.0
3385777,3385927,2555.0
3385927,3387251,55071.0
3387251,3389509,41392.0
3389509,3393165,129884.0
3393165,3402873,272310.0
3402873,3403688,13687.0
3403688,3410135,172826.0
3410135,3418653,236011.0
3418653,3420475,29395.0
3420475,3420953,9264.0
3420953,3424441,82899.0
3424441,3426211,60232.0
3426211,3426233,285.0
3426233,3427780,24969.0
3427780,3428021,4119.0
3428021,3428025,78.0
3428025,3437485,268108.0
3437485,3437506,831.0
3437506,3438984,56258.0
3438984,3441058,73199.0
3441058,3444489,97799.0
3444489,3444784,5382.0
3444784,3446333,63857.0
3446333,3448098,36491.0
3448098,3449393,58222.0
3449393,3450179,16536.0
3450179,3456012,184685.0
3456012,3456045,696.0
3456045,3460137,147683.0
3460137,3460719,11667.0
3460719,3461015,5753.0
3461015,3462703,65769.0
3462703,3465081,81214.0
3465081,3467753,84913.0
3467753,3467889,2714.0
3467889,3468374,10578.0
3468374,3469259,19044.0
3469259,3473154,141781.0
3473154,3474017,17634.0
3474017,3475641,64124.0
3475641,3480527,164842.0
3480527,3480680,6518.0
3480680,3480758,2677.0
3480758,3481459,15065.0
3481459,3490566,280255.0
