device_id,DeviceType,DeviceInfo
DEVICE_Android 4.4.2,mobile,Android 4.4.2
DEVICE_SM-T550,mobile,SM-T550
DEVICE_SAMSUNG SM-G531H Build/LMY48B,mobile,SAMSUNG SM-G531H Build/LMY48B
DEVICE_XT1650,mobile,XT1650
DEVICE_SM-G928G Build/NRD90M,mobile,SM-G928G Build/NRD90M
DEVICE_Hisense L675 Build/MRA58K,mobile,Hisense L675 Build/MRA58K
DEVICE_Moto G (5S,mobile,Moto G (5S
DEVICE_SM-G925I Build/LMY47X,mobile,SM-G925I Build/LMY47X
DEVICE_SAMSUNG SM-G935T Build/NRD90M,mobile,SAMSUNG SM-G935T Build/NRD90M
DEVICE_Touch,desktop,Touch
DEVICE_Lenovo K33b36 Build/NRD90N,mobile,Lenovo K33b36 Build/NRD90N
DEVICE_LG-H820 Build/NRD90U,mobile,LG-H820 Build/NRD90U
DEVICE_LG-H990 Build/NRD90M,mobile,LG-H990 Build/NRD90M
DEVICE_LGMS550 Build/NRD90U,mobile,LGMS550 Build/NRD90U
DEVICE_PRA-LX3 Build/HUAWEIPRA-LX3,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
DEVICE_Ilium L1120 Build/NRD90M,mobile,Ilium L1120 Build/NRD90M
DEVICE_F8331 Build/41.2.A.7.76,mobile,F8331 Build/41.2.A.7.76
DEVICE_LGLS751,mobile,LGLS751
DEVICE_MYA-L23,mobile,MYA-L23
DEVICE_SAMSUNG-SM-J327A Build/NRD90M,mobile,SAMSUNG-SM-J327A Build/NRD90M
DEVICE_Fractal,mobile,Fractal
DEVICE_LGMS210 Build/NRD90U,mobile,LGMS210 Build/NRD90U
DEVICE_MotoG3 Build/MPIS24.107-55-2-17,mobile,MotoG3 Build/MPIS24.107-55-2-17
DEVICE_rv:50.0,desktop,rv:50.0
DEVICE_M4 SS4453 Build/MMB29M,mobile,M4 SS4453 Build/MMB29M
DEVICE_LG-M210 Build/NRD90U,mobile,LG-M210 Build/NRD90U
DEVICE_AX920,mobile,AX920
DEVICE_SM-J111M Build/LMY47V,mobile,SM-J111M Build/LMY47V
DEVICE_XT1635-01 Build/NDNS26.118-23-12-3,mobile,XT1635-01 Build/NDNS26.118-23-12-3
DEVICE_ILIUM,mobile,ILIUM
DEVICE_rv:42.0,desktop,rv:42.0
DEVICE_SAMSUNG-SM-G900A Build/LRX21T,mobile,SAMSUNG-SM-G900A Build/LRX21T
DEVICE_SAMSUNG SM-G532M Build/MMB29T,mobile,SAMSUNG SM-G532M Build/MMB29T
DEVICE_SM-G550T1 Build/MMB29K,mobile,SM-G550T1 Build/MMB29K
DEVICE_LG-H871,mobile,LG-H871
DEVICE_Android 5.1,mobile,Android 5.1
DEVICE_XT1058 Build/LPAS23.12-21.7-1,mobile,XT1058 Build/LPAS23.12-21.7-1
DEVICE_SAMSUNG SM-G920P Build/NRD90M,mobile,SAMSUNG SM-G920P Build/NRD90M
DEVICE_Pixel Build/OPM1.171019.011,mobile,Pixel Build/OPM1.171019.011
DEVICE_SM-T377W,mobile,SM-T377W
DEVICE_SM-J730F,mobile,SM-J730F
DEVICE_SM-G800F Build/KOT49H,mobile,SM-G800F Build/KOT49H
DEVICE_HTC Desire 626s Build/LMY47O,mobile,HTC Desire 626s Build/LMY47O
DEVICE_SKY_5.0LM,mobile,SKY_5.0LM
DEVICE_Blade L5 Build/LMY47I,mobile,Blade L5 Build/LMY47I
DEVICE_SM-A320Y Build/NRD90M,mobile,SM-A320Y Build/NRD90M
DEVICE_SM-G900P Build/LRX21T,mobile,SM-G900P Build/LRX21T
DEVICE_SAMSUNG-SM-G930A,mobile,SAMSUNG-SM-G930A
DEVICE_LGMS330 Build/LMY47V,mobile,LGMS330 Build/LMY47V
DEVICE_TA-1039 Build/NMF26F,mobile,TA-1039 Build/NMF26F
DEVICE_SM-J320V Build/MMB29M,mobile,SM-J320V Build/MMB29M
DEVICE_Moto G (5) Build/NPP25.137-82,mobile,Moto G (5) Build/NPP25.137-82
DEVICE_LG-X230 Build/MRA58K,mobile,LG-X230 Build/MRA58K
DEVICE_SM-G935T,mobile,SM-G935T
DEVICE_SAMSUNG-SM-G900A Build/LMY47X,mobile,SAMSUNG-SM-G900A Build/LMY47X
DEVICE_VerykoolS5030,mobile,VerykoolS5030
DEVICE_Lenovo-A6020l36 Build/LMY47V,mobile,Lenovo-A6020l36 Build/LMY47V
DEVICE_SM-J320P Build/LMY47X,mobile,SM-J320P Build/LMY47X
DEVICE_SAMSUNG SM-G900A Build/MMB29M,mobile,SAMSUNG SM-G900A Build/MMB29M
DEVICE_G3313,mobile,G3313
DEVICE_XT1064 Build/MPB24.65-34-3,mobile,XT1064 Build/MPB24.65-34-3
DEVICE_2PQ93,mobile,2PQ93
DEVICE_SAMSUNG SM-J730GM Build/NRD90M,mobile,SAMSUNG SM-J730GM Build/NRD90M
DEVICE_LG-M320 Build/NRD90U,mobile,LG-M320 Build/NRD90U
DEVICE_SAMSUNG SM-T530NU Build/LRX22G,mobile,SAMSUNG SM-T530NU Build/LRX22G
DEVICE_SM-G610F,mobile,SM-G610F
DEVICE_LG-K530 Build/NRD90U,mobile,LG-K530 Build/NRD90U
DEVICE_BV6000,mobile,BV6000
DEVICE_HTC One A9 Build/NRD90M,mobile,HTC One A9 Build/NRD90M
DEVICE_SM-N900V Build/LRX21V,mobile,SM-N900V Build/LRX21V
DEVICE_XT1032 Build/KXB21.14-L1.40,mobile,XT1032 Build/KXB21.14-L1.40
DEVICE_SAMSUNG SM-J320F Build/LMY47V,mobile,SAMSUNG SM-J320F Build/LMY47V
DEVICE_VS501 Build/NRD90U,mobile,VS501 Build/NRD90U
DEVICE_D6603 Build/23.5.A.1.291,mobile,D6603 Build/23.5.A.1.291
DEVICE_SM-J510FN,mobile,SM-J510FN
DEVICE_SM-G360V Build/LMY48B,mobile,SM-G360V Build/LMY48B
DEVICE_Moto G (5) Build/NPPS25.137-15-11,mobile,Moto G (5) Build/NPPS25.137-15-11
DEVICE_5025G Build/LMY47I,mobile,5025G Build/LMY47I
DEVICE_SM-G920V Build/MMB29K,mobile,SM-G920V Build/MMB29K
DEVICE_HUAWEI VNS-L31 Build/HUAWEIVNS-L31,mobile,HUAWEI VNS-L31 Build/HUAWEIVNS-L31
DEVICE_BLN-L24 Build/HONORBLN-L24,mobile,BLN-L24 Build/HONORBLN-L24
DEVICE_SM-T350 Build/MMB29M,mobile,SM-T350 Build/MMB29M
DEVICE_SM-P580 Build/NRD90M,mobile,SM-P580 Build/NRD90M
DEVICE_SM-J320V Build/NMF26X,mobile,SM-J320V Build/NMF26X
DEVICE_XT1080 Build/SU6-7.7,mobile,XT1080 Build/SU6-7.7
DEVICE_LG-H910 Build/NRD90M,mobile,LG-H910 Build/NRD90M
DEVICE_KFTT Build/IML74K,mobile,KFTT Build/IML74K
DEVICE_SAMSUNG SM-G900F Build/MMB29M,mobile,SAMSUNG SM-G900F Build/MMB29M
DEVICE_Moto E (4) Build/NMA26.42-69,mobile,Moto E (4) Build/NMA26.42-69
DEVICE_SM-T713 Build/NRD90M,mobile,SM-T713 Build/NRD90M
DEVICE_TOMMY2,mobile,TOMMY2
DEVICE_XT1040,mobile,XT1040
DEVICE_SM-P600 Build/LMY47X,mobile,SM-P600 Build/LMY47X
DEVICE_QTAIR7 Build/LMY47D,mobile,QTAIR7 Build/LMY47D
DEVICE_Pixel 2 Build/OPM1.171019.011,mobile,Pixel 2 Build/OPM1.171019.011
DEVICE_E6853,mobile,E6853
DEVICE_F8331,mobile,F8331
DEVICE_LG-M154,mobile,LG-M154
DEVICE_SM-T230 Build/KOT49H,mobile,SM-T230 Build/KOT49H
DEVICE_E5506 Build/29.1.A.0.101,mobile,E5506 Build/29.1.A.0.101
DEVICE_ALE-L21 Build/HuaweiALE-L21,mobile,ALE-L21 Build/HuaweiALE-L21
DEVICE_SM-A500FU Build/MMB29M,mobile,SM-A500FU Build/MMB29M
DEVICE_Moto G (5) Plus Build/NPN25.137-83,mobile,Moto G (5) Plus Build/NPN25.137-83
DEVICE_MotoG3 Build/MPI24.65-33.1-2,mobile,MotoG3 Build/MPI24.65-33.1-2
DEVICE_HTC Desire 510 Build/KOT49H,mobile,HTC Desire 510 Build/KOT49H
DEVICE_Build/OPR6.170623.013,mobile,Build/OPR6.170623.013
DEVICE_LG-P714,mobile,LG-P714
DEVICE_XT1031,mobile,XT1031
DEVICE_2PS64 Build/NRD90M,mobile,2PS64 Build/NRD90M
DEVICE_TA-1039 Build/N2G47H,mobile,TA-1039 Build/N2G47H
DEVICE_Lenovo TB-7703X Build/S100,mobile,Lenovo TB-7703X Build/S100
DEVICE_SM-T818V,mobile,SM-T818V
DEVICE_P5526A Build/NRD90M,mobile,P5526A Build/NRD90M
DEVICE_GT-I9500,mobile,GT-I9500
DEVICE_HUAWEI Y625-U13 Build/HUAWEIY625-U13,mobile,HUAWEI Y625-U13 Build/HUAWEIY625-U13
DEVICE_LT30p,mobile,LT30p
DEVICE_Microsoft,mobile,Microsoft
DEVICE_MHA-L09 Build/HUAWEIMHA-L09,mobile,MHA-L09 Build/HUAWEIMHA-L09
DEVICE_hi6210sft Build/MRA58K,mobile,hi6210sft Build/MRA58K
DEVICE_LG-X210 Build/LMY47I,mobile,LG-X210 Build/LMY47I
DEVICE_SAMSUNG SM-G955F Build/NRD90M,mobile,SAMSUNG SM-G955F Build/NRD90M
DEVICE_SAMSUNG SM-A300H Build/LRX22G,mobile,SAMSUNG SM-A300H Build/LRX22G
DEVICE_XT1053 Build/LPAS23.12-21.7-1,mobile,XT1053 Build/LPAS23.12-21.7-1
DEVICE_LG-H918 Build/NRD90M,mobile,LG-H918 Build/NRD90M
DEVICE_Mi A1 Build/N2G47H,mobile,Mi A1 Build/N2G47H
DEVICE_SM-J727T Build/NRD90M,mobile,SM-J727T Build/NRD90M
DEVICE_Z971,mobile,Z971
DEVICE_LG-X220 Build/LMY47I,mobile,LG-X220 Build/LMY47I
DEVICE_SAMSUNG SM-G550T1 Build/MMB29K,mobile,SAMSUNG SM-G550T1 Build/MMB29K
DEVICE_SM-J105B Build/LMY47V,mobile,SM-J105B Build/LMY47V
DEVICE_BLADE V8 Build/NRD90M,mobile,BLADE V8 Build/NRD90M
DEVICE_Pixel 2 XL Build/OPM1.171019.011,mobile,Pixel 2 XL Build/OPM1.171019.011
DEVICE_SM-J730GM Build/NRD90M,mobile,SM-J730GM Build/NRD90M
DEVICE_MotoE2 Build/LPCS23.13-56-5,mobile,MotoE2 Build/LPCS23.13-56-5
DEVICE_SM-T807V,mobile,SM-T807V
DEVICE_SM-G930R7,mobile,SM-G930R7
DEVICE_SM-J327P Build/MMB29M,mobile,SM-J327P Build/MMB29M
DEVICE_TA-1038,mobile,TA-1038
DEVICE_Moto E (4) Build/NMA26.42-11-3,mobile,Moto E (4) Build/NMA26.42-11-3
DEVICE_SM-G950W,mobile,SM-G950W
DEVICE_SM-J100VPP Build/LMY48B,mobile,SM-J100VPP Build/LMY48B
DEVICE_VS996,mobile,VS996
DEVICE_XT1003,mobile,XT1003
DEVICE_LG-H901,mobile,LG-H901
DEVICE_XT1030 Build/SU6-7.7,mobile,XT1030 Build/SU6-7.7
DEVICE_MotoG3 Build/MPIS24.65-25.1-19,mobile,MotoG3 Build/MPIS24.65-25.1-19
DEVICE_SAMSUNG SM-G935F Build/MMB29K,mobile,SAMSUNG SM-G935F Build/MMB29K
DEVICE_ONE A2005 Build/MMB29M,mobile,ONE A2005 Build/MMB29M
DEVICE_SM-T827V Build/NRD90M,mobile,SM-T827V Build/NRD90M
DEVICE_SM-G900F Build/LRX21T,mobile,SM-G900F Build/LRX21T
DEVICE_Pixel XL Build/OPM1.171019.011,mobile,Pixel XL Build/OPM1.171019.011
DEVICE_SAMSUNG SM-G935A Build/NRD90M,mobile,SAMSUNG SM-G935A Build/NRD90M
DEVICE_SAMSUNG-SM-T377A Build/MMB29K,mobile,SAMSUNG-SM-T377A Build/MMB29K
DEVICE_5051A Build/MMB29M,mobile,5051A Build/MMB29M
DEVICE_LG-K240 Build/MXB48T,mobile,LG-K240 Build/MXB48T
DEVICE_X10,mobile,X10
DEVICE_SAMSUNG SM-T710 Build/NRD90M,mobile,SAMSUNG SM-T710 Build/NRD90M
DEVICE_es-mx,mobile,es-mx
DEVICE_SM-A310M Build/LMY47X,mobile,SM-A310M Build/LMY47X
DEVICE_LG-D851,mobile,LG-D851
DEVICE_STV100-2 Build/MMB29M,mobile,STV100-2 Build/MMB29M
DEVICE_SM-T560NU Build/NMF26X,mobile,SM-T560NU Build/NMF26X
DEVICE_LG-M150,mobile,LG-M150
DEVICE_VS425PP Build/LMY47V,mobile,VS425PP Build/LMY47V
DEVICE_SAMSUNG-SM-J727A Build/NRD90M,mobile,SAMSUNG-SM-J727A Build/NRD90M
DEVICE_ATT-IE11,desktop,ATT-IE11
DEVICE_rv:44.0,desktop,rv:44.0
DEVICE_5010S Build/MRA58K,mobile,5010S Build/MRA58K
DEVICE_E6553,mobile,E6553
DEVICE_Lenovo A2016b30 Build/MRA58K,mobile,Lenovo A2016b30 Build/MRA58K
DEVICE_K88 Build/MMB29M,mobile,K88 Build/MMB29M
DEVICE_SM-A510M Build/MMB29K,mobile,SM-A510M Build/MMB29K
DEVICE_LG-D725,mobile,LG-D725
DEVICE_LGLS770,mobile,LGLS770
DEVICE_Moto E (4) Build/NDQS26.69-23-2-3,mobile,Moto E (4) Build/NDQS26.69-23-2-3
DEVICE_SAMSUNG SM-G920T Build/NRD90M,mobile,SAMSUNG SM-G920T Build/NRD90M
DEVICE_SM-T280 Build/LMY47V,mobile,SM-T280 Build/LMY47V
DEVICE_LG-M153 Build/MXB48T,mobile,LG-M153 Build/MXB48T
DEVICE_SM-G935V,mobile,SM-G935V
DEVICE_SM-G930W8 Build/NRD90M,mobile,SM-G930W8 Build/NRD90M
DEVICE_SM-A510F Build/NRD90M,mobile,SM-A510F Build/NRD90M
DEVICE_LGLS990,mobile,LGLS990
DEVICE_Z837VL,mobile,Z837VL
DEVICE_HUAWEI G7-L03 Build/HuaweiG7-L03,mobile,HUAWEI G7-L03 Build/HuaweiG7-L03
DEVICE_hp2015,desktop,hp2015
DEVICE_LG-K550 Build/NRD90U,mobile,LG-K550 Build/NRD90U
DEVICE_F3313 Build/37.0.A.2.108,mobile,F3313 Build/37.0.A.2.108
DEVICE_XT1580,mobile,XT1580
DEVICE_VS820,mobile,VS820
DEVICE_SM-N910T Build/MMB29M,mobile,SM-N910T Build/MMB29M
DEVICE_Redmi 4X Build/N2G47H,mobile,Redmi 4X Build/N2G47H
DEVICE_SAMSUNG SM-N920T Build/NRD90M,mobile,SAMSUNG SM-N920T Build/NRD90M
DEVICE_Moto X Play Build/NPD26.48-24-1,mobile,Moto X Play Build/NPD26.48-24-1
DEVICE_SM-N900W8 Build/LRX21V,mobile,SM-N900W8 Build/LRX21V
DEVICE_SM-T230NU Build/KOT49H,mobile,SM-T230NU Build/KOT49H
DEVICE_LGMS550 Build/MXB48T,mobile,LGMS550 Build/MXB48T
DEVICE_verykoolS5019,mobile,verykoolS5019
DEVICE_LG-LS997 Build/NRD90M,mobile,LG-LS997 Build/NRD90M
DEVICE_4027A Build/KOT49H,mobile,4027A Build/KOT49H
DEVICE_SAMSUNG SM-G850F/G850FXXS2CQD9 Build/LRX22G,mobile,SAMSUNG SM-G850F/G850FXXS2CQD9 Build/LRX22G
DEVICE_G3123 Build/40.0.A.6.135,mobile,G3123 Build/40.0.A.6.135
DEVICE_C6743 Build/LMY47V,mobile,C6743 Build/LMY47V
DEVICE_ZTE,mobile,ZTE
DEVICE_Redmi,mobile,Redmi
DEVICE_HTC One Build/LRX22G,mobile,HTC One Build/LRX22G
DEVICE_SM-G935W8,mobile,SM-G935W8
DEVICE_SAMSUNG-SM-J320A Build/MMB29K,mobile,SAMSUNG-SM-J320A Build/MMB29K
DEVICE_HUAWEI CAN-L01 Build/HUAWEICAN-L01,mobile,HUAWEI CAN-L01 Build/HUAWEICAN-L01
DEVICE_SAMSUNG SM-G935P Build/NRD90M,mobile,SAMSUNG SM-G935P Build/NRD90M
DEVICE_Moto E (4) Build/NCQ26.69-56,mobile,Moto E (4) Build/NCQ26.69-56
DEVICE_SM-J700T1 Build/NMF26X,mobile,SM-J700T1 Build/NMF26X
DEVICE_Z835 Build/NMF26V,mobile,Z835 Build/NMF26V
DEVICE_en-us,mobile,en-us
DEVICE_SM-T237P,mobile,SM-T237P
DEVICE_SM-S320VL,mobile,SM-S320VL
DEVICE_SM-G900I,mobile,SM-G900I
DEVICE_LG-K373,mobile,LG-K373
DEVICE_SM-T820 Build/NRD90M,mobile,SM-T820 Build/NRD90M
DEVICE_SM-T813 Build/NRD90M,mobile,SM-T813 Build/NRD90M
DEVICE_LG-D693n Build/KOT49I.V10a,mobile,LG-D693n Build/KOT49I.V10a
DEVICE_LG-LS993 Build/NRD90U,mobile,LG-LS993 Build/NRD90U
DEVICE_SAMSUNG SM-J700M Build/LMY48B,mobile,SAMSUNG SM-J700M Build/LMY48B
DEVICE_SAMSUNG SM-G903F Build/MMB29K,mobile,SAMSUNG SM-G903F Build/MMB29K
DEVICE_XT1563 Build/MPDS24.107-52-5,mobile,XT1563 Build/MPDS24.107-52-5
DEVICE_SM-J100MU,mobile,SM-J100MU
DEVICE_E6833,mobile,E6833
DEVICE_SAMSUNG-SM-G900A Build/MMB29M,mobile,SAMSUNG-SM-G900A Build/MMB29M
DEVICE_5010G Build/MRA58K,mobile,5010G Build/MRA58K
DEVICE_rv:39.0,desktop,rv:39.0
DEVICE_SM-G920T1,mobile,SM-G920T1
DEVICE_H1711 Build/HUAWEIH1711,mobile,H1711 Build/HUAWEIH1711
DEVICE_LG-V930,mobile,LG-V930
DEVICE_SM-N920V,mobile,SM-N920V
DEVICE_BBB100-3,mobile,BBB100-3
DEVICE_Z982 Build/NMF26V,mobile,Z982 Build/NMF26V
DEVICE_SM-G920V,mobile,SM-G920V
DEVICE_SAMSUNG-SM-G925A Build/NRD90M,mobile,SAMSUNG-SM-G925A Build/NRD90M
DEVICE_Hisense U963 Build/MRA58K,mobile,Hisense U963 Build/MRA58K
DEVICE_Redmi Note 3 Build/MMB29M,mobile,Redmi Note 3 Build/MMB29M
DEVICE_SM-A520F Build/MMB29K,mobile,SM-A520F Build/MMB29K
DEVICE_SLA-L03 Build/HUAWEISLA-L03,mobile,SLA-L03 Build/HUAWEISLA-L03
DEVICE_SAMSUNG SM-N920A Build/NRD90M,mobile,SAMSUNG SM-N920A Build/NRD90M
DEVICE_SM-A500H,mobile,SM-A500H
DEVICE_CRO-L03 Build/HUAWEICRO-L03,mobile,CRO-L03 Build/HUAWEICRO-L03
DEVICE_Moto C Plus Build/NRD90M.05.034,mobile,Moto C Plus Build/NRD90M.05.034
DEVICE_Hisense F23 Build/NRD90M,mobile,Hisense F23 Build/NRD90M
DEVICE_SM-T800 Build/MMB29K,mobile,SM-T800 Build/MMB29K
DEVICE_8050G Build/LMY47I,mobile,8050G Build/LMY47I
DEVICE_SM-J700T Build/NMF26X,mobile,SM-J700T Build/NMF26X
DEVICE_moto x4 Build/NPW26.83-18-2-0-4,mobile,moto x4 Build/NPW26.83-18-2-0-4
DEVICE_rv:31.0,desktop,rv:31.0
DEVICE_SM-T337V,mobile,SM-T337V
DEVICE_SM-G920W8,mobile,SM-G920W8
DEVICE_BLADE V7 Build/MRA58K,mobile,BLADE V7 Build/MRA58K
DEVICE_Ilium X210 Build/LMY47I,mobile,Ilium X210 Build/LMY47I
DEVICE_SM-N950F Build/NMF26X,mobile,SM-N950F Build/NMF26X
DEVICE_Blade,mobile,Blade
DEVICE_XT1635-02,mobile,XT1635-02
DEVICE_LG-V521,mobile,LG-V521
DEVICE_5056A Build/MMB29M,mobile,5056A Build/MMB29M
DEVICE_Blade A510 Build/MRA58K,mobile,Blade A510 Build/MRA58K
DEVICE_Hisense L675 PRO Build/NRD90M,mobile,Hisense L675 PRO Build/NRD90M
DEVICE_SM-N900T,mobile,SM-N900T
DEVICE_SAMSUNG SM-G925P Build/NRD90M,mobile,SAMSUNG SM-G925P Build/NRD90M
DEVICE_SAMSUNG SM-J700T Build/NMF26X,mobile,SAMSUNG SM-J700T Build/NMF26X
DEVICE_F3113 Build/33.2.A.3.81,mobile,F3113 Build/33.2.A.3.81
DEVICE_E6810 Build/5.320VZ.03.r,mobile,E6810 Build/5.320VZ.03.r
DEVICE_HTC One_M8 Build/MRA58K,mobile,HTC One_M8 Build/MRA58K
DEVICE_XT1055,mobile,XT1055
DEVICE_Ilium X510 Build/MRA58K,mobile,Ilium X510 Build/MRA58K
DEVICE_XT1008 Build/LPBS23.13-56-2,mobile,XT1008 Build/LPBS23.13-56-2
DEVICE_LGUS215 Build/NRD90U,mobile,LGUS215 Build/NRD90U
DEVICE_SAMSUNG-SM-G890A Build/MMB29K,mobile,SAMSUNG-SM-G890A Build/MMB29K
DEVICE_SM-J327T1 Build/NRD90M,mobile,SM-J327T1 Build/NRD90M
DEVICE_SM-T377V,mobile,SM-T377V
DEVICE_Lenovo TB-X103F Build/LenovoTB-X103F,mobile,Lenovo TB-X103F Build/LenovoTB-X103F
DEVICE_SAMSUNG-SM-G890A,mobile,SAMSUNG-SM-G890A
DEVICE_LG-M430 Build/NRD90U,mobile,LG-M430 Build/NRD90U
DEVICE_XT1060,mobile,XT1060
DEVICE_SAMSUNG SM-N920P Build/NRD90M,mobile,SAMSUNG SM-N920P Build/NRD90M
DEVICE_SAMSUNG-SM-G920A Build/NRD90M,mobile,SAMSUNG-SM-G920A Build/NRD90M
DEVICE_F5121 Build/34.3.A.0.238,mobile,F5121 Build/34.3.A.0.238
DEVICE_SM-G920F Build/MMB29K,mobile,SM-G920F Build/MMB29K
DEVICE_SM-J530GM Build/NRD90M,mobile,SM-J530GM Build/NRD90M
DEVICE_HELIO,mobile,HELIO
DEVICE_XT1528,mobile,XT1528
DEVICE_SAMSUNG SM-N950U1 Build/NMF26X,mobile,SAMSUNG SM-N950U1 Build/NMF26X
DEVICE_SAMSUNG SM-G925F Build/NRD90M,mobile,SAMSUNG SM-G925F Build/NRD90M
DEVICE_NXA116QC164,mobile,NXA116QC164
DEVICE_SM-S820L,mobile,SM-S820L
DEVICE_SM-N950W,mobile,SM-N950W
DEVICE_XT1032 Build/LPBS23.13-57-2,mobile,XT1032 Build/LPBS23.13-57-2
DEVICE_rv:53.0,desktop,rv:53.0
DEVICE_Moto G (4) Build/NPJ25.93-14,mobile,Moto G (4) Build/NPJ25.93-14
DEVICE_E2306 Build/26.1.A.3.111,mobile,E2306 Build/26.1.A.3.111
DEVICE_SM-G360M,mobile,SM-G360M
DEVICE_SM-J500M Build/MMB29M,mobile,SM-J500M Build/MMB29M
DEVICE_XT1064,mobile,XT1064
DEVICE_BLADE A520 Build/NRD90M,mobile,BLADE A520 Build/NRD90M
DEVICE_XT1575,mobile,XT1575
DEVICE_Android 7.0,mobile,Android 7.0
DEVICE_rv:46.0,desktop,rv:46.0
DEVICE_REVVLPLUS,mobile,REVVLPLUS
DEVICE_SM-G530P,mobile,SM-G530P
DEVICE_SM-J320FN Build/LMY47V,mobile,SM-J320FN Build/LMY47V
DEVICE_LG-M327 Build/NRD90U,mobile,LG-M327 Build/NRD90U
DEVICE_SM-G955U1 Build/NRD90M,mobile,SM-G955U1 Build/NRD90M
DEVICE_PSPC550 Build/LMY47D,mobile,PSPC550 Build/LMY47D
DEVICE_XT1563,mobile,XT1563
DEVICE_STV100-3,mobile,STV100-3
DEVICE_SM-A320Y,mobile,SM-A320Y
DEVICE_HTC6545LVW,mobile,HTC6545LVW
DEVICE_SM-N900T Build/LRX21V,mobile,SM-N900T Build/LRX21V
DEVICE_SM-S902L,mobile,SM-S902L
DEVICE_PH-1,mobile,PH-1
DEVICE_LG-H850,mobile,LG-H850
DEVICE_D6708,mobile,D6708
DEVICE_MotoG3-TE Build/MPDS24.65-33-1-30,mobile,MotoG3-TE Build/MPDS24.65-33-1-30
DEVICE_ASUS_Z00ED,mobile,ASUS_Z00ED
DEVICE_BLADE L7 Build/MRA58K,mobile,BLADE L7 Build/MRA58K
DEVICE_Nexus 5 Build/M4B30Z,mobile,Nexus 5 Build/M4B30Z
DEVICE_SAMSUNG SM-G920F Build/NRD90M,mobile,SAMSUNG SM-G920F Build/NRD90M
DEVICE_XT1609 Build/MPIS24.241-2.35-1-17,mobile,XT1609 Build/MPIS24.241-2.35-1-17
DEVICE_XT1563 Build/MPD24.107-52,mobile,XT1563 Build/MPD24.107-52
DEVICE_KFSUWI Build/LVY48F,mobile,KFSUWI Build/LVY48F
DEVICE_LG-H631,mobile,LG-H631
DEVICE_rv:35.0,desktop,rv:35.0
DEVICE_KFMEWI,mobile,KFMEWI
DEVICE_Nexus 6P Build/OPR5.170623.014,mobile,Nexus 6P Build/OPR5.170623.014
DEVICE_Le X520 Build/IEXCNFN5902303111S,mobile,Le X520 Build/IEXCNFN5902303111S
DEVICE_NOKIA,mobile,NOKIA
DEVICE_SM-P900,mobile,SM-P900
DEVICE_A3_mini,mobile,A3_mini
DEVICE_Moto G (5) Build/NPP25.137-38,mobile,Moto G (5) Build/NPP25.137-38
DEVICE_SAMSUNG-SM-G890A Build/NRD90M,mobile,SAMSUNG-SM-G890A Build/NRD90M
DEVICE_SM-N9005 Build/LRX21V,mobile,SM-N9005 Build/LRX21V
DEVICE_SAMSUNG-SM-T537A,mobile,SAMSUNG-SM-T537A
DEVICE_Blade L2 Plus Build/KOT49H,mobile,Blade L2 Plus Build/KOT49H
DEVICE_LGL62VL,mobile,LGL62VL
DEVICE_SM-N910C Build/MMB29K,mobile,SM-N910C Build/MMB29K
DEVICE_LG-V496,mobile,LG-V496
DEVICE_SM-G928T Build/NRD90M,mobile,SM-G928T Build/NRD90M
DEVICE_P027,mobile,P027
DEVICE_Turbo C5 Build/LMY47I,mobile,Turbo C5 Build/LMY47I
DEVICE_LG-H900/H90022b,mobile,LG-H900/H90022b
DEVICE_LG-H830 Build/NRD90U,mobile,LG-H830 Build/NRD90U
DEVICE_SAMSUNG SM-G570M Build/MMB29K,mobile,SAMSUNG SM-G570M Build/MMB29K
DEVICE_WOW64,desktop,WOW64
DEVICE_SAMSUNG SM-J327P Build/MMB29M,mobile,SAMSUNG SM-J327P Build/MMB29M
DEVICE_ONE TOUCH 4016A Build/JDQ39,mobile,ONE TOUCH 4016A Build/JDQ39
DEVICE_HUAWEI Y560-L03 Build/HUAWEIY560-L03,mobile,HUAWEI Y560-L03 Build/HUAWEIY560-L03
DEVICE_P00C,mobile,P00C
DEVICE_VS986 Build/MRA58K,mobile,VS986 Build/MRA58K
DEVICE_SM-A310F Build/MMB29K,mobile,SM-A310F Build/MMB29K
DEVICE_Moto G (4) Build/NPJS25.93-14-8,mobile,Moto G (4) Build/NPJS25.93-14-8
DEVICE_2PYB2,mobile,2PYB2
DEVICE_SAMSUNG SM-J327T1 Build/NRD90M,mobile,SAMSUNG SM-J327T1 Build/NRD90M
DEVICE_Android 5.1.1,mobile,Android 5.1.1
DEVICE_ME173X,mobile,ME173X
DEVICE_C2104,mobile,C2104
DEVICE_XT1033,mobile,XT1033
DEVICE_R1,mobile,R1
DEVICE_HP,mobile,HP
DEVICE_VS990 Build/MRA58K,mobile,VS990 Build/MRA58K
DEVICE_TA-1038 Build/NMF26O,mobile,TA-1038 Build/NMF26O
DEVICE_SAMSUNG-SM-G928A Build/NRD90M,mobile,SAMSUNG-SM-G928A Build/NRD90M
DEVICE_E5803 Build/32.4.A.1.54,mobile,E5803 Build/32.4.A.1.54
DEVICE_AX820 Build/MRA58K,mobile,AX820 Build/MRA58K
DEVICE_moto x4 Build/NPW26.83-42,mobile,moto x4 Build/NPW26.83-42
