transaction_id,card_id
3146019,CARD_17830
3146020,CARD_13617
3146021,CARD_19245
3146022,CARD_12932
3146023,CARD_18755
3146024,CARD_14670
3146025,CARD_16839
3146026,CARD_18548
3146027,CARD_17830
3146028,CARD_17503
3146029,CARD_17704
3146030,CARD_11324
3146031,CARD_19245
3146032,CARD_12023
3146033,CARD_21745
3146034,CARD_15058
3146035,CARD_23349
3146036,CARD_23208
3146037,CARD_13191
3146038,CARD_17537
3146039,CARD_20873
3146040,CARD_20490
3146041,CARD_17736
3146042,CARD_22351
3146043,CARD_10801
3146044,CARD_10973
3146045,CARD_10769
3146046,CARD_16182
3146047,CARD_13169
3146048,CARD_10025
3146049,CARD_15058
3146050,CARD_16831
3146051,CARD_11324
3146052,CARD_12023
3146053,CARD_22914
3146054,CARD_13648
3146055,CARD_22357
3146056,CARD_12786
3146057,CARD_12563
3146058,CARD_18135
3146059,CARD_14707
3146060,CARD_12294
3146061,CARD_13382
3146062,CARD_18228
3146063,CARD_18558
3146064,CARD_14174
3146065,CARD_23319
3146066,CARD_10861
3146067,CARD_18355
3146068,CARD_14967
3146069,CARD_20806
3146070,CARD_22914
3146071,CARD_21788
3146072,CARD_12450
3146073,CARD_13266
3146074,CARD_22914
3146075,CARD_12848
3146076,CARD_20951
3146077,CARD_15058
3146078,CARD_22984
3146079,CARD_21775
3146080,CARD_19718
3146081,CARD_21477
3146082,CARD_12505
3146083,CARD_12848
3146084,CARD_17011
3146085,CARD_22436
3146086,CARD_15058
3146087,CARD_15058
3146088,CARD_15065
3146089,CARD_19549
3146090,CARD_17830
3146091,CARD_17106
3146092,CARD_19248
3146093,CARD_23024
3146094,CARD_12531
3146095,CARD_11104
3146096,CARD_21826
3146097,CARD_17555
3146098,CARD_22914
3146099,CARD_14332
3146100,CARD_19248
3146101,CARD_23202
3146102,CARD_14334
3146103,CARD_15654
3146104,CARD_16213
3146105,CARD_16435
3146106,CARD_12425
3146107,CARD_11324
3146108,CARD_16301
3146109,CARD_23208
3146110,CARD_10963
3146111,CARD_19691
3146112,CARD_15910
3146113,CARD_14135
3146114,CARD_20806
3146115,CARD_19407
3146116,CARD_23199
3146117,CARD_18652
3146118,CARD_22224
3146119,CARD_15846
3146120,CARD_20806
3146121,CARD_13027
3146122,CARD_23232
3146123,CARD_19718
3146124,CARD_22914
3146125,CARD_22914
3146126,CARD_19802
3146127,CARD_22914
3146128,CARD_21689
3146129,CARD_13415
3146130,CARD_21452
3146131,CARD_23024
3146132,CARD_17904
3146133,CARD_22756
3146134,CARD_10861
3146135,CARD_13027
3146136,CARD_13496
3146137,CARD_23483
3146138,CARD_16482
3146139,CARD_13073
3146140,CARD_19407
3146141,CARD_16488
3146142,CARD_10111
3146143,CARD_14332
3146144,CARD_15068
3146145,CARD_19248
3146146,CARD_18652
3146147,CARD_21689
3146148,CARD_19787
3146149,CARD_16301
3146150,CARD_22511
3146151,CARD_19248
3146152,CARD_16435
3146153,CARD_19468
3146154,CARD_21689
3146155,CARD_14717
3146156,CARD_13617
3146157,CARD_23449
3146158,CARD_13027
3146159,CARD_21363
3146160,CARD_17847
3146161,CARD_20873
3146162,CARD_16435
3146163,CARD_22914
3146164,CARD_19468
3146165,CARD_22333
3146166,CARD_22848
3146167,CARD_23208
3146168,CARD_23319
3146169,CARD_17797
3146170,CARD_23511
3146171,CARD_12144
3146172,CARD_18831
3146173,CARD_21689
3146174,CARD_17830
3146175,CARD_16800
3146176,CARD_16435
3146177,CARD_23208
3146178,CARD_12531
3146179,CARD_11371
3146180,CARD_18652
3146181,CARD_21477
3146182,CARD_11418
3146183,CARD_12531
3146184,CARD_22914
3146185,CARD_22461
3146186,CARD_16922
3146187,CARD_22914
3146188,CARD_21788
3146189,CARD_17169
3146190,CARD_23494
3146191,CARD_20806
3146192,CARD_16441
3146193,CARD_19676
3146194,CARD_22077
3146195,CARD_14201
3146196,CARD_14670
3146197,CARD_17499
3146198,CARD_22819
3146199,CARD_17801
3146200,CARD_18358
3146201,CARD_23162
3146202,CARD_20490
3146203,CARD_17011
3146204,CARD_18494
3146205,CARD_13789
3146206,CARD_16362
3146207,CARD_20512
3146208,CARD_22511
3146209,CARD_11470
3146210,CARD_19749
3146211,CARD_20155
3146212,CARD_22914
3146213,CARD_19407
3146214,CARD_21689
3146215,CARD_11638
3146216,CARD_16435
3146217,CARD_13937
3146218,CARD_16435
3146219,CARD_18167
3146220,CARD_17537
3146221,CARD_20512
3146222,CARD_19468
3146223,CARD_19248
3146224,CARD_16107
3146225,CARD_13027
3146226,CARD_20503
3146227,CARD_14201
3146228,CARD_15343
3146229,CARD_19879
3146230,CARD_22006
3146231,CARD_14517
3146232,CARD_16435
3146233,CARD_14518
3146234,CARD_19468
3146235,CARD_18203
3146236,CARD_11337
3146237,CARD_17503
3146238,CARD_22914
3146239,CARD_20853
3146240,CARD_16800
3146241,CARD_19407
3146242,CARD_17704
3146243,CARD_16435
3146244,CARD_20637
3146245,CARD_11049
3146246,CARD_11104
3146247,CARD_11049
3146248,CARD_11672
3146249,CARD_16903
3146250,CARD_21477
3146251,CARD_16867
3146252,CARD_21477
3146253,CARD_14090
3146254,CARD_16321
3146255,CARD_19802
3146256,CARD_14875
3146257,CARD_21380
3146258,CARD_22470
3146259,CARD_14438
3146260,CARD_21361
3146261,CARD_13027
3146262,CARD_10375
3146263,CARD_18203
3146264,CARD_20031
3146265,CARD_10612
3146266,CARD_15770
3146267,CARD_23476
3146268,CARD_17801
3146269,CARD_22914
3146270,CARD_12100
3146271,CARD_18358
3146272,CARD_19468
3146273,CARD_14670
3146274,CARD_20806
3146275,CARD_11539
3146276,CARD_10801
3146277,CARD_12153
3146278,CARD_22607
3146279,CARD_22914
3146280,CARD_15916
3146281,CARD_22006
3146282,CARD_22914
3146283,CARD_15663
3146284,CARD_22006
3146285,CARD_15897
3146286,CARD_13786
3146287,CARD_13027
3146288,CARD_16512
3146289,CARD_12762
3146290,CARD_10801
3146291,CARD_21788
3146292,CARD_21363
3146293,CARD_20806
3146294,CARD_12292
3146295,CARD_13610
3146296,CARD_16867
3146297,CARD_22914
3146298,CARD_11371
3146299,CARD_19787
3146300,CARD_16535
3146301,CARD_20853
3146302,CARD_22533
3146303,CARD_13610
3146304,CARD_13266
3146305,CARD_13878
3146306,CARD_20008
3146307,CARD_17784
3146308,CARD_16535
3146309,CARD_23208
3146310,CARD_17503
3146311,CARD_12040
3146312,CARD_17830
3146313,CARD_22366
3146314,CARD_17503
3146315,CARD_19473
3146316,CARD_13545
3146317,CARD_23029
3146318,CARD_23319
3146319,CARD_16800
3146320,CARD_16867
3146321,CARD_14089
3146322,CARD_14174
3146323,CARD_19430
3146324,CARD_15058
3146325,CARD_12097
3146326,CARD_18494
3146327,CARD_21477
3146328,CARD_21363
3146329,CARD_18266
3146330,CARD_15868
3146331,CARD_12628
3146332,CARD_17830
3146333,CARD_11535
3146334,CARD_13864
3146335,CARD_12346
3146336,CARD_17784
3146337,CARD_21363
3146338,CARD_23330
3146339,CARD_20493
3146340,CARD_15058
3146341,CARD_22914
3146342,CARD_22756
3146343,CARD_10468
3146344,CARD_22333
3146345,CARD_14856
3146346,CARD_17503
3146347,CARD_19468
3146348,CARD_19248
3146349,CARD_22333
3146350,CARD_20475
3146351,CARD_22914
3146352,CARD_19187
3146353,CARD_23232
3146354,CARD_15876
3146355,CARD_22366
3146356,CARD_21089
3146357,CARD_22333
3146358,CARD_11535
3146359,CARD_19144
3146360,CARD_12040
3146361,CARD_23070
3146362,CARD_19468
3146363,CARD_14562
3146364,CARD_21363
3146365,CARD_21788
3146366,CARD_22914
3146367,CARD_22914
3146368,CARD_21477
3146369,CARD_16300
3146370,CARD_22914
3146371,CARD_11260
3146372,CARD_10777
3146373,CARD_23232
3146374,CARD_21775
3146375,CARD_21463
3146376,CARD_17256
3146377,CARD_10533
3146378,CARD_18219
3146379,CARD_12563
3146380,CARD_21477
3146381,CARD_19468
3146382,CARD_16947
3146383,CARD_23208
3146384,CARD_19233
3146385,CARD_13811
3146386,CARD_15702
3146387,CARD_22914
3146388,CARD_13978
3146389,CARD_17830
3146390,CARD_20155
3146391,CARD_23029
3146392,CARD_11337
3146393,CARD_22298
3146394,CARD_16800
3146395,CARD_13095
3146396,CARD_12357
3146397,CARD_19248
3146398,CARD_15702
3146399,CARD_19802
3146400,CARD_17784
3146401,CARD_17071
3146402,CARD_17704
3146403,CARD_22426
3146404,CARD_11324
3146405,CARD_12350
3146406,CARD_17930
3146407,CARD_18442
3146408,CARD_16435
3146409,CARD_22533
3146410,CARD_20512
3146411,CARD_18116
3146412,CARD_22914
3146413,CARD_10938
3146414,CARD_18129
3146415,CARD_19787
3146416,CARD_23070
3146417,CARD_14121
3146418,CARD_15986
3146419,CARD_16300
3146420,CARD_15326
3146421,CARD_22640
3146422,CARD_14332
3146423,CARD_11494
3146424,CARD_10801
3146425,CARD_20935
3146426,CARD_21363
3146427,CARD_21105
3146428,CARD_16429
3146429,CARD_21518
3146430,CARD_13228
3146431,CARD_18363
3146432,CARD_22461
3146433,CARD_21477
3146434,CARD_10098
3146435,CARD_23029
3146436,CARD_10881
3146437,CARD_21040
3146438,CARD_21363
3146439,CARD_19825
3146440,CARD_16744
3146441,CARD_23029
3146442,CARD_15326
3146443,CARD_17830
3146444,CARD_20838
3146445,CARD_16987
3146446,CARD_10938
3146447,CARD_21477
3146448,CARD_18755
3146449,CARD_18898
3146450,CARD_19526
3146451,CARD_17784
3146452,CARD_11171
3146453,CARD_23124
3146454,CARD_13228
3146455,CARD_18352
3146456,CARD_21703
3146457,CARD_16109
3146458,CARD_17511
3146459,CARD_22344
3146460,CARD_12100
3146461,CARD_20806
3146462,CARD_20838
3146463,CARD_15913
3146464,CARD_19430
3146465,CARD_15741
3146466,CARD_22778
3146467,CARD_22963
3146468,CARD_10288
3146469,CARD_10860
3146470,CARD_18441
3146471,CARD_19407
3146472,CARD_21477
3146473,CARD_18129
3146474,CARD_22914
3146475,CARD_19281
3146476,CARD_16535
3146477,CARD_11324
3146478,CARD_20270
3146479,CARD_13422
3146480,CARD_21738
3146481,CARD_21429
3146482,CARD_23089
3146483,CARD_21463
3146484,CARD_22843
3146485,CARD_10660
3146486,CARD_21477
3146487,CARD_15485
3146488,CARD_17019
3146489,CARD_18167
3146490,CARD_21477
3146491,CARD_13228
3146492,CARD_21775
3146493,CARD_18278
3146494,CARD_16435
3146495,CARD_21477
3146496,CARD_13888
3146497,CARD_20760
3146498,CARD_22186
3146499,CARD_21363
3146500,CARD_17805
3146501,CARD_17830
3146502,CARD_21037
3146503,CARD_20694
3146504,CARD_16535
3146505,CARD_11260
3146506,CARD_14644
3146507,CARD_21477
3146508,CARD_21477
3146509,CARD_11104
3146510,CARD_15588
3146511,CARD_10288
3146512,CARD_21017
3146513,CARD_17011
3146514,CARD_12043
3146515,CARD_23029
3146516,CARD_13545
3146517,CARD_12820
3146518,CARD_22756
3146519,CARD_19802
3146520,CARD_22843
3146521,CARD_15478
3146522,CARD_22914
3146523,CARD_16925
3146524,CARD_10771
3146525,CARD_17830
3146526,CARD_16488
3146527,CARD_13610
3146528,CARD_11260
3146529,CARD_10709
3146530,CARD_15058
3146531,CARD_12286
3146532,CARD_22413
3146533,CARD_22914
3146534,CARD_14332
3146535,CARD_16301
3146536,CARD_21359
3146537,CARD_15663
3146538,CARD_21363
3146539,CARD_18755
3146540,CARD_21452
3146541,CARD_16435
3146542,CARD_14718
3146543,CARD_21477
3146544,CARD_17275
3146545,CARD_16415
3146546,CARD_22413
3146547,CARD_15004
3146548,CARD_14730
3146549,CARD_19787
3146550,CARD_12563
3146551,CARD_12450
3146552,CARD_22666
3146553,CARD_18494
3146554,CARD_21477
3146555,CARD_15083
3146556,CARD_12943
3146557,CARD_18808
3146558,CARD_22369
3146559,CARD_12450
3146560,CARD_16109
3146561,CARD_21531
3146562,CARD_19027
3146563,CARD_16415
3146564,CARD_17718
3146565,CARD_22914
3146566,CARD_21363
3146567,CARD_21477
3146568,CARD_18442
3146569,CARD_11751
3146570,CARD_11324
3146571,CARD_17499
3146572,CARD_21359
3146573,CARD_13617
3146574,CARD_13191
3146575,CARD_21689
3146576,CARD_21803
3146577,CARD_17156
3146578,CARD_12040
3146579,CARD_19526
3146580,CARD_16435
3146581,CARD_12209
3146582,CARD_12947
3146583,CARD_12286
3146584,CARD_13742
3146585,CARD_11735
3146586,CARD_22900
3146587,CARD_21407
3146588,CARD_23353
3146589,CARD_20853
3146590,CARD_12403
3146591,CARD_21788
3146592,CARD_18650
3146593,CARD_15910
3146594,CARD_12040
3146595,CARD_15004
3146596,CARD_15913
3146597,CARD_19699
3146598,CARD_22914
3146599,CARD_21775
3146600,CARD_13432
3146601,CARD_10468
3146602,CARD_14670
3146603,CARD_22914
3146604,CARD_19248
3146605,CARD_15442
3146606,CARD_19699
3146607,CARD_14670
3146608,CARD_22914
3146609,CARD_12226
3146610,CARD_13539
3146611,CARD_19967
3146612,CARD_11646
3146613,CARD_13343
3146614,CARD_12556
3146615,CARD_13688
3146616,CARD_23394
3146617,CARD_15663
3146618,CARD_23029
3146619,CARD_21477
3146620,CARD_14718
3146621,CARD_20020
3146622,CARD_19410
3146623,CARD_13100
3146624,CARD_15810
3146625,CARD_12357
3146626,CARD_17830
3146627,CARD_10777
3146628,CARD_22914
3146629,CARD_10012
3146630,CARD_15065
3146631,CARD_11779
3146632,CARD_12948
3146633,CARD_16300
3146634,CARD_15343
3146635,CARD_21513
3146636,CARD_10801
3146637,CARD_10288
3146638,CARD_20868
3146639,CARD_12948
3146640,CARD_18652
3146641,CARD_13287
3146642,CARD_23029
3146643,CARD_22404
3146644,CARD_19281
3146645,CARD_10800
3146646,CARD_13698
3146647,CARD_12337
3146648,CARD_22914
3146649,CARD_21573
3146650,CARD_21588
3146651,CARD_15290
3146652,CARD_23029
3146653,CARD_22914
3146654,CARD_14718
3146655,CARD_13887
3146656,CARD_13507
3146657,CARD_20868
3146658,CARD_12786
3146659,CARD_18494
3146660,CARD_11535
3146661,CARD_12852
3146662,CARD_21363
3146663,CARD_19787
3146664,CARD_11260
3146665,CARD_22006
3146666,CARD_22044
3146667,CARD_21418
3146668,CARD_17503
3146669,CARD_11104
3146670,CARD_23253
3146671,CARD_23208
3146672,CARD_18652
3146673,CARD_17011
3146674,CARD_10231
3146675,CARD_20868
3146676,CARD_16857
3146677,CARD_16511
3146678,CARD_20020
3146679,CARD_14201
3146680,CARD_23208
3146681,CARD_15916
3146682,CARD_12357
3146683,CARD_21477
3146684,CARD_16577
3146685,CARD_16535
3146686,CARD_23511
3146687,CARD_19468
3146688,CARD_15906
3146689,CARD_21703
3146690,CARD_11324
3146691,CARD_16435
3146692,CARD_10800
3146693,CARD_13698
3146694,CARD_21588
3146695,CARD_13729
3146696,CARD_14670
3146697,CARD_17499
3146698,CARD_23208
3146699,CARD_16301
3146700,CARD_18494
3146701,CARD_10533
3146702,CARD_19248
3146703,CARD_21788
3146704,CARD_15058
3146705,CARD_11904
3146706,CARD_12563
3146707,CARD_14718
3146708,CARD_20914
3146709,CARD_21363
3146710,CARD_18104
3146711,CARD_21595
3146712,CARD_14089
3146713,CARD_22914
3146714,CARD_22914
3146715,CARD_22374
3146716,CARD_10945
3146717,CARD_23319
3146718,CARD_16300
3146719,CARD_21924
3146720,CARD_23330
3146721,CARD_16511
3146722,CARD_18494
3146723,CARD_19549
3146724,CARD_22863
3146725,CARD_13698
3146726,CARD_23319
3146727,CARD_22914
3146728,CARD_18755
3146729,CARD_10602
3146730,CARD_21477
3146731,CARD_19631
3146732,CARD_13545
3146733,CARD_21703
3146734,CARD_14332
3146735,CARD_17583
3146736,CARD_22914
3146737,CARD_16290
3146738,CARD_16535
3146739,CARD_23319
3146740,CARD_11960
3146741,CARD_20921
3146742,CARD_22914
3146743,CARD_12091
3146744,CARD_12209
3146745,CARD_13216
3146746,CARD_11735
3146747,CARD_18494
3146748,CARD_23319
3146749,CARD_16475
3146750,CARD_19407
3146751,CARD_19468
3146752,CARD_18808
3146753,CARD_22374
3146754,CARD_18593
3146755,CARD_16800
3146756,CARD_20489
3146757,CARD_15868
3146758,CARD_22914
3146759,CARD_10301
3146760,CARD_22914
3146761,CARD_12040
3146762,CARD_11260
3146763,CARD_11070
3146764,CARD_22945
3146765,CARD_14171
3146766,CARD_12563
3146767,CARD_20390
3146768,CARD_21363
3146769,CARD_22914
3146770,CARD_11260
3146771,CARD_21826
3146772,CARD_22607
3146773,CARD_22914
3146774,CARD_19526
3146775,CARD_21662
3146776,CARD_22224
3146777,CARD_20400
3146778,CARD_20400
3146779,CARD_15507
3146780,CARD_12286
3146781,CARD_22369
3146782,CARD_22914
3146783,CARD_12548
3146784,CARD_22914
3146785,CARD_15928
3146786,CARD_16237
3146787,CARD_10709
3146788,CARD_13545
3146789,CARD_20008
3146790,CARD_21363
3146791,CARD_19473
3146792,CARD_15058
3146793,CARD_22224
3146794,CARD_19233
3146795,CARD_23319
3146796,CARD_12350
3146797,CARD_16775
3146798,CARD_19248
3146799,CARD_21689
3146800,CARD_15100
3146801,CARD_21788
3146802,CARD_14649
3146803,CARD_20218
3146804,CARD_23029
3146805,CARD_10907
3146806,CARD_17525
3146807,CARD_19248
3146808,CARD_11657
3146809,CARD_19248
3146810,CARD_19829
3146811,CARD_22692
3146812,CARD_19672
3146813,CARD_20586
3146814,CARD_16884
3146815,CARD_22843
3146816,CARD_11672
3146817,CARD_21477
3146818,CARD_18609
3146819,CARD_23319
3146820,CARD_18727
3146821,CARD_21363
3146822,CARD_22914
3146823,CARD_21363
3146824,CARD_15469
3146825,CARD_21477
3146826,CARD_20660
3146827,CARD_15450
3146828,CARD_12127
3146829,CARD_16435
3146830,CARD_20301
3146831,CARD_22914
3146832,CARD_19692
3146833,CARD_22535
3146834,CARD_22374
3146835,CARD_13971
3146836,CARD_14121
3146837,CARD_20098
3146838,CARD_22914
3146839,CARD_20490
3146840,CARD_14644
3146841,CARD_22914
3146842,CARD_22607
3146843,CARD_21910
3146844,CARD_14350
3146845,CARD_12286
3146846,CARD_17784
3146847,CARD_11250
3146848,CARD_11867
3146849,CARD_12525
3146850,CARD_19829
3146851,CARD_17499
3146852,CARD_20831
3146853,CARD_14856
3146854,CARD_15846
3146855,CARD_21477
3146856,CARD_15507
3146857,CARD_14028
3146858,CARD_16182
3146859,CARD_20301
3146860,CARD_23319
3146861,CARD_22914
3146862,CARD_23208
3146863,CARD_16482
3146864,CARD_22756
3146865,CARD_22640
3146866,CARD_16237
3146867,CARD_19672
3146868,CARD_16300
3146869,CARD_10963
3146870,CARD_20914
3146871,CARD_23070
3146872,CARD_20886
3146873,CARD_18652
3146874,CARD_16804
3146875,CARD_22333
3146876,CARD_13536
3146877,CARD_13556
3146878,CARD_19320
3146879,CARD_22917
3146880,CARD_18358
3146881,CARD_17129
3146882,CARD_20512
3146883,CARD_22914
3146884,CARD_16482
3146885,CARD_21017
3146886,CARD_22914
3146887,CARD_22533
3146888,CARD_16993
3146889,CARD_11324
3146890,CARD_11789
3146891,CARD_16435
3146892,CARD_12793
3146893,CARD_17830
3146894,CARD_17847
3146895,CARD_11981
3146896,CARD_15702
3146897,CARD_21662
3146898,CARD_14649
3146899,CARD_21754
3146900,CARD_19430
3146901,CARD_12040
3146902,CARD_22914
3146903,CARD_12848
3146904,CARD_16630
3146905,CARD_17847
3146906,CARD_14718
3146907,CARD_22902
3146908,CARD_11324
3146909,CARD_17784
3146910,CARD_10881
3146911,CARD_22900
3146912,CARD_19430
3146913,CARD_18441
3146914,CARD_20490
3146915,CARD_16527
3146916,CARD_18652
3146917,CARD_22584
3146918,CARD_21662
3146919,CARD_13216
3146920,CARD_21662
3146921,CARD_22242
3146922,CARD_17011
3146923,CARD_18727
3146924,CARD_20469
3146925,CARD_20806
3146926,CARD_18494
3146927,CARD_16301
3146928,CARD_21477
3146929,CARD_22876
3146930,CARD_12100
3146931,CARD_16214
3146932,CARD_21775
3146933,CARD_15810
3146934,CARD_23029
3146935,CARD_12209
3146936,CARD_22351
3146937,CARD_22843
3146938,CARD_12793
3146939,CARD_16182
3146940,CARD_21477
3146941,CARD_21662
3146942,CARD_20660
3146943,CARD_21363
3146944,CARD_13610
3146945,CARD_14667
3146946,CARD_15207
3146947,CARD_19468
3146948,CARD_10288
3146949,CARD_18167
3146950,CARD_15058
3146951,CARD_15058
3146952,CARD_16435
3146953,CARD_12015
3146954,CARD_12100
3146955,CARD_22914
3146956,CARD_10466
3146957,CARD_10443
3146958,CARD_11523
3146959,CARD_22405
3146960,CARD_22900
3146961,CARD_13169
3146962,CARD_21703
3146963,CARD_17011
3146964,CARD_16415
3146965,CARD_16213
3146966,CARD_19172
3146967,CARD_16300
3146968,CARD_16104
3146969,CARD_18652
3146970,CARD_15178
3146971,CARD_11324
3146972,CARD_19430
3146973,CARD_20068
3146974,CARD_15058
3146975,CARD_21452
3146976,CARD_21788
3146977,CARD_19648
3146978,CARD_15004
3146979,CARD_22902
3146980,CARD_19248
3146981,CARD_19187
3146982,CARD_17774
3146983,CARD_20837
3146984,CARD_22029
3146985,CARD_16301
3146986,CARD_11806
3146987,CARD_22756
3146988,CARD_18440
3146989,CARD_22006
3146990,CARD_15702
3146991,CARD_21363
3146992,CARD_19938
3146993,CARD_14518
3146994,CARD_15058
3146995,CARD_22405
3146996,CARD_18866
3146997,CARD_16429
3146998,CARD_17104
3146999,CARD_22914
3147000,CARD_12701
3147001,CARD_17784
3147002,CARD_21477
3147003,CARD_23380
3147004,CARD_22914
3147005,CARD_13556
3147006,CARD_20601
3147007,CARD_19248
3147008,CARD_22914
3147009,CARD_21477
3147010,CARD_21477
3147011,CARD_16214
3147012,CARD_18129
3147013,CARD_22766
3147014,CARD_15530
3147015,CARD_22902
3147016,CARD_21971
3147017,CARD_22914
3147018,CARD_10801
3147019,CARD_16301
3147020,CARD_11266
3147021,CARD_16435
3147022,CARD_22914
3147023,CARD_19787
3147024,CARD_10493
3147025,CARD_21477
3147026,CARD_20829
3147027,CARD_13151
3147028,CARD_22374
3147029,CARD_22914
3147030,CARD_18442
3147031,CARD_11630
3147032,CARD_11630
3147033,CARD_18140
3147034,CARD_17784
3147035,CARD_22914
3147036,CARD_12697
3147037,CARD_17096
3147038,CARD_17503
3147039,CARD_19430
3147040,CARD_18652
3147041,CARD_18632
3147042,CARD_14649
3147043,CARD_11630
3147044,CARD_20853
3147045,CARD_22914
3147046,CARD_22914
3147047,CARD_11494
3147048,CARD_19468
3147049,CARD_15921
3147050,CARD_13556
3147051,CARD_11266
3147052,CARD_19787
3147053,CARD_23063
3147054,CARD_23263
3147055,CARD_10963
3147056,CARD_16237
3147057,CARD_13314
3147058,CARD_10406
3147059,CARD_21971
3147060,CARD_22984
3147061,CARD_14107
3147062,CARD_22914
3147063,CARD_17419
3147064,CARD_15326
3147065,CARD_18652
3147066,CARD_11597
3147067,CARD_19367
3147068,CARD_19692
3147069,CARD_16535
3147070,CARD_12100
3147071,CARD_21105
3147072,CARD_12021
3147073,CARD_23521
3147074,CARD_17784
3147075,CARD_10556
3147076,CARD_16435
3147077,CARD_17503
3147078,CARD_19015
3147079,CARD_11371
3147080,CARD_12100
3147081,CARD_17874
3147082,CARD_23208
3147083,CARD_17801
3147084,CARD_12097
3147085,CARD_15058
3147086,CARD_13362
3147087,CARD_19682
3147088,CARD_12153
3147089,CARD_12378
3147090,CARD_21477
3147091,CARD_11266
3147092,CARD_22914
3147093,CARD_14195
3147094,CARD_21363
3147095,CARD_15326
3147096,CARD_16435
3147097,CARD_15343
3147098,CARD_19927
3147099,CARD_17784
3147100,CARD_11324
3147101,CARD_11829
3147102,CARD_19187
3147103,CARD_21363
3147104,CARD_16556
3147105,CARD_22914
3147106,CARD_21477
3147107,CARD_22914
3147108,CARD_19950
3147109,CARD_19648
3147110,CARD_21363
3147111,CARD_11520
3147112,CARD_21363
3147113,CARD_18831
3147114,CARD_22914
3147115,CARD_10709
3147116,CARD_11033
3147117,CARD_21788
3147118,CARD_13133
3147119,CARD_13338
3147120,CARD_20512
3147121,CARD_21363
3147122,CARD_22374
3147123,CARD_17032
3147124,CARD_20949
3147125,CARD_12732
3147126,CARD_22914
3147127,CARD_17169
3147128,CARD_22914
3147129,CARD_12563
3147130,CARD_23507
3147131,CARD_14174
3147132,CARD_11520
3147133,CARD_11462
3147134,CARD_22914
3147135,CARD_22405
3147136,CARD_16435
3147137,CARD_10493
3147138,CARD_14670
3147139,CARD_23208
3147140,CARD_22914
3147141,CARD_22405
3147142,CARD_16800
3147143,CARD_14718
3147144,CARD_16435
3147145,CARD_19407
3147146,CARD_23394
3147147,CARD_23063
3147148,CARD_16415
3147149,CARD_22980
3147150,CARD_12340
3147151,CARD_23208
3147152,CARD_23063
3147153,CARD_23507
3147154,CARD_21363
3147155,CARD_22224
3147156,CARD_12255
3147157,CARD_10111
3147158,CARD_10288
3147159,CARD_16435
3147160,CARD_15810
3147161,CARD_22914
3147162,CARD_11841
3147163,CARD_14670
3147164,CARD_21363
3147165,CARD_15068
3147166,CARD_14670
3147167,CARD_18995
3147168,CARD_12287
3147169,CARD_21158
3147170,CARD_20404
3147171,CARD_10740
3147172,CARD_22333
3147173,CARD_18135
3147174,CARD_23208
3147175,CARD_18167
3147176,CARD_18755
3147177,CARD_23507
3147178,CARD_19015
3147179,CARD_17930
3147180,CARD_20790
3147181,CARD_23507
3147182,CARD_10740
3147183,CARD_19950
3147184,CARD_17584
3147185,CARD_22405
3147186,CARD_20512
3147187,CARD_15810
3147188,CARD_23194
3147189,CARD_23507
3147190,CARD_15058
3147191,CARD_15810
3147192,CARD_21788
3147193,CARD_15207
3147194,CARD_15235
3147195,CARD_14003
3147196,CARD_20503
3147197,CARD_19468
3147198,CARD_19691
3147199,CARD_15058
3147200,CARD_16205
3147201,CARD_14626
3147202,CARD_22914
3147203,CARD_15058
3147204,CARD_16544
3147205,CARD_23507
3147206,CARD_22044
3147207,CARD_22224
3147208,CARD_10347
3147209,CARD_15810
3147210,CARD_15876
3147211,CARD_13191
3147212,CARD_19526
3147213,CARD_22044
3147214,CARD_22083
3147215,CARD_12450
3147216,CARD_17830
3147217,CARD_16109
3147218,CARD_10891
3147219,CARD_12563
3147220,CARD_17736
3147221,CARD_22220
3147222,CARD_10801
3147223,CARD_20838
3147224,CARD_18440
3147225,CARD_23063
3147226,CARD_23029
3147227,CARD_21977
3147228,CARD_22900
3147229,CARD_23194
3147230,CARD_22914
3147231,CARD_17708
3147232,CARD_12563
3147233,CARD_17618
3147234,CARD_12563
3147235,CARD_19787
3147236,CARD_16535
3147237,CARD_18363
3147238,CARD_12767
3147239,CARD_14354
3147240,CARD_18186
3147241,CARD_23517
3147242,CARD_11841
3147243,CARD_13505
3147244,CARD_23029
3147245,CARD_12317
3147246,CARD_18494
3147247,CARD_22914
3147248,CARD_19682
3147249,CARD_14790
3147250,CARD_15613
3147251,CARD_21174
3147252,CARD_11887
3147253,CARD_16800
3147254,CARD_19819
3147255,CARD_11266
3147256,CARD_10769
3147257,CARD_17104
3147258,CARD_13272
3147259,CARD_15422
3147260,CARD_21363
3147261,CARD_12371
3147262,CARD_12233
3147263,CARD_17878
3147264,CARD_17830
3147265,CARD_12040
3147266,CARD_23070
3147267,CARD_19258
3147268,CARD_13317
3147269,CARD_10468
3147270,CARD_23253
3147271,CARD_11735
3147272,CARD_15058
3147273,CARD_17178
3147274,CARD_19407
3147275,CARD_12767
3147276,CARD_17118
3147277,CARD_17080
3147278,CARD_19015
3147279,CARD_11789
3147280,CARD_17007
3147281,CARD_23474
3147282,CARD_11841
3147283,CARD_14201
3147284,CARD_23070
3147285,CARD_18746
3147286,CARD_11412
3147287,CARD_15997
3147288,CARD_12040
3147289,CARD_22900
