customer_id,card_id
C00034,CARD_12685
C04719,CARD_10840
C03303,CARD_12029
C05589,CARD_11125
C04142,CARD_16747
C09663,CARD_21641
C01006,CARD_20316
C04260,CARD_23055
C09628,CARD_22948
C04516,CARD_19138
C06986,CARD_23107
C09440,CARD_12691
C11340,CARD_21294
C10610,CARD_11741
C09401,CARD_20932
C10880,CARD_10620
C10004,CARD_13120
C00342,CARD_19994
C03025,CARD_18589
C06746,CARD_17339
C04528,CARD_23084
C03986,CARD_10658
C07848,CARD_15122
C07051,CARD_17741
C12777,CARD_22057
C07840,CARD_16112
C08011,CARD_15337
C01931,CARD_18198
C09990,CARD_18075
C03191,CARD_10151
C07993,CARD_13796
C06288,CARD_19007
C00580,CARD_22320
C07277,CARD_20618
C08871,CARD_12045
C03357,CARD_11278
C01803,CARD_10719
C10814,CARD_11751
C08850,CARD_10506
C01269,CARD_11197
C12114,CARD_18654
C03517,CARD_20378
C11486,CARD_21800
C03282,CARD_23445
C01302,CARD_15338
C11716,CARD_20507
C06487,CARD_21119
C09701,CARD_12106
C12921,CARD_11074
C01409,CARD_18230
C12583,CARD_18745
C09312,CARD_11637
C12391,CARD_10417
C11577,CARD_12091
C12364,CARD_14146
C09131,CARD_19420
C11530,CARD_23037
C02311,CARD_19369
C03712,CARD_14986
C05613,CARD_11677
C10894,CARD_13303
C01546,CARD_23524
C05770,CARD_23486
C06875,CARD_19992
C12057,CARD_23198
C09397,CARD_12126
C03166,CARD_12325
C07008,CARD_10372
C13139,CARD_20544
C05810,CARD_16150
C12964,CARD_23443
C10753,CARD_15784
C02905,CARD_14869
C09429,CARD_13389
C13110,CARD_10305
C00813,CARD_16630
C07192,CARD_22082
C06076,CARD_20103
C01543,CARD_16188
C09744,CARD_23464
C09160,CARD_19024
C12110,CARD_16098
C08957,CARD_20255
C05849,CARD_14851
C07152,CARD_11417
C05831,CARD_18393
C07944,CARD_14171
C08978,CARD_14471
C08752,CARD_10186
C13319,CARD_20559
C01925,CARD_15740
C08140,CARD_18197
C12230,CARD_20842
C12020,CARD_16364
C10624,CARD_13703
C11962,CARD_11819
C03043,CARD_16625
C00368,CARD_15830
C04655,CARD_22692
C13451,CARD_11491
C04269,CARD_16788
C00231,CARD_12289
C05088,CARD_14090
C06265,CARD_16380
C01594,CARD_16947
C10205,CARD_16554
C01391,CARD_17903
C09851,CARD_16181
C01201,CARD_19066
C04726,CARD_13638
C06114,CARD_13119
C12842,CARD_18091
C10667,CARD_11679
C08381,CARD_13490
C03205,CARD_21691
C01041,CARD_19172
C10740,CARD_23050
C09171,CARD_23164
C08632,CARD_21469
C07180,CARD_18168
C06021,CARD_22165
C12733,CARD_11724
C03382,CARD_12381
C05698,CARD_13307
C02266,CARD_17608
C05655,CARD_17174
C03762,CARD_21210
C01245,CARD_16061
C00313,CARD_15885
C13210,CARD_19804
C10683,CARD_18321
C02019,CARD_21177
C12104,CARD_16213
C08039,CARD_15644
C07768,CARD_19089
C09267,CARD_17687
C02305,CARD_19328
C00060,CARD_16087
C08107,CARD_14501
C11734,CARD_12636
C04290,CARD_17659
C02152,CARD_10399
C12449,CARD_21873
C11183,CARD_12628
C01757,CARD_15829
C04697,CARD_19319
C11918,CARD_10431
C00416,CARD_15996
C06295,CARD_21035
C02069,CARD_15195
C08133,CARD_19004
C12689,CARD_23057
C04317,CARD_16530
C07106,CARD_12747
C01816,CARD_18789
C05860,CARD_14827
C03168,CARD_19673
C09375,CARD_17183
C00611,CARD_15060
C04568,CARD_17288
C11953,CARD_11526
C09952,CARD_11798
C07257,CARD_13819
C07422,CARD_22880
C05224,CARD_20940
C05670,CARD_22298
C07011,CARD_22357
C11292,CARD_17248
C12302,CARD_13005
C04162,CARD_13865
C10596,CARD_19967
C09079,CARD_14606
C06238,CARD_20075
C06424,CARD_11326
C10919,CARD_14044
C11574,CARD_16976
C09669,CARD_14721
C11537,CARD_14894
C01400,CARD_10246
C08748,CARD_21712
C04614,CARD_22054
C03234,CARD_10644
C05761,CARD_18103
C09863,CARD_13044
C13284,CARD_15742
C12884,CARD_18954
C07164,CARD_16656
C10411,CARD_13057
C08504,CARD_19638
C13540,CARD_17834
C13521,CARD_17574
C12261,CARD_17069
C04424,CARD_19086
C01099,CARD_21307
C05713,CARD_23380
C02783,CARD_17750
C10369,CARD_12002
C04440,CARD_16748
C09356,CARD_15676
C00429,CARD_19762
C00658,CARD_18255
C12310,CARD_15169
C04397,CARD_13418
C07735,CARD_19260
C02040,CARD_20164
C11008,CARD_14505
C05124,CARD_21299
C07474,CARD_15601
C04029,CARD_18839
C06097,CARD_13324
C01166,CARD_14107
C04963,CARD_11279
C09464,CARD_23539
C01758,CARD_11107
C01225,CARD_14915
C10091,CARD_22186
C03523,CARD_17112
C06302,CARD_11540
C01105,CARD_20869
C05106,CARD_12324
C07916,CARD_21436
C13039,CARD_23347
C09631,CARD_13971
C03418,CARD_15199
C12699,CARD_14879
C02338,CARD_17360
C03179,CARD_15278
C13192,CARD_14290
C08737,CARD_16239
C10794,CARD_22679
C08336,CARD_10100
C04889,CARD_21664
C00458,CARD_10682
C00842,CARD_19072
C06329,CARD_20025
C12949,CARD_10691
C02003,CARD_16856
C02626,CARD_10210
C12494,CARD_13012
C03533,CARD_14790
C08739,CARD_23152
C00180,CARD_12533
C03317,CARD_20297
C05497,CARD_23191
C04242,CARD_11985
C10220,CARD_13533
C09786,CARD_15429
C13293,CARD_12516
C12388,CARD_10911
C10375,CARD_17926
C06930,CARD_12254
C10821,CARD_15839
C04576,CARD_15062
C13026,CARD_23279
C01545,CARD_21474
C04948,CARD_18154
C07821,CARD_21028
C03181,CARD_10147
C04847,CARD_20295
C07078,CARD_19819
C01887,CARD_19594
C12509,CARD_16114
C06296,CARD_16430
C06984,CARD_13333
C13081,CARD_22083
C13364,CARD_12831
C12115,CARD_14684
C07204,CARD_20249
C03946,CARD_18218
C02959,CARD_17594
C05268,CARD_18879
C07429,CARD_20569
C03306,CARD_15373
C04394,CARD_17351
C01402,CARD_10469
C10181,CARD_19443
C03571,CARD_15580
C08699,CARD_20364
C11715,CARD_19141
C07751,CARD_15623
C04423,CARD_14943
C05824,CARD_14168
C04055,CARD_16827
C07431,CARD_12061
C01495,CARD_10175
C03605,CARD_22597
C09905,CARD_14781
C05240,CARD_16462
C08652,CARD_10348
C02391,CARD_13076
C09146,CARD_14848
C08887,CARD_13580
C13306,CARD_12625
C00637,CARD_14921
C05253,CARD_16198
C04124,CARD_15854
C09207,CARD_12409
C01459,CARD_17489
C02879,CARD_14564
C10547,CARD_23440
C05103,CARD_22266
C01718,CARD_11092
C03346,CARD_12250
C01549,CARD_17969
C11419,CARD_22393
C07552,CARD_22329
C09104,CARD_22733
C13249,CARD_10276
C01317,CARD_18104
C01604,CARD_18594
C09292,CARD_11272
C07560,CARD_15294
C04446,CARD_21995
C08300,CARD_17829
C05650,CARD_22892
C01544,CARD_23320
C13152,CARD_17135
C09116,CARD_16790
C11443,CARD_20901
C05152,CARD_10486
C03198,CARD_17327
C04172,CARD_10779
C03593,CARD_14509
C08448,CARD_20690
C03908,CARD_11801
C13401,CARD_10410
C08334,CARD_11660
C12258,CARD_11598
C02667,CARD_20943
C02889,CARD_15936
C12840,CARD_15807
C12762,CARD_15821
C05219,CARD_17630
C12006,CARD_10803
C03326,CARD_20626
C09713,CARD_11269
C09494,CARD_11375
C13041,CARD_11033
C09391,CARD_18343
C11861,CARD_19681
C09056,CARD_20639
C07650,CARD_11327
C05893,CARD_14025
C06990,CARD_23533
C05712,CARD_23201
C12491,CARD_22378
C08566,CARD_16910
C05474,CARD_13835
C11346,CARD_16132
C12579,CARD_12638
C13065,CARD_10751
C06886,CARD_20020
C03709,CARD_12985
C06579,CARD_13262
C11384,CARD_16698
C05563,CARD_12703
C13031,CARD_17032
C10947,CARD_14433
C02191,CARD_15801
C09181,CARD_16682
C12012,CARD_19312
C06135,CARD_10301
C10845,CARD_12190
C11600,CARD_14569
C07694,CARD_12260
C04593,CARD_16825
C13302,CARD_22594
C09500,CARD_13024
C07017,CARD_20928
C02444,CARD_17000
C13524,CARD_20402
C11076,CARD_20496
C07341,CARD_12328
C08413,CARD_20947
C11657,CARD_15552
C05455,CARD_11756
C01018,CARD_18856
C06707,CARD_22062
C02187,CARD_20926
C09684,CARD_22911
C00216,CARD_13430
C00357,CARD_15369
C09964,CARD_23131
C10990,CARD_18058
C00929,CARD_12137
C07439,CARD_17136
C04207,CARD_22375
C13388,CARD_14009
C10352,CARD_13355
C13500,CARD_13192
C03251,CARD_21073
C06131,CARD_18591
C03443,CARD_10701
C03510,CARD_16759
C05802,CARD_13788
C09949,CARD_10341
C07481,CARD_17539
C08852,CARD_20426
C02795,CARD_10336
C03890,CARD_17198
C03695,CARD_12562
C13190,CARD_18883
C12686,CARD_16220
C07173,CARD_12506
C11599,CARD_10887
C04339,CARD_19090
C01646,CARD_22022
C00263,CARD_19989
C12515,CARD_10576
C03432,CARD_15073
C11446,CARD_17866
C03479,CARD_14297
C09461,CARD_16176
C00532,CARD_19303
C01175,CARD_20689
C10374,CARD_19590
C10238,CARD_10595
C08627,CARD_15660
C03158,CARD_14408
C11428,CARD_12000
C10552,CARD_16023
C10259,CARD_22221
C09163,CARD_15724
C09430,CARD_19332
C08720,CARD_11747
C09330,CARD_18060
C02023,CARD_22995
C03519,CARD_10649
C12416,CARD_18817
C12146,CARD_12932
C01285,CARD_23156
C12009,CARD_11721
C01135,CARD_23114
C11101,CARD_16673
C02154,CARD_23034
C13503,CARD_23433
C05343,CARD_16555
C13011,CARD_15185
C00906,CARD_17244
C13052,CARD_14289
C09966,CARD_18143
C01458,CARD_13743
C09022,CARD_22367
C08010,CARD_14841
C06784,CARD_13879
C08854,CARD_20005
C12776,CARD_13777
C07082,CARD_19780
C02394,CARD_16703
C04077,CARD_19926
C13230,CARD_17675
C11663,CARD_16454
C07727,CARD_14226
C03381,CARD_16069
C00767,CARD_17789
C00622,CARD_14716
C13070,CARD_19287
C07346,CARD_21536
C09600,CARD_19307
C03675,CARD_22753
C07473,CARD_13615
C06200,CARD_18578
C01820,CARD_10204
C03448,CARD_19760
C00756,CARD_18210
C02387,CARD_15216
C05161,CARD_10158
C08885,CARD_12801
C02045,CARD_18833
C09442,CARD_18554
C04170,CARD_21903
C11129,CARD_22482
C09769,CARD_23186
C05284,CARD_16995
C11459,CARD_12922
C00649,CARD_22026
C00214,CARD_15174
C11562,CARD_22447
C00845,CARD_16664
C12141,CARD_12115
C01005,CARD_20492
C09929,CARD_23053
C09431,CARD_21589
C01936,CARD_22585
C00898,CARD_16031
C11633,CARD_16139
C08689,CARD_10580
C07444,CARD_16941
C01147,CARD_16689
C09435,CARD_13459
C11996,CARD_19176
C00280,CARD_11234
C05367,CARD_11315
C02987,CARD_11942
C11792,CARD_10094
C09679,CARD_23528
C01169,CARD_18398
C06372,CARD_10988
C01035,CARD_19776
C02863,CARD_22772
C03943,CARD_17536
C06635,CARD_17584
C00733,CARD_19491
C11168,CARD_23017
C01426,CARD_10629
C02239,CARD_14708
C11802,CARD_13197
C09829,CARD_10520
C04787,CARD_20847
C05605,CARD_12732
C11717,CARD_12621
C09607,CARD_12809
C03796,CARD_15291
C12867,CARD_21318
C04166,CARD_23226
C00233,CARD_14581
C09337,CARD_15937
C01153,CARD_19316
C05147,CARD_21273
C02075,CARD_18485
C00073,CARD_17304
C10573,CARD_13639
C12578,CARD_23141
C10085,CARD_20818
C06623,CARD_22294
C00589,CARD_10404
C02033,CARD_12491
C09919,CARD_17983
C11632,CARD_17218
C12198,CARD_14876
C11528,CARD_15418
C12545,CARD_12875
C02474,CARD_21472
C10738,CARD_19604
C00940,CARD_22618
C05416,CARD_18827
C06185,CARD_13018
C03375,CARD_13494
C12983,CARD_14302
C13253,CARD_21186
C13037,CARD_22336
C00464,CARD_20521
C01482,CARD_17413
C05943,CARD_22359
C01863,CARD_14858
C01605,CARD_10172
C10889,CARD_16172
C09880,CARD_11723
C00479,CARD_14507
C02793,CARD_19985
C01394,CARD_22645
C07511,CARD_16075
C06665,CARD_10270
C09688,CARD_13952
C06407,CARD_15330
C03990,CARD_22159
C10401,CARD_23365
C02590,CARD_11185
C08304,CARD_14400
C03459,CARD_15781
C01034,CARD_15101
C00198,CARD_14861
C06354,CARD_20342
C08383,CARD_13206
C02738,CARD_10700
C08303,CARD_10789
C09502,CARD_10743
C07757,CARD_11473
C11103,CARD_14265
C07961,CARD_17376
C02472,CARD_13875
C07513,CARD_20756
C10465,CARD_19201
C04356,CARD_13998
C09007,CARD_10569
C00797,CARD_12405
C09299,CARD_14717
C12877,CARD_12021
C05797,CARD_23421
C02087,CARD_18991
C01898,CARD_17618
C05948,CARD_15332
C02460,CARD_13991
C07348,CARD_21697
C11610,CARD_11237
C04066,CARD_16797
C05552,CARD_13778
C13137,CARD_17301
C04322,CARD_18415
C09315,CARD_16138
C04422,CARD_20878
C00477,CARD_11861
C00731,CARD_21057
C02131,CARD_19909
C01581,CARD_15466
C02628,CARD_15929
C11307,CARD_17791
C12022,CARD_14435
C02222,CARD_17363
C09290,CARD_20638
C06275,CARD_11706
C12772,CARD_22506
C05297,CARD_19710
C08455,CARD_16371
C04366,CARD_13981
C01733,CARD_18482
C00904,CARD_23040
C13140,CARD_18936
C13021,CARD_11252
C02811,CARD_19863
C03804,CARD_13958
C12994,CARD_13686
C01300,CARD_20367
C11388,CARD_14823
C06797,CARD_21353
C02899,CARD_15619
C07224,CARD_13946
C03304,CARD_17481
C10723,CARD_22248
C00393,CARD_16557
C10615,CARD_20602
C10617,CARD_17710
C01609,CARD_11817
C12195,CARD_19236
C07882,CARD_18602
C04581,CARD_17955
C06362,CARD_13315
C07607,CARD_22535
C01060,CARD_17357
C13170,CARD_12683
C01994,CARD_15568
C05957,CARD_14941
C09235,CARD_13523
C01986,CARD_11377
C01727,CARD_12209
C05490,CARD_13798
C10809,CARD_17367
C06286,CARD_12443
C08167,CARD_12453
C01434,CARD_18689
C06778,CARD_16414
C02812,CARD_12856
C00905,CARD_18338
C03871,CARD_13674
C09695,CARD_22225
C11462,CARD_12949
C10153,CARD_19106
C11471,CARD_17690
C12902,CARD_11524
C04098,CARD_19957
C08367,CARD_12565
C09942,CARD_18950
C10875,CARD_20049
C04252,CARD_15614
C04648,CARD_20593
C00657,CARD_16046
C00124,CARD_14096
C01723,CARD_14115
C06308,CARD_22352
C05648,CARD_19268
C04936,CARD_13995
C04521,CARD_18178
C04566,CARD_13634
C11191,CARD_12465
C04814,CARD_16596
C05484,CARD_15655
C04360,CARD_17396
C10131,CARD_18621
C13543,CARD_21331
C09606,CARD_17604
C06341,CARD_17295
C09725,CARD_17569
C03036,CARD_21850
C06108,CARD_12027
C07551,CARD_12048
C11192,CARD_21799
C04796,CARD_13284
C08993,CARD_23027
C09757,CARD_23418
C11131,CARD_12244
C05221,CARD_10121
C11770,CARD_11401
C09198,CARD_16117
C10983,CARD_20923
C07067,CARD_12939
C12383,CARD_10045
C00606,CARD_22711
C01619,CARD_18353
C05554,CARD_12059
C07975,CARD_13270
C05773,CARD_10994
C03298,CARD_22705
C11840,CARD_11684
C08150,CARD_21659
C02446,CARD_14640
C03980,CARD_20425
C11750,CARD_10119
C02967,CARD_14065
C05234,CARD_17010
C02582,CARD_11932
C09051,CARD_11330
C07001,CARD_21043
C09625,CARD_10547
C01690,CARD_10494
C03228,CARD_18304
C00914,CARD_14933
C00807,CARD_17119
C08797,CARD_18471
C00828,CARD_11117
C13183,CARD_15440
C03964,CARD_10577
C02188,CARD_19836
C09151,CARD_16989
C13124,CARD_21225
C03223,CARD_10683
C06900,CARD_13476
C06737,CARD_10073
C10145,CARD_18085
C13204,CARD_22927
C09035,CARD_18480
C12905,CARD_22152
C05728,CARD_23499
C12451,CARD_17545
C04556,CARD_17723
C10964,CARD_11939
C13505,CARD_17254
C10063,CARD_21234
C10287,CARD_10561
C10088,CARD_21074
C07732,CARD_23258
C09708,CARD_13404
C01566,CARD_13997
C05861,CARD_20683
C08310,CARD_11950
C04195,CARD_17382
C02908,CARD_13776
C07887,CARD_21341
C02341,CARD_21270
C13100,CARD_18049
C09038,CARD_15556
C10574,CARD_10370
C11526,CARD_17521
C01123,CARD_21769
C07885,CARD_16040
C09478,CARD_17231
C11430,CARD_10139
C03446,CARD_16986
C01237,CARD_19941
C05600,CARD_22726
C13243,CARD_15235
C02504,CARD_22801
C00922,CARD_21240
C03981,CARD_11726
C04176,CARD_17781
C01494,CARD_23138
C10525,CARD_20172
C09842,CARD_16500
C01823,CARD_19204
C00156,CARD_20481
C01137,CARD_16355
C05260,CARD_13593
C03123,CARD_10090
C00430,CARD_15226
C00851,CARD_14849
C10531,CARD_10013
C12001,CARD_10581
C11440,CARD_11100
C02042,CARD_12293
C00787,CARD_21208
C04395,CARD_19084
C06111,CARD_19988
C10187,CARD_12024
C04795,CARD_14233
C01777,CARD_23171
C03821,CARD_22428
C02818,CARD_18102
C09202,CARD_17374
C03881,CARD_16767
C12291,CARD_19111
C11232,CARD_10499
C11865,CARD_14324
C08815,CARD_11201
C06794,CARD_12764
C09106,CARD_10773
C08638,CARD_16888
C11624,CARD_13390
C06149,CARD_17322
C00410,CARD_19809
C01881,CARD_17171
C09583,CARD_19094
C02751,CARD_20721
C10879,CARD_16577
C08161,CARD_19170
C01547,CARD_21897
C01070,CARD_18174
C00353,CARD_18898
C00460,CARD_17067
C12066,CARD_10382
C06402,CARD_19833
C03484,CARD_16064
C05233,CARD_14952
C11026,CARD_11703
C11198,CARD_21852
C05410,CARD_15638
C06469,CARD_11239
C05868,CARD_13354
C12448,CARD_23115
C10132,CARD_22890
C05372,CARD_14404
C07159,CARD_10212
C13143,CARD_16945
C11541,CARD_12995
C05680,CARD_13379
C02718,CARD_13496
C01030,CARD_15984
C01464,CARD_19051
C10171,CARD_21965
C01144,CARD_20752
C01403,CARD_15775
C05556,CARD_21427
C06103,CARD_17051
C06210,CARD_15679
C01197,CARD_19551
C08559,CARD_14419
C04940,CARD_23402
C08679,CARD_10369
C06712,CARD_20800
C02315,CARD_19341
C02560,CARD_10271
C10113,CARD_23386
C05584,CARD_18663
C03279,CARD_23068
C10501,CARD_21928
C05046,CARD_16916
C03872,CARD_17091
C02377,CARD_11578
C04804,CARD_15615
C02101,CARD_12551
C07281,CARD_17222
C08998,CARD_17936
C09629,CARD_22237
C09993,CARD_21929
C12453,CARD_19607
C09206,CARD_16121
C07755,CARD_13160
C12732,CARD_20899
C09712,CARD_18753
C03538,CARD_23149
C07352,CARD_10480
C01383,CARD_20944
C10862,CARD_22140
C00267,CARD_21394
C03885,CARD_12733
C11508,CARD_14304
C04160,CARD_11568
C02438,CARD_16539
C07782,CARD_19378
C00796,CARD_17227
C08776,CARD_17346
C09997,CARD_23484
C05264,CARD_14356
C07676,CARD_12471
C00860,CARD_17871
C01760,CARD_20673
C02073,CARD_14099
C09347,CARD_16028
C13270,CARD_22466
C01548,CARD_22085
C10716,CARD_20925
C07459,CARD_21026
C12002,CARD_19685
C04540,CARD_20885
C08817,CARD_17881
C06446,CARD_18351
C03018,CARD_15715
C08830,CARD_23161
C01460,CARD_14681
C09665,CARD_18626
C06116,CARD_12172
C07225,CARD_18356
C01472,CARD_10349
C10736,CARD_10223
C03991,CARD_15745
C12861,CARD_21016
C13489,CARD_17914
C11932,CARD_20269
C02850,CARD_12822
C08760,CARD_18280
C12774,CARD_16282
C07717,CARD_21162
C10966,CARD_18534
C12184,CARD_11981
C05611,CARD_22003
C10971,CARD_22822
C09672,CARD_11263
C12940,CARD_14498
C09063,CARD_17933
C09338,CARD_10228
C06389,CARD_22808
C00539,CARD_18341
C08348,CARD_11133
C01131,CARD_19591
C11879,CARD_18587
C08239,CARD_22513
C10444,CARD_10387
C03755,CARD_15658
C01585,CARD_16774
C08361,CARD_23180
C02993,CARD_17445
C07464,CARD_15374
C00164,CARD_22964
C09830,CARD_21023
C00019,CARD_13022
C00716,CARD_12180
C10734,CARD_10632
C13398,CARD_15703
C05822,CARD_15360
C02840,CARD_13566
C06247,CARD_14875
C11221,CARD_20061
C09297,CARD_17143
C12139,CARD_17718
C08323,CARD_12393
C13255,CARD_20946
C01358,CARD_17063
C10321,CARD_19698
C12034,CARD_15795
C08782,CARD_16649
C02919,CARD_17111
C06876,CARD_21243
C09822,CARD_17380
C04033,CARD_17780
C05734,CARD_19128
C11341,CARD_10509
C00135,CARD_18074
C10644,CARD_12070
C02209,CARD_21934
C02343,CARD_10821
C13262,CARD_14559
C11157,CARD_20758
C13244,CARD_17860
C05369,CARD_23086
C00244,CARD_15313
C00857,CARD_10159
C09924,CARD_21211
C09514,CARD_12583
C03914,CARD_13189
C01890,CARD_10082
C05439,CARD_16457
C13370,CARD_13272
C06465,CARD_11986
C06244,CARD_16547
C08152,CARD_12067
C10149,CARD_17223
C04343,CARD_20643
C13272,CARD_19045
C13315,CARD_18043
C00538,CARD_23229
C05684,CARD_14158
C00008,CARD_10583
C12243,CARD_15214
C11940,CARD_21403
C12150,CARD_13927
C11617,CARD_11800
C04601,CARD_17164
C10183,CARD_10809
C08343,CARD_19447
C10840,CARD_23385
C01801,CARD_12015
C10781,CARD_12423
C01352,CARD_20927
C06922,CARD_12398
C12348,CARD_12755
C04131,CARD_17987
C09259,CARD_12510
C02068,CARD_17889
C12632,CARD_20687
C05624,CARD_15043
C05331,CARD_14541
C09674,CARD_11510
C05351,CARD_10130
C01241,CARD_13382
C01689,CARD_16328
C11148,CARD_22309
C02218,CARD_14653
C06070,CARD_18633
C09179,CARD_11078
C01709,CARD_20975
C06368,CARD_19732
C01059,CARD_17775
C05026,CARD_15405
C06309,CARD_17264
C13182,CARD_15430
C10177,CARD_12699
C09399,CARD_19639
C11386,CARD_12664
C00800,CARD_15011
C04866,CARD_14380
C05621,CARD_16481
C04668,CARD_15443
C03661,CARD_19956
C13057,CARD_15465
C05355,CARD_11227
C07703,CARD_12958
C10168,CARD_23001
C00436,CARD_11429
C08371,CARD_15716
C12458,CARD_15371
C05048,CARD_11471
C04852,CARD_18176
C02353,CARD_13357
C10871,CARD_21704
C04952,CARD_17754
C08159,CARD_20974
C05790,CARD_15750
C00451,CARD_20468
C08389,CARD_15766
C07561,CARD_16325
C09533,CARD_12644
C10402,CARD_14464
C09203,CARD_20147
C02111,CARD_22341
C09537,CARD_21909
C00330,CARD_13105
C09352,CARD_20578
C04681,CARD_10910
C04300,CARD_22666
C09448,CARD_14208
C00951,CARD_15473
C11246,CARD_21634
C02772,CARD_16815
C00337,CARD_22209
C11746,CARD_14579
C01264,CARD_13399
C13241,CARD_16711
C02049,CARD_14979
C00196,CARD_17148
C12731,CARD_18417
C08994,CARD_21069
C03817,CARD_15665
C00685,CARD_22648
C02168,CARD_21106
C03421,CARD_10267
C10291,CARD_18975
C12161,CARD_23480
C03242,CARD_16798
C05302,CARD_10319
C10804,CARD_23267
C07105,CARD_18645
C02529,CARD_15898
C05491,CARD_20139
C10639,CARD_17179
C05326,CARD_18794
C12568,CARD_14496
C07575,CARD_18390
C04557,CARD_13873
C02595,CARD_22828
C07495,CARD_15744
C13178,CARD_18149
C11364,CARD_20276
C13161,CARD_14103
C04923,CARD_11458
C00186,CARD_22072
C02773,CARD_14646
C07879,CARD_12430
C02223,CARD_20336
C00662,CARD_15970
C12858,CARD_15969
C03686,CARD_10698
C09681,CARD_23074
C04102,CARD_22703
C06700,CARD_22476
C04753,CARD_22381
C01630,CARD_21808
C05480,CARD_21421
C00703,CARD_12256
C10918,CARD_14275
C06912,CARD_20668
C00097,CARD_21818
C06710,CARD_19277
C05953,CARD_14031
C00912,CARD_17253
C02400,CARD_12595
C06027,CARD_21068
C06509,CARD_22392
C07577,CARD_23061
C12460,CARD_15310
C03154,CARD_18372
C10811,CARD_19684
C07880,CARD_13369
C02205,CARD_16907
C11356,CARD_14321
C00528,CARD_16043
C06384,CARD_17767
C08492,CARD_17745
C01128,CARD_15758
C07544,CARD_10084
C02511,CARD_17347
C02248,CARD_18666
C08668,CARD_15823
C06179,CARD_11222
C02894,CARD_18248
C00623,CARD_14346
C05902,CARD_12479
C00640,CARD_15900
C13321,CARD_14112
C07329,CARD_21254
C09957,CARD_22727
C04915,CARD_21677
C00352,CARD_13939
C06227,CARD_13959
C08882,CARD_18424
C11512,CARD_13632
C11695,CARD_17779
C11731,CARD_15635
C00776,CARD_13911
C11369,CARD_13110
C10072,CARD_21386
C07631,CARD_14412
C03478,CARD_17259
C01730,CARD_22830
C05466,CARD_14689
C00236,CARD_19190
C09081,CARD_14133
C08286,CARD_10586
C02682,CARD_14192
C02985,CARD_17338
C06786,CARD_15666
C00288,CARD_12044
C00570,CARD_22551
C00769,CARD_19433
C01438,CARD_12149
C02791,CARD_13732
C03937,CARD_13900
C11850,CARD_10958
C03636,CARD_15554
C11352,CARD_17160
C10278,CARD_15067
C00620,CARD_16627
C05390,CARD_13240
C12871,CARD_11603
C06531,CARD_14225
C03516,CARD_15426
C08302,CARD_23343
C11098,CARD_20357
C05176,CARD_12438
C06043,CARD_19298
C01220,CARD_18670
C01008,CARD_20178
C11187,CARD_21267
C10505,CARD_22696
C08997,CARD_10162
C12930,CARD_21572
C08436,CARD_18056
C02192,CARD_17937
C06901,CARD_22027
C04454,CARD_20554
C10648,CARD_12309
C06601,CARD_21422
C12343,CARD_13444
C09082,CARD_23081
C09735,CARD_14135
C12922,CARD_18062
C03340,CARD_10796
C11622,CARD_19154
C12536,CARD_10912
C01763,CARD_14854
C05641,CARD_12754
C08965,CARD_21115
C12637,CARD_16201
C04873,CARD_19192
C05368,CARD_21050
C06413,CARD_13809
C05618,CARD_15075
C09811,CARD_11481
C08624,CARD_17910
C04929,CARD_20322
C04925,CARD_19556
C05561,CARD_13410
C03939,CARD_13485
C10890,CARD_14727
C01877,CARD_10601
C03050,CARD_11920
C07298,CARD_14719
C13318,CARD_13996
C04954,CARD_16405
C06548,CARD_22031
C03148,CARD_17334
C07924,CARD_12458
C05146,CARD_20143
C06079,CARD_18961
C04381,CARD_14060
C09673,CARD_14436
C11474,CARD_17110
C09660,CARD_11811
C00982,CARD_17786
C04451,CARD_17954
C07414,CARD_21372
C02358,CARD_18695
C07020,CARD_21301
C09304,CARD_14862
C03838,CARD_17482
C08263,CARD_11543
C03612,CARD_11009
C00141,CARD_14229
C09693,CARD_17542
C12231,CARD_13269
C04547,CARD_10946
C06777,CARD_15187
C00853,CARD_19178
C00112,CARD_18490
C06322,CARD_12229
C11728,CARD_19165
C06183,CARD_17533
C13317,CARD_18023
C02859,CARD_16233
C12121,CARD_21979
C04017,CARD_22621
C08558,CARD_13628
C11450,CARD_13870
C08663,CARD_14144
C05392,CARD_22179
C06591,CARD_10436
C00859,CARD_12186
C08906,CARD_19596
C03133,CARD_13921
C09729,CARD_22502
C13254,CARD_20645
C01748,CARD_20241
C07116,CARD_19937
C09446,CARD_17804
C02786,CARD_16042
C00519,CARD_19426
C07410,CARD_14740
C02844,CARD_21448
C01830,CARD_16472
C01797,CARD_13509
C03637,CARD_14359
C11241,CARD_12657
C00681,CARD_18803
C08464,CARD_20351
C05596,CARD_10284
C07012,CARD_19998
C12062,CARD_22435
C12375,CARD_21938
C12346,CARD_22978
C06595,CARD_11438
C06923,CARD_17714
C13464,CARD_19749
C10468,CARD_16727
C10148,CARD_16626
C04464,CARD_22952
C09008,CARD_14463
C03259,CARD_14180
C01368,CARD_11681
C02440,CARD_16715
C05844,CARD_14113
C05194,CARD_16806
C08352,CARD_10735
C10967,CARD_15204
C05397,CARD_10249
C01700,CARD_10645
C02819,CARD_22701
C06948,CARD_18450
C09152,CARD_20157
C12661,CARD_11893
C00260,CARD_12818
C01947,CARD_11963
C08121,CARD_22049
C10768,CARD_22196
C02176,CARD_20182
