customer_id,customer_name
C09966,C09966
C01458,C01458
C09022,C09022
C08010,C08010
C06784,C06784
C08854,C08854
C12776,C12776
C07082,C07082
C02394,C02394
C04077,C04077
C13230,C13230
C11663,C11663
C07727,C07727
C03381,C03381
C00767,C00767
C00622,C00622
C13070,C13070
C07346,C07346
C09600,C09600
C03675,C03675
C07473,C07473
C06200,C06200
C01820,C01820
C03448,C03448
C00756,C00756
C02387,C02387
C05161,C05161
C08885,C08885
C02045,C02045
C09442,C09442
C04170,C04170
C11129,C11129
C09769,C09769
C05284,C05284
C11459,C11459
C00649,C00649
C00214,C00214
C11562,C11562
C00845,C00845
C12141,C12141
C01005,C01005
C09929,C09929
C09431,C09431
C01936,C01936
C00898,C00898
C11633,C11633
C08689,C08689
C07444,C07444
C01147,C01147
C09435,C09435
C11996,C11996
C00280,C00280
C05367,C05367
C02987,C02987
C11792,C11792
C09679,C09679
C01169,C01169
C06372,C06372
C01035,C01035
C02863,C02863
C03943,C03943
C06635,C06635
C00733,C00733
C11168,C11168
C01426,C01426
C02239,C02239
C11802,C11802
C09829,C09829
C04787,C04787
C05605,C05605
C11717,C11717
C09607,C09607
C03796,C03796
C12867,C12867
C04166,C04166
C00233,C00233
C09337,C09337
C01153,C01153
C05147,C05147
C02075,C02075
C00073,C00073
C10573,C10573
C12578,C12578
C10085,C10085
C06623,C06623
C00589,C00589
C02033,C02033
C09919,C09919
C11632,C11632
C12198,C12198
C11528,C11528
C12545,C12545
C02474,C02474
C10738,C10738
C00940,C00940
C05416,C05416
C06185,C06185
C03375,C03375
C12983,C12983
C13253,C13253
C13037,C13037
C00464,C00464
C01482,C01482
C05943,C05943
C01863,C01863
C01605,C01605
C10889,C10889
C09880,C09880
C00479,C00479
C02793,C02793
C01394,C01394
C07511,C07511
C06665,C06665
C09688,C09688
C06407,C06407
C03990,C03990
C10401,C10401
C02590,C02590
C08304,C08304
C03459,C03459
C01034,C01034
C00198,C00198
C06354,C06354
C08383,C08383
C02738,C02738
C08303,C08303
C09502,C09502
C07757,C07757
C11103,C11103
C07961,C07961
C02472,C02472
C07513,C07513
C10465,C10465
C04356,C04356
C09007,C09007
C00797,C00797
C09299,C09299
C12877,C12877
C05797,C05797
C02087,C02087
C01898,C01898
C05948,C05948
C02460,C02460
C07348,C07348
C11610,C11610
C04066,C04066
C05552,C05552
C13137,C13137
C04322,C04322
C09315,C09315
C04422,C04422
C00477,C00477
C00731,C00731
C02131,C02131
C01581,C01581
C02628,C02628
C11307,C11307
C12022,C12022
C02222,C02222
C09290,C09290
C06275,C06275
C12772,C12772
C05297,C05297
C08455,C08455
C04366,C04366
C01733,C01733
C00904,C00904
C13140,C13140
C13021,C13021
C02811,C02811
C03804,C03804
C12994,C12994
C01300,C01300
C11388,C11388
C06797,C06797
C02899,C02899
C07224,C07224
C03304,C03304
C10723,C10723
C00393,C00393
C10615,C10615
C10617,C10617
C01609,C01609
C12195,C12195
C07882,C07882
C04581,C04581
C06362,C06362
C07607,C07607
C01060,C01060
C13170,C13170
C01994,C01994
C05957,C05957
C09235,C09235
C01986,C01986
C01727,C01727
C05490,C05490
C10809,C10809
C06286,C06286
C08167,C08167
C01434,C01434
C06778,C06778
C02812,C02812
C00905,C00905
C03871,C03871
C09695,C09695
C11462,C11462
C10153,C10153
C11471,C11471
C12902,C12902
C04098,C04098
C08367,C08367
C09942,C09942
C10875,C10875
C04252,C04252
C04648,C04648
C00657,C00657
C00124,C00124
C01723,C01723
C06308,C06308
C05648,C05648
C04936,C04936
C04521,C04521
C04566,C04566
C11191,C11191
C04814,C04814
C05484,C05484
C04360,C04360
C10131,C10131
C13543,C13543
C09606,C09606
C06341,C06341
C09725,C09725
C03036,C03036
C06108,C06108
C07551,C07551
C11192,C11192
C04796,C04796
C08993,C08993
C09757,C09757
C11131,C11131
C05221,C05221
C11770,C11770
C09198,C09198
C10983,C10983
C07067,C07067
C12383,C12383
C00606,C00606
C01619,C01619
C05554,C05554
C07975,C07975
C05773,C05773
C03298,C03298
C11840,C11840
C08150,C08150
C02446,C02446
C03980,C03980
C11750,C11750
C02967,C02967
C05234,C05234
C02582,C02582
C09051,C09051
C07001,C07001
C09625,C09625
C01690,C01690
C03228,C03228
C00914,C00914
C00807,C00807
C08797,C08797
C00828,C00828
C13183,C13183
C03964,C03964
C02188,C02188
C09151,C09151
C13124,C13124
C03223,C03223
C06900,C06900
C06737,C06737
C10145,C10145
C13204,C13204
C09035,C09035
C12905,C12905
C05728,C05728
C12451,C12451
C04556,C04556
C10964,C10964
C13505,C13505
C10063,C10063
C10287,C10287
C10088,C10088
C07732,C07732
C09708,C09708
C01566,C01566
C05861,C05861
C08310,C08310
C04195,C04195
C02908,C02908
C07887,C07887
C02341,C02341
C13100,C13100
C09038,C09038
C10574,C10574
C11526,C11526
C01123,C01123
C07885,C07885
C09478,C09478
C11430,C11430
C03446,C03446
C01237,C01237
C05600,C05600
C13243,C13243
C02504,C02504
C00922,C00922
C03981,C03981
C04176,C04176
C01494,C01494
C10525,C10525
C09842,C09842
C01823,C01823
C00156,C00156
C01137,C01137
C05260,C05260
C03123,C03123
C00430,C00430
C00851,C00851
C10531,C10531
C12001,C12001
C11440,C11440
C02042,C02042
C00787,C00787
C04395,C04395
C06111,C06111
C10187,C10187
C04795,C04795
C01777,C01777
C03821,C03821
C02818,C02818
C09202,C09202
C03881,C03881
C12291,C12291
C11232,C11232
C11865,C11865
C08815,C08815
C06794,C06794
C09106,C09106
C08638,C08638
C11624,C11624
C06149,C06149
C00410,C00410
C01881,C01881
C09583,C09583
C02751,C02751
C10879,C10879
C08161,C08161
C01547,C01547
C01070,C01070
C00353,C00353
C00460,C00460
C12066,C12066
C06402,C06402
C03484,C03484
C05233,C05233
C11026,C11026
C11198,C11198
C05410,C05410
C06469,C06469
C05868,C05868
C12448,C12448
C10132,C10132
C05372,C05372
C07159,C07159
C13143,C13143
C11541,C11541
C05680,C05680
C02718,C02718
C01030,C01030
C01464,C01464
C10171,C10171
C01144,C01144
C01403,C01403
C05556,C05556
C06103,C06103
C06210,C06210
C01197,C01197
C08559,C08559
C04940,C04940
C08679,C08679
C06712,C06712
C02315,C02315
C02560,C02560
C10113,C10113
C05584,C05584
C03279,C03279
C10501,C10501
C05046,C05046
C03872,C03872
C02377,C02377
C04804,C04804
C02101,C02101
C07281,C07281
C08998,C08998
C09629,C09629
C09993,C09993
C12453,C12453
C09206,C09206
C07755,C07755
C12732,C12732
C09712,C09712
C03538,C03538
C07352,C07352
C01383,C01383
C10862,C10862
C00267,C00267
C03885,C03885
C11508,C11508
C04160,C04160
C02438,C02438
C07782,C07782
C00796,C00796
C08776,C08776
C09997,C09997
C05264,C05264
C07676,C07676
C00860,C00860
C01760,C01760
C02073,C02073
C09347,C09347
C13270,C13270
C01548,C01548
C10716,C10716
C07459,C07459
C12002,C12002
C04540,C04540
C08817,C08817
C06446,C06446
C03018,C03018
C08830,C08830
C01460,C01460
C09665,C09665
C06116,C06116
C07225,C07225
C01472,C01472
C10736,C10736
C03991,C03991
C12861,C12861
C13489,C13489
C11932,C11932
C02850,C02850
C08760,C08760
C12774,C12774
C07717,C07717
C10966,C10966
C12184,C12184
C05611,C05611
C10971,C10971
C09672,C09672
C12940,C12940
C09063,C09063
C09338,C09338
C06389,C06389
C00539,C00539
C08348,C08348
C01131,C01131
C11879,C11879
C08239,C08239
C10444,C10444
C03755,C03755
C01585,C01585
C08361,C08361
C02993,C02993
C07464,C07464
C00164,C00164
C09830,C09830
C00019,C00019
C00716,C00716
C10734,C10734
C13398,C13398
C05822,C05822
C02840,C02840
C06247,C06247
C11221,C11221
C09297,C09297
C12139,C12139
C08323,C08323
C13255,C13255
C01358,C01358
C10321,C10321
C12034,C12034
C08782,C08782
C02919,C02919
C06876,C06876
C09822,C09822
C04033,C04033
C05734,C05734
C11341,C11341
C00135,C00135
C10644,C10644
C02209,C02209
C02343,C02343
C13262,C13262
C11157,C11157
C13244,C13244
C05369,C05369
C00244,C00244
C00857,C00857
C09924,C09924
C09514,C09514
C03914,C03914
C01890,C01890
C05439,C05439
C13370,C13370
C06465,C06465
C06244,C06244
C08152,C08152
C10149,C10149
C04343,C04343
C13272,C13272
C13315,C13315
C00538,C00538
C05684,C05684
C00008,C00008
C12243,C12243
C11940,C11940
C12150,C12150
C11617,C11617
C04601,C04601
C10183,C10183
C08343,C08343
C10840,C10840
C01801,C01801
C10781,C10781
C01352,C01352
C06922,C06922
C12348,C12348
C04131,C04131
C09259,C09259
C02068,C02068
C12632,C12632
C05624,C05624
C05331,C05331
C09674,C09674
C05351,C05351
C01241,C01241
C01689,C01689
C11148,C11148
C02218,C02218
C06070,C06070
C09179,C09179
C01709,C01709
C06368,C06368
C01059,C01059
C05026,C05026
C06309,C06309
C13182,C13182
C10177,C10177
C09399,C09399
C11386,C11386
C00800,C00800
C04866,C04866
C05621,C05621
C04668,C04668
C03661,C03661
C13057,C13057
C05355,C05355
C07703,C07703
C10168,C10168
C00436,C00436
C08371,C08371
C12458,C12458
C05048,C05048
C04852,C04852
C02353,C02353
C10871,C10871
C04952,C04952
C08159,C08159
C05790,C05790
C00451,C00451
C08389,C08389
C07561,C07561
C09533,C09533
C10402,C10402
C09203,C09203
C02111,C02111
C09537,C09537
C00330,C00330
C09352,C09352
C04681,C04681
C04300,C04300
C09448,C09448
C00951,C00951
C11246,C11246
C02772,C02772
C00337,C00337
C11746,C11746
C01264,C01264
C13241,C13241
C02049,C02049
C00196,C00196
C12731,C12731
C08994,C08994
C03817,C03817
C00685,C00685
C02168,C02168
C03421,C03421
C10291,C10291
C12161,C12161
C03242,C03242
C05302,C05302
C10804,C10804
C07105,C07105
C02529,C02529
C05491,C05491
C10639,C10639
C05326,C05326
C12568,C12568
C07575,C07575
C04557,C04557
C02595,C02595
C07495,C07495
C13178,C13178
C11364,C11364
C13161,C13161
C04923,C04923
C00186,C00186
C02773,C02773
C07879,C07879
C02223,C02223
C00662,C00662
C12858,C12858
C03686,C03686
C09681,C09681
C04102,C04102
C06700,C06700
C04753,C04753
C01630,C01630
C05480,C05480
C00703,C00703
C10918,C10918
C06912,C06912
C00097,C00097
C06710,C06710
C05953,C05953
C00912,C00912
C02400,C02400
C06027,C06027
C06509,C06509
C07577,C07577
C12460,C12460
C03154,C03154
C10811,C10811
C07880,C07880
C02205,C02205
C11356,C11356
C00528,C00528
C06384,C06384
C08492,C08492
C01128,C01128
C07544,C07544
C02511,C02511
C02248,C02248
C08668,C08668
C06179,C06179
C02894,C02894
C00623,C00623
C05902,C05902
C00640,C00640
C13321,C13321
C07329,C07329
C09957,C09957
C04915,C04915
C00352,C00352
C06227,C06227
C08882,C08882
C11512,C11512
C11695,C11695
C11731,C11731
C00776,C00776
C11369,C11369
C10072,C10072
C07631,C07631
C03478,C03478
C01730,C01730
C05466,C05466
C00236,C00236
C09081,C09081
C08286,C08286
C02682,C02682
C02985,C02985
C06786,C06786
C00288,C00288
C00570,C00570
C00769,C00769
C01438,C01438
C02791,C02791
C03937,C03937
C11850,C11850
C03636,C03636
C11352,C11352
C10278,C10278
C00620,C00620
C05390,C05390
C12871,C12871
C06531,C06531
C03516,C03516
C08302,C08302
C11098,C11098
C05176,C05176
C06043,C06043
C01220,C01220
C01008,C01008
C11187,C11187
C10505,C10505
C08997,C08997
C12930,C12930
C08436,C08436
C02192,C02192
C06901,C06901
C04454,C04454
C10648,C10648
C06601,C06601
C12343,C12343
C09082,C09082
C09735,C09735
C12922,C12922
C03340,C03340
C11622,C11622
C12536,C12536
C01763,C01763
C05641,C05641
C08965,C08965
C12637,C12637
C04873,C04873
C05368,C05368
C06413,C06413
C05618,C05618
C09811,C09811
C08624,C08624
C04929,C04929
C04925,C04925
C05561,C05561
C03939,C03939
C10890,C10890
C01877,C01877
C03050,C03050
C07298,C07298
C13318,C13318
C04954,C04954
C06548,C06548
C03148,C03148
C07924,C07924
C05146,C05146
C06079,C06079
C04381,C04381
C09673,C09673
C11474,C11474
C09660,C09660
C00982,C00982
C04451,C04451
C07414,C07414
C02358,C02358
C07020,C07020
C09304,C09304
C03838,C03838
C08263,C08263
C03612,C03612
C00141,C00141
C09693,C09693
C12231,C12231
C04547,C04547
C06777,C06777
C00853,C00853
C00112,C00112
C06322,C06322
C11728,C11728
C06183,C06183
C13317,C13317
C02859,C02859
C12121,C12121
C04017,C04017
C08558,C08558
C11450,C11450
C08663,C08663
C05392,C05392
C06591,C06591
C00859,C00859
C08906,C08906
C03133,C03133
C09729,C09729
C13254,C13254
C01748,C01748
C07116,C07116
C09446,C09446
C02786,C02786
C00519,C00519
C07410,C07410
C02844,C02844
C01830,C01830
C01797,C01797
C03637,C03637
C11241,C11241
C00681,C00681
C08464,C08464
C05596,C05596
C07012,C07012
C12062,C12062
C12375,C12375
C12346,C12346
C06595,C06595
C06923,C06923
C13464,C13464
C10468,C10468
C10148,C10148
C04464,C04464
C09008,C09008
C03259,C03259
C01368,C01368
C02440,C02440
C05844,C05844
C05194,C05194
C08352,C08352
C10967,C10967
C05397,C05397
C01700,C01700
C02819,C02819
C06948,C06948
C09152,C09152
C12661,C12661
C00260,C00260
C01947,C01947
C08121,C08121
C10768,C10768
C02176,C02176
C08186,C08186
C00639,C00639
C07021,C07021
C12651,C12651
C01973,C01973
C09980,C09980
C04326,C04326
C04740,C04740
C09089,C09089
C12737,C12737
C01162,C01162
C07374,C07374
C01392,C01392
C13373,C13373
C10857,C10857
C06899,C06899
C12083,C12083
C02614,C02614
C11335,C11335
C13131,C13131
C03889,C03889
C05321,C05321
C06621,C06621
C10317,C10317
C10493,C10493
C13371,C13371
C01186,C01186
C11068,C11068
C13437,C13437
C00902,C00902
C12734,C12734
C04637,C04637
C01066,C01066
C11185,C11185
C05039,C05039
C10805,C10805
C10706,C10706
C01118,C01118
C09554,C09554
C05936,C05936
C12125,C12125
C11984,C11984
C10703,C10703
C08753,C08753
C01517,C01517
C07584,C07584
C01534,C01534
C11409,C11409
C12240,C12240
C07886,C07886
C08080,C08080
C05723,C05723
C01711,C01711
C13428,C13428
C03247,C03247
C06073,C06073
C08099,C08099
C05342,C05342
C12280,C12280
C09057,C09057
C12247,C12247
C03557,C03557
C04669,C04669
C00663,C00663
C02747,C02747
C03254,C03254
C05812,C05812
C07637,C07637
C00974,C00974
C09088,C09088
C12532,C12532
C08751,C08751
C00804,C00804
C12824,C12824
C02864,C02864
C11256,C11256
C03803,C03803
C07974,C07974
C06820,C06820
C00901,C00901
C08726,C08726
C06122,C06122
C04650,C04650
C07615,C07615
C13246,C13246
C09804,C09804
C01538,C01538
C03638,C03638
C02597,C02597
C04258,C04258
C05975,C05975
C13526,C13526
C02547,C02547
C04234,C04234
C00149,C00149
C06935,C06935
C12581,C12581
C04359,C04359
C08687,C08687
C10009,C10009
C04980,C04980
C06266,C06266
C07009,C07009
C08268,C08268
C08795,C08795
C13273,C13273
C02148,C02148
C11361,C11361
C01924,C01924
C10870,C10870
C03698,C03698
C09252,C09252
C09918,C09918
C06300,C06300
C07895,C07895
C08786,C08786
C11201,C11201
C00417,C00417
C02339,C02339
C00025,C00025
C11529,C11529
C11585,C11585
C05825,C05825
C02613,C02613
C12272,C12272
C06092,C06092
C06235,C06235
C05125,C05125
C10590,C10590
C10642,C10642
C09550,C09550
C09395,C09395
C07247,C07247
C08342,C08342
C11224,C11224
C06893,C06893
C02715,C02715
C03732,C03732
C11460,C11460
C09578,C09578
C07537,C07537
C10651,C10651
C09588,C09588
C00061,C00061
C00837,C00837
C11493,C11493
C02838,C02838
C11841,C11841
C07934,C07934
C03177,C03177
C13234,C13234
C02077,C02077
C07492,C07492
C08145,C08145
C07578,C07578
C12096,C12096
C07081,C07081
C12665,C12665
C04502,C04502
C06390,C06390
C02423,C02423
C08177,C08177
C06257,C06257
C00150,C00150
C10123,C10123
C05360,C05360
C03360,C03360
C12692,C12692
C10179,C10179
C01578,C01578
C01999,C01999
C11821,C11821
C12488,C12488
C06731,C06731
C00692,C00692
C02510,C02510
C09188,C09188
C13298,C13298
C02454,C02454
C11270,C11270
C09647,C09647
C04999,C04999
C02681,C02681
C02434,C02434
C11830,C11830
C10245,C10245
C09785,C09785
C10777,C10777
C03668,C03668
C05514,C05514
C01791,C01791
C08368,C08368
C11698,C11698
C08086,C08086
C01161,C01161
C11683,C11683
C00304,C00304
C09767,C09767
C11482,C11482
C00805,C00805
C00212,C00212
C10550,C10550
C05942,C05942
C06471,C06471
C12510,C12510
C02725,C02725
C05676,C05676
C00587,C00587
C01072,C01072
C03169,C03169
C07829,C07829
C13056,C13056
C12853,C12853
C09222,C09222
C03356,C03356
C06597,C06597
C09059,C09059
C00785,C00785
C09295,C09295
C01780,C01780
C11385,C11385
C06928,C06928
C09862,C09862
C00048,C00048
C02639,C02639
C09112,C09112
C04224,C04224
C08452,C08452
C01077,C01077
C00161,C00161
C08980,C08980
C13109,C13109
C10152,C10152
C09941,C09941
C08203,C08203
C03319,C03319
C11567,C11567
C06460,C06460
C06453,C06453
C03366,C03366
C10788,C10788
C07874,C07874
C02334,C02334
C01515,C01515
C08315,C08315
C06349,C06349
C08766,C08766
C05647,C05647
C13416,C13416
C01335,C01335
C01375,C01375
C11920,C11920
C00264,C00264
C01582,C01582
C00932,C00932
C09359,C09359
C01712,C01712
C00266,C00266
C13094,C13094
C12723,C12723
C10779,C10779
C11458,C11458
C03374,C03374
C06042,C06042
C06361,C06361
C03877,C03877
C09002,C09002
C03460,C03460
C09513,C09513
C12958,C12958
C02032,C02032
C03210,C03210
C07859,C07859
C03864,C03864
C06824,C06824
C04967,C04967
C12317,C12317
C10242,C10242
C08674,C08674
C06174,C06174
C06524,C06524
C07842,C07842
C10660,C10660
C08837,C08837
C12605,C12605
C08125,C08125
C12846,C12846
C12780,C12780
C13098,C13098
C01176,C01176
C03156,C03156
C08680,C08680
C02523,C02523
C02164,C02164
C00765,C00765
C11121,C11121
C04747,C04747
C11912,C11912
C05460,C05460
C10705,C10705
C00654,C00654
C00633,C00633
C07104,C07104
C10572,C10572
C03012,C03012
C06319,C06319
C00350,C00350
C05267,C05267
C13251,C13251
C06932,C06932
C08430,C08430
C06696,C06696
C13514,C13514
C03465,C03465
C12903,C12903
C13228,C13228
C08055,C08055
C06363,C06363
C07696,C07696
C12562,C12562
C05645,C05645
C08811,C08811
C08832,C08832
C06568,C06568
C04758,C04758
C01674,C01674
C12170,C12170
C01411,C01411
C01266,C01266
C06724,C06724
C01210,C01210
C02970,C02970
C07411,C07411
C11733,C11733
C08473,C08473
C05678,C05678
C13134,C13134
C11816,C11816
C01065,C01065
C02632,C02632
C03898,C03898
C04673,C04673
C03808,C03808
C12123,C12123
C04818,C04818
C01000,C01000
C00252,C00252
C01465,C01465
C05028,C05028
C08110,C08110
C03826,C03826
C01208,C01208
C09709,C09709
C02618,C02618
C11980,C11980
C10842,C10842
C10097,C10097
C10938,C10938
C08104,C08104
C11344,C11344
C02108,C02108
C06439,C06439
C11472,C11472
C08146,C08146
C07524,C07524
C10829,C10829
C05168,C05168
C08031,C08031
C01428,C01428
C01568,C01568
C03063,C03063
C09095,C09095
C00286,C00286
C12658,C12658
C05485,C05485
C01624,C01624
C12830,C12830
C03015,C03015
C11870,C11870
C01857,C01857
C10948,C10948
C05384,C05384
C12350,C12350
C07564,C07564
C03974,C03974
C04599,C04599
C08341,C08341
C08402,C08402
C07169,C07169
C06545,C06545
C12809,C12809
C02468,C02468
C10798,C10798
C10834,C10834
C06741,C06741
C08851,C08851
C03398,C03398
C07604,C07604
C13105,C13105
C03878,C03878
C03413,C03413
C05051,C05051
C13550,C13550
C12334,C12334
C12787,C12787
C05681,C05681
C12784,C12784
C03176,C03176
C11262,C11262
C13425,C13425
C10155,C10155
C04401,C04401
C13423,C13423
C05377,C05377
C09817,C09817
C05585,C05585
C01756,C01756
C02395,C02395
C12288,C12288
C04537,C04537
C13146,C13146
C08122,C08122
C06706,C06706
C05505,C05505
C08232,C08232
C03911,C03911
C10337,C10337
C07555,C07555
C13209,C13209
C02804,C02804
C06005,C06005
C07265,C07265
C11013,C11013
C06998,C06998
C01895,C01895
C02922,C02922
C01998,C01998
C08723,C08723
C10513,C10513
C05131,C05131
C06640,C06640
C05064,C05064
C03099,C03099
C10258,C10258
C00359,C00359
C00847,C00847
C12825,C12825
C09841,C09841
C08611,C08611
C02279,C02279
C08135,C08135
C08499,C08499
C09090,C09090
C04876,C04876
C02929,C02929
C04307,C04307
C09548,C09548
C09415,C09415
C04667,C04667
C06978,C06978
C03093,C03093
C06391,C06391
C07947,C07947
C03096,C03096
C09610,C09610
C01344,C01344
C07167,C07167
C02692,C02692
C08225,C08225
C10571,C10571
C04181,C04181
C04190,C04190
C09212,C09212
C09825,C09825
C06127,C06127
C01452,C01452
C11629,C11629
C13355,C13355
C07678,C07678
C03438,C03438
C01288,C01288
C09291,C09291
C13267,C13267
C06682,C06682
C04563,C04563
C07572,C07572
C09598,C09598
C02140,C02140
C10250,C10250
C06535,C06535
C04572,C04572
C05136,C05136
C04455,C04455
C12660,C12660
C11190,C11190
C00742,C00742
C05867,C05867
C06955,C06955
C06969,C06969
C06853,C06853
C06392,C06392
C09262,C09262
C04679,C04679
C10338,C10338
C11001,C11001
C10210,C10210
C12760,C12760
C11540,C11540
C07443,C07443
C00626,C00626
C07166,C07166
C11754,C11754
C06324,C06324
C00088,C00088
C00310,C00310
C04754,C04754
C05383,C05383
C02424,C02424
C00474,C00474
C10163,C10163
C10576,C10576
C01336,C01336
C02789,C02789
C11637,C11637
C12354,C12354
C01705,C01705
C00168,C00168
C00629,C00629
C06038,C06038
C06974,C06974
C08905,C08905
C04827,C04827
C08093,C08093
C13426,C13426
C00672,C00672
C05639,C05639
C04276,C04276
C10641,C10641
C02089,C02089
C07041,C07041
C11229,C11229
C00761,C00761
C07759,C07759
C12574,C12574
C08800,C08800
C00886,C00886
C00514,C00514
C06415,C06415
C00595,C00595
C06852,C06852
C10994,C10994
C05597,C05597
C03008,C03008
C07273,C07273
C09294,C09294
C13118,C13118
C10347,C10347
C13527,C13527
C11245,C11245
C04877,C04877
C10934,C10934
C03569,C03569
C05522,C05522
C11399,C11399
C08685,C08685
C08408,C08408
C09991,C09991
C06762,C06762
C07056,C07056
C13466,C13466
C02882,C02882
C04107,C04107
C05852,C05852
C10296,C10296
C05044,C05044
C06897,C06897
C12194,C12194
C05741,C05741
C00713,C00713
C02092,C02092
C06025,C06025
C00578,C00578
C08475,C08475
C02734,C02734
C13362,C13362
C09824,C09824
C09155,C09155
C02399,C02399
C01342,C01342
C11477,C11477
C03912,C03912
C11643,C11643
C03493,C03493
C00498,C00498
C09045,C09045
C04161,C04161
C01148,C01148
C02767,C02767
C13502,C13502
C10695,C10695
C05918,C05918
C11024,C11024
C00049,C00049
C03570,C03570
C02750,C02750
C06608,C06608
C05911,C05911
C00199,C00199
C05731,C05731
C00992,C00992
C12531,C12531
C04367,C04367
C04173,C04173
C10824,C10824
C11845,C11845
C13119,C13119
C10883,C10883
C12711,C12711
C02431,C02431
C12594,C12594
C06053,C06053
C05495,C05495
C05075,C05075
C12285,C12285
C04497,C04497
C12357,C12357
C10393,C10393
C05604,C05604
C11071,C11071
C06486,C06486
C06000,C06000
C11636,C11636
C04938,C04938
C12645,C12645
C02333,C02333
C12920,C12920
C02180,C02180
C11312,C11312
C02090,C02090
C06107,C06107
C02277,C02277
C09627,C09627
C00446,C00446
C03560,C03560
C10506,C10506
C02933,C02933
C07406,C07406
C10921,C10921
C13309,C13309
C04780,C04780
C08660,C08660
C03906,C03906
C03518,C03518
C02521,C02521
C04403,C04403
C09443,C09443
C02981,C02981
C03576,C03576
C07763,C07763
C11188,C11188
C08206,C08206
C06150,C06150
C13064,C13064
C07927,C07927
C05379,C05379
C01787,C01787
C13329,C13329
C08020,C08020
C03542,C03542
C01406,C01406
C04228,C04228
C09570,C09570
C04624,C04624
C09039,C09039
C03996,C03996
C08954,C08954
C01809,C01809
C02288,C02288
C07052,C07052
C03429,C03429
C03807,C03807
C12324,C12324
C12131,C12131
C11591,C11591
C11237,C11237
C01908,C01908
C01747,C01747
C07964,C07964
C12415,C12415
C10712,C10712
C07050,C07050
C10749,C10749
C11881,C11881
C02741,C02741
C04793,C04793
C04020,C04020
C05839,C05839
C11505,C11505
C11736,C11736
C10709,C10709
C07322,C07322
C10102,C10102
C03192,C03192
C06607,C06607
C09068,C09068
C00362,C00362
C01470,C01470
C08276,C08276
C13473,C13473
C11357,C11357
C00031,C00031
C04426,C04426
C08649,C08649
C01614,C01614
C05708,C05708
C13460,C13460
C06171,C06171
C10178,C10178
C07357,C07357
C12615,C12615
C12899,C12899
C10215,C10215
C01885,C01885
C03903,C03903
C03894,C03894
C06511,C06511
C08920,C08920
C03290,C03290
C02762,C02762
C02542,C02542
C02303,C02303
C08134,C08134
C01827,C01827
C04741,C04741
C03527,C03527
C04951,C04951
C08457,C08457
C09658,C09658
C10472,C10472
C12005,C12005
C01519,C01519
C02553,C02553
C12042,C12042
C06065,C06065
C01442,C01442
C12484,C12484
C12145,C12145
C07217,C07217
C10398,C10398
C03440,C03440
C06931,C06931
C06795,C06795
C02413,C02413
C07996,C07996
C10114,C10114
C02379,C02379
C08762,C08762
C00179,C00179
C07377,C07377
C07198,C07198
C03882,C03882
C01666,C01666
C05149,C05149
C06834,C06834
C02128,C02128
C04970,C04970
C11542,C11542
C12117,C12117
C10896,C10896
C09293,C09293
C12470,C12470
C10728,C10728
C05138,C05138
C04784,C04784
C02823,C02823
C02001,C02001
C05885,C05885
C02800,C02800
C13415,C13415
C05836,C05836
C13289,C13289
C07647,C07647
C03673,C03673
C10560,C10560
C07663,C07663
C02607,C02607
C13165,C13165
C00936,C00936
C01668,C01668
C10602,C10602
C08029,C08029
C00558,C00558
C07695,C07695
C01068,C01068
C06396,C06396
C08198,C08198
C01852,C01852
C06270,C06270
C07458,C07458
C03187,C03187
C06841,C06841
C06316,C06316
C03354,C03354
C04259,C04259
C06404,C06404
C01397,C01397
C00863,C00863
C05409,C05409
C10989,C10989
C03241,C03241
C07208,C07208
C06035,C06035
C09487,C09487
C11740,C11740
C02110,C02110
C13177,C13177
C07286,C07286
C05781,C05781
C04035,C04035
C04081,C04081
C02419,C02419
C10419,C10419
C03084,C03084
C11488,C11488
C04917,C04917
C01647,C01647
C01792,C01792
C08822,C08822
C08498,C08498
C04076,C04076
C10027,C10027
C10103,C10103
C02581,C02581
C10480,C10480
C10466,C10466
C09232,C09232
C02588,C02588
C05571,C05571
C03841,C03841
C04862,C04862
C11097,C11097
C07701,C07701
C01628,C01628
C02965,C02965
C01564,C01564
C12298,C12298
C09520,C09520
C01367,C01367
C12662,C12662
C00725,C00725
C10169,C10169
C05913,C05913
C08700,C08700
C13485,C13485
C08894,C08894
C11219,C11219
C07700,C07700
C09670,C09670
C06518,C06518
C12440,C12440
C03792,C03792
C01963,C01963
C04470,C04470
C12557,C12557
C09105,C09105
C06083,C06083
C07421,C07421
C09451,C09451
C01322,C01322
C06627,C06627
C10766,C10766
C01932,C01932
C02961,C02961
C11694,C11694
C04628,C04628
C02194,C02194
C07358,C07358
C06120,C06120
C07383,C07383
C05092,C05092
C04825,C04825
C12186,C12186
C12832,C12832
C08735,C08735
C07468,C07468
C09246,C09246
C08257,C08257
C05971,C05971
C10969,C10969
C13446,C13446
C01062,C01062
C11250,C11250
C05170,C05170
C12217,C12217
C07182,C07182
C13125,C13125
C03232,C03232
C08770,C08770
C05304,C05304
C04904,C04904
C10865,C10865
C08128,C08128
C08493,C08493
C12793,C12793
C07238,C07238
C00069,C00069
C08360,C08360
C07935,C07935
C00188,C00188
C01681,C01681
C11274,C11274
C13149,C13149
C04277,C04277
C03926,C03926
C10855,C10855
C10885,C10885
C09185,C09185
