case_id,opened_at,closed_at,outcome,pattern,n_txns,exposure_usd,report_filed
CC-1149,2016-07-25 12:05:34,2016-07-27 05:05:34,cleared,none,1,0.0,No
CC-1150,2016-07-25 12:35:45,2016-07-27 10:35:45,confirmed_fraud,account_takeover,3,134.98,No
CC-1151,2016-07-25 12:36:32,2016-07-30 04:36:32,confirmed_fraud,card_not_present_fraud,2,799.86,No
CC-1152,2016-07-25 12:42:03,2016-07-27 23:42:03,confirmed_fraud,out_of_region_use,1,38.92,No
CC-1153,2016-07-25 14:11:13,2016-07-26 13:11:13,cleared,none,1,0.0,No
CC-1154,2016-07-25 15:17:01,2016-07-30 05:17:01,confirmed_fraud,card_not_present_fraud,2,57.58,No
CC-1155,2016-07-25 15:29:08,2016-07-27 07:29:08,cleared,none,1,0.0,No
CC-1156,2016-07-25 16:50:30,2016-07-31 11:50:30,confirmed_fraud,card_not_present_fraud,1,449.97,No
CC-1157,2016-07-25 17:47:26,2016-07-27 03:47:26,confirmed_fraud,out_of_region_use,1,390.0,No
CC-1158,2016-07-25 18:38:17,2016-07-27 17:38:17,confirmed_fraud,card_not_present_fraud,1,93.21,No
CC-1159,2016-07-25 19:58:42,2016-07-28 13:58:42,cleared,none,1,0.0,No
CC-1160,2016-07-25 19:59:59,2016-07-29 21:59:59,confirmed_fraud,out_of_region_use,2,822.01,No
CC-1161,2016-07-25 20:25:11,2016-07-29 19:25:11,confirmed_fraud,card_not_present_fraud,1,265.51,No
CC-1162,2016-07-25 21:05:03,2016-07-27 15:05:03,cleared,none,1,0.0,No
CC-1163,2016-07-25 21:33:31,2016-07-27 13:33:31,cleared,none,1,0.0,No
CC-1164,2016-07-25 21:39:31,2016-07-26 15:39:31,cleared,none,1,0.0,No
CC-1165,2016-07-25 22:03:27,2016-07-28 19:03:27,cleared,none,1,0.0,No
CC-1166,2016-07-25 22:24:56,2016-07-27 02:24:56,confirmed_fraud,card_not_present_new_device,1,40.95,No
CC-1167,2016-07-25 23:05:40,2016-07-29 01:05:40,confirmed_fraud,out_of_region_use,1,117.06,No
CC-1168,2016-07-25 23:05:53,2016-07-27 17:05:53,cleared,none,1,0.0,No
CC-1169,2016-07-25 23:18:18,2016-07-27 04:18:18,confirmed_fraud,card_not_present_new_device,7,276.82,No
CC-1170,2016-07-25 23:49:08,2016-07-31 00:49:08,confirmed_fraud,card_not_present_new_device,2,37.49,No
CC-1171,2016-07-26 00:12:05,2016-07-29 20:12:05,confirmed_fraud,out_of_region_use,1,116.97,No
CC-1172,2016-07-26 00:22:55,2016-07-31 20:22:55,confirmed_fraud,account_takeover,3,418.92,No
CC-1173,2016-07-26 00:27:22,2016-07-28 05:27:22,confirmed_fraud,card_not_present_fraud,2,151.78,No
CC-1174,2016-07-26 00:30:07,2016-07-26 19:30:07,cleared,none,1,0.0,No
CC-1175,2016-07-26 00:30:13,2016-07-27 23:30:13,cleared,none,1,0.0,No
CC-1176,2016-07-26 00:33:05,2016-07-27 19:33:05,cleared,none,1,0.0,No
CC-1177,2016-07-26 00:33:42,2016-07-29 19:33:42,confirmed_fraud,out_of_region_use,4,201.54,No
CC-1178,2016-07-26 00:37:37,2016-07-29 02:37:37,confirmed_fraud,card_not_present_fraud,1,122.58,No
CC-1179,2016-07-26 00:43:42,2016-07-28 20:43:42,confirmed_fraud,out_of_region_use,1,369.63,No
CC-1180,2016-07-26 01:03:34,2016-07-27 22:03:34,confirmed_fraud,card_not_present_fraud,1,55.42,No
CC-1181,2016-07-26 01:06:16,2016-07-28 05:06:16,confirmed_fraud,card_not_present_new_device,1,40.19,No
CC-1182,2016-07-26 01:11:10,2016-07-27 19:11:10,cleared,none,1,0.0,No
CC-1183,2016-07-26 01:14:03,2016-07-28 17:14:03,cleared,none,1,0.0,No
CC-1184,2016-07-26 01:15:00,2016-07-27 22:15:00,cleared,none,1,0.0,No
CC-1185,2016-07-26 01:20:03,2016-07-27 18:20:03,cleared,none,1,0.0,No
CC-1186,2016-07-26 01:51:25,2016-07-29 03:51:25,confirmed_fraud,account_takeover,2,195.83,No
CC-1187,2016-07-26 01:53:51,2016-07-26 20:53:51,cleared,none,1,0.0,No
CC-1188,2016-07-26 01:59:45,2016-07-30 14:59:45,confirmed_fraud,card_not_present_fraud,1,99.97,No
CC-1189,2016-07-26 02:09:16,2016-07-29 00:09:16,confirmed_fraud,account_takeover,98,18357.79,Yes
CC-1190,2016-07-26 02:12:57,2016-07-26 20:12:57,cleared,none,1,0.0,No
CC-1191,2016-07-26 02:14:47,2016-07-27 22:14:47,cleared,none,1,0.0,No
CC-1192,2016-07-26 02:17:11,2016-07-29 23:17:11,confirmed_fraud,out_of_region_use,4,841.06,No
CC-1193,2016-07-26 02:32:34,2016-07-30 17:32:34,confirmed_fraud,account_takeover,1,107.9,No
CC-1194,2016-07-26 02:34:28,2016-07-31 10:34:28,confirmed_fraud,account_takeover,1,30.0,No
CC-1195,2016-07-26 02:50:50,2016-07-29 02:50:50,confirmed_fraud,card_not_present_new_device,11,572.89,No
CC-1196,2016-07-26 02:56:55,2016-07-26 21:56:55,cleared,none,1,0.0,No
CC-1197,2016-07-26 03:21:01,2016-07-31 12:21:01,confirmed_fraud,account_takeover,2,218.01,No
CC-1198,2016-07-26 03:41:51,2016-07-28 13:41:51,confirmed_fraud,account_takeover,1,39.0,No
CC-1199,2016-07-26 03:47:47,2016-07-26 20:47:47,cleared,none,1,0.0,No
CC-1200,2016-07-26 04:15:38,2016-07-28 00:15:38,confirmed_fraud,card_not_present_new_device,18,1181.17,Yes
CC-1201,2016-07-26 04:24:53,2016-07-27 01:24:53,cleared,none,1,0.0,No
CC-1202,2016-07-26 04:50:11,2016-07-30 15:50:11,confirmed_fraud,card_not_present_fraud,2,400.09,No
CC-1203,2016-07-26 05:02:05,2016-07-28 03:02:05,cleared,none,1,0.0,No
CC-1204,2016-07-26 05:07:37,2016-07-30 18:07:37,confirmed_fraud,account_takeover,1,170.99,No
CC-1205,2016-07-26 05:14:10,2016-07-29 00:14:10,cleared,none,1,0.0,No
CC-1206,2016-07-26 05:19:45,2016-07-28 02:19:45,cleared,none,1,0.0,No
CC-1207,2016-07-26 05:47:33,2016-07-31 08:47:33,confirmed_fraud,account_takeover,10,515.46,No
CC-1208,2016-07-26 05:55:22,2016-07-30 16:55:22,confirmed_fraud,card_not_present_fraud,1,300.06,No
CC-1209,2016-07-26 06:21:11,2016-07-31 23:21:11,confirmed_fraud,card_not_present_fraud,2,278.34,No
CC-1210,2016-07-26 06:55:54,2016-07-29 14:55:54,confirmed_fraud,card_not_present_new_device,2,160.02,No
CC-1211,2016-07-26 06:59:41,2016-07-27 02:59:41,cleared,none,1,0.0,No
CC-1212,2016-07-26 07:05:04,2016-07-29 04:05:04,cleared,none,1,0.0,No
CC-1213,2016-07-26 07:16:40,2016-07-29 00:16:40,cleared,none,1,0.0,No
CC-1214,2016-07-26 07:37:59,2016-07-29 00:37:59,cleared,none,1,0.0,No
CC-1215,2016-07-26 07:57:59,2016-07-30 01:57:59,confirmed_fraud,card_not_present_fraud,2,63.79,No
CC-1216,2016-07-26 08:23:21,2016-07-29 06:23:21,confirmed_fraud,account_takeover,10,587.83,No
CC-1217,2016-07-26 08:56:53,2016-07-28 22:56:53,confirmed_fraud,card_not_present_new_device,18,862.71,No
CC-1218,2016-07-26 09:20:51,2016-07-30 05:20:51,confirmed_fraud,card_not_present_fraud,1,65.08,No
CC-1219,2016-07-26 09:51:21,2016-07-27 22:51:21,confirmed_fraud,card_not_present_new_device,1,50.29,No
CC-1220,2016-07-26 09:57:33,2016-07-27 05:57:33,cleared,none,1,0.0,No
CC-1221,2016-07-26 10:56:54,2016-07-28 05:56:54,confirmed_fraud,out_of_region_use,1,25.02,No
CC-1222,2016-07-26 11:12:58,2016-07-29 14:12:58,confirmed_fraud,out_of_region_use,1,43.9,No
CC-1223,2016-07-26 11:57:28,2016-07-28 23:57:28,confirmed_fraud,card_not_present_fraud,1,55.34,No
CC-1224,2016-07-26 12:49:34,2016-07-27 11:49:34,confirmed_fraud,card_not_present_new_device,2,250.03,No
CC-1225,2016-07-26 13:19:11,2016-07-28 15:19:11,confirmed_fraud,out_of_region_use,2,127.99,No
CC-1226,2016-07-26 13:32:04,2016-07-27 19:32:04,confirmed_fraud,account_takeover,2,1249.92,Yes
CC-1227,2016-07-26 15:20:44,2016-07-27 14:20:44,cleared,none,1,0.0,No
CC-1228,2016-07-26 15:26:52,2016-07-28 17:26:52,confirmed_fraud,account_takeover,10,1112.65,Yes
CC-1229,2016-07-26 16:09:02,2016-07-31 15:09:02,confirmed_fraud,account_takeover,2,95.95,No
CC-1230,2016-07-26 16:37:06,2016-07-27 21:37:06,confirmed_fraud,card_not_present_new_device,1,150.09,No
CC-1231,2016-07-26 17:12:58,2016-07-27 14:12:58,cleared,none,1,0.0,No
CC-1232,2016-07-26 17:47:37,2016-07-28 16:47:37,cleared,none,1,0.0,No
CC-1233,2016-07-26 17:52:11,2016-07-27 14:52:11,cleared,none,1,0.0,No
CC-1234,2016-07-26 18:29:14,2016-07-30 15:29:14,confirmed_fraud,card_not_present_new_device,1,20.58,No
CC-1235,2016-07-26 19:03:45,2016-07-29 23:03:45,confirmed_fraud,card_testing,21,1030.15,Yes
CC-1236,2016-07-26 19:33:17,2016-07-27 14:33:17,cleared,none,1,0.0,No
CC-1237,2016-07-26 19:54:06,2016-07-27 22:54:06,confirmed_fraud,out_of_region_use,1,58.94,No
CC-1238,2016-07-26 19:55:30,2016-07-28 13:55:30,cleared,none,1,0.0,No
CC-1239,2016-07-26 21:14:15,2016-07-30 18:14:15,confirmed_fraud,card_not_present_new_device,1,79.97,No
CC-1240,2016-07-26 21:44:56,2016-07-29 15:44:56,cleared,none,1,0.0,No
CC-1241,2016-07-26 22:18:16,2016-07-28 17:18:16,confirmed_fraud,card_not_present_fraud,1,64.67,No
CC-1242,2016-07-26 22:21:17,2016-07-29 15:21:17,confirmed_fraud,card_testing,31,1421.21,Yes
CC-1243,2016-07-26 22:53:16,2016-07-31 16:53:16,confirmed_fraud,card_not_present_new_device,3,164.56,No
CC-1244,2016-07-26 23:07:48,2016-07-29 17:07:48,cleared,none,1,0.0,No
CC-1245,2016-07-26 23:23:46,2016-07-29 23:23:46,confirmed_fraud,card_not_present_fraud,1,9.14,No
CC-1246,2016-07-26 23:25:44,2016-07-29 17:25:44,cleared,none,1,0.0,No
CC-1247,2016-07-26 23:29:20,2016-07-27 15:29:20,cleared,none,1,0.0,No
CC-1248,2016-07-26 23:31:41,2016-07-29 18:31:41,confirmed_fraud,card_not_present_fraud,1,150.07,No
CC-1249,2016-07-26 23:33:17,2016-07-28 20:33:17,confirmed_fraud,card_not_present_fraud,1,161.13,No
CC-1250,2016-07-26 23:42:46,2016-07-28 05:42:46,confirmed_fraud,card_not_present_new_device,1,300.04,No
CC-1251,2016-07-26 23:50:39,2016-07-28 19:50:39,cleared,none,1,0.0,No
CC-1252,2016-07-27 00:21:28,2016-07-29 01:21:28,confirmed_fraud,card_not_present_new_device,1,70.29,No
CC-1253,2016-07-27 00:34:06,2016-07-29 22:34:06,confirmed_fraud,out_of_region_use,2,205.94,No
CC-1254,2016-07-27 00:40:30,2016-07-28 18:40:30,cleared,none,1,0.0,No
CC-1255,2016-07-27 01:04:10,2016-08-01 14:04:10,confirmed_fraud,card_not_present_fraud,1,465.0,No
CC-1256,2016-07-27 01:04:34,2016-07-29 19:04:34,cleared,none,1,0.0,No
CC-1257,2016-07-27 01:14:58,2016-07-29 21:14:58,cleared,none,1,0.0,No
CC-1258,2016-07-27 01:26:33,2016-07-28 22:26:33,confirmed_fraud,card_not_present_fraud,2,450.13,No
CC-1259,2016-07-27 01:48:12,2016-07-29 18:48:12,cleared,none,1,0.0,No
CC-1260,2016-07-27 01:49:02,2016-07-27 21:49:02,cleared,none,1,0.0,No
CC-1261,2016-07-27 02:10:03,2016-07-27 18:10:03,cleared,none,1,0.0,No
CC-1262,2016-07-27 02:44:24,2016-07-28 22:44:24,cleared,none,1,0.0,No
CC-1263,2016-07-27 03:17:28,2016-07-30 23:17:28,confirmed_fraud,card_not_present_new_device,2,82.67,No
CC-1264,2016-07-27 03:46:08,2016-07-29 22:46:08,cleared,none,1,0.0,No
CC-1265,2016-07-27 05:06:04,2016-07-28 15:06:04,confirmed_fraud,account_takeover,2,59.89,No
CC-1266,2016-07-27 05:13:58,2016-07-28 21:13:58,cleared,none,1,0.0,No
CC-1267,2016-07-27 05:41:51,2016-07-27 23:41:51,cleared,none,1,0.0,No
CC-1268,2016-07-27 06:13:45,2016-07-28 16:13:45,confirmed_fraud,card_not_present_fraud,1,200.05,No
CC-1269,2016-07-27 06:24:18,2016-08-01 22:24:18,confirmed_fraud,account_takeover,1,170.91,No
CC-1270,2016-07-27 06:28:44,2016-07-29 00:28:44,confirmed_fraud,card_not_present_fraud,3,699.83,No
CC-1271,2016-07-27 06:57:45,2016-07-29 04:57:45,confirmed_fraud,account_takeover,1,209.94,No
CC-1272,2016-07-27 07:33:20,2016-07-29 00:33:20,cleared,none,1,0.0,No
CC-1273,2016-07-27 07:54:18,2016-07-29 00:54:18,confirmed_fraud,card_not_present_new_device,2,51.23,No
CC-1274,2016-07-27 08:21:14,2016-08-02 05:21:14,confirmed_fraud,card_not_present_fraud,1,249.97,No
CC-1275,2016-07-27 08:22:59,2016-07-29 18:22:59,confirmed_fraud,card_not_present_new_device,13,953.27,No
CC-1276,2016-07-27 08:58:01,2016-07-30 05:58:01,confirmed_fraud,account_takeover,2,97.98,No
CC-1277,2016-07-27 09:01:15,2016-07-30 01:01:15,cleared,none,1,0.0,No
CC-1278,2016-07-27 09:07:43,2016-07-31 20:07:43,confirmed_fraud,out_of_region_use,2,845.03,No
CC-1279,2016-07-27 09:11:56,2016-08-01 04:11:56,confirmed_fraud,account_takeover,1,36.51,No
CC-1280,2016-07-27 09:14:18,2016-07-30 05:14:18,cleared,none,1,0.0,No
CC-1281,2016-07-27 09:14:55,2016-08-01 06:14:55,confirmed_fraud,card_not_present_new_device,2,750.07,No
CC-1282,2016-07-27 09:29:04,2016-07-30 01:29:04,confirmed_fraud,card_not_present_fraud,3,249.82,No
CC-1283,2016-07-27 10:21:41,2016-08-01 01:21:41,confirmed_fraud,card_not_present_fraud,1,199.92,No
CC-1284,2016-07-27 10:42:18,2016-07-28 02:42:18,cleared,none,1,0.0,No
CC-1285,2016-07-27 11:09:39,2016-07-29 21:09:39,confirmed_fraud,card_not_present_new_device,3,900.07,No
CC-1286,2016-07-27 12:04:43,2016-07-29 22:04:43,confirmed_fraud,card_not_present_fraud,2,35.04,No
CC-1287,2016-07-27 12:22:39,2016-07-28 05:22:39,cleared,none,1,0.0,No
CC-1288,2016-07-27 12:40:00,2016-07-31 20:40:00,confirmed_fraud,card_not_present_new_device,1,84.28,No
CC-1289,2016-07-27 14:10:52,2016-07-28 19:10:52,confirmed_fraud,account_takeover,49,7687.05,Yes
CC-1290,2016-07-27 15:52:57,2016-07-30 14:52:57,cleared,none,1,0.0,No
CC-1291,2016-07-27 16:36:00,2016-08-02 04:36:00,confirmed_fraud,card_not_present_fraud,1,99.99,No
CC-1292,2016-07-27 17:58:41,2016-07-31 12:58:41,confirmed_fraud,out_of_region_use,1,112.95,No
CC-1293,2016-07-27 18:06:16,2016-07-29 03:06:16,confirmed_fraud,card_not_present_fraud,10,419.34,No
CC-1294,2016-07-27 18:20:32,2016-07-28 22:20:32,confirmed_fraud,account_takeover,3,203.14,No
CC-1295,2016-07-27 19:34:02,2016-07-30 15:34:02,cleared,none,1,0.0,No
CC-1296,2016-07-27 19:34:55,2016-07-30 00:34:55,confirmed_fraud,card_not_present_fraud,1,16.64,No
CC-1297,2016-07-27 19:53:54,2016-08-02 01:53:54,confirmed_fraud,card_not_present_new_device,1,100.06,No
CC-1298,2016-07-27 20:04:08,2016-08-02 00:04:08,confirmed_fraud,card_not_present_new_device,1,29.15,No
CC-1299,2016-07-27 20:12:54,2016-08-01 18:12:54,confirmed_fraud,out_of_region_use,2,999.0,No
CC-1300,2016-07-27 20:21:56,2016-07-31 22:21:56,confirmed_fraud,card_not_present_fraud,5,112.22,No
CC-1301,2016-07-27 20:33:04,2016-07-28 22:33:04,confirmed_fraud,card_not_present_fraud,1,30.63,No
CC-1302,2016-07-27 20:56:12,2016-07-29 18:56:12,confirmed_fraud,card_not_present_new_device,8,1099.89,Yes
CC-1303,2016-07-27 21:03:15,2016-07-29 19:03:15,cleared,none,1,0.0,No
CC-1304,2016-07-27 21:51:55,2016-07-29 17:51:55,cleared,none,1,0.0,No
CC-1305,2016-07-27 22:17:47,2016-07-31 18:17:47,confirmed_fraud,card_not_present_new_device,2,241.23,No
CC-1306,2016-07-27 22:20:33,2016-07-29 18:20:33,cleared,none,1,0.0,No
CC-1307,2016-07-27 22:25:24,2016-07-28 17:25:24,cleared,none,1,0.0,No
CC-1308,2016-07-27 22:43:24,2016-07-31 18:43:24,confirmed_fraud,card_not_present_fraud,1,72.11,No
CC-1309,2016-07-27 23:04:56,2016-07-30 01:04:56,confirmed_fraud,account_takeover,3,289.95,No
CC-1310,2016-07-27 23:12:36,2016-07-29 15:12:36,cleared,none,1,0.0,No
CC-1311,2016-07-27 23:23:01,2016-07-30 16:23:01,cleared,none,1,0.0,No
CC-1312,2016-07-27 23:28:31,2016-07-30 05:28:31,confirmed_fraud,card_not_present_new_device,1,149.96,No
CC-1313,2016-07-28 00:03:51,2016-07-28 22:03:51,cleared,none,1,0.0,No
CC-1314,2016-07-28 00:17:14,2016-07-31 05:17:14,confirmed_fraud,account_takeover,1,47.91,No
CC-1315,2016-07-28 00:46:44,2016-07-28 21:46:44,confirmed_fraud,card_not_present_fraud,1,237.89,No
CC-1316,2016-07-28 00:49:27,2016-07-30 18:49:27,confirmed_fraud,card_not_present_fraud,2,399.87,No
CC-1317,2016-07-28 00:53:12,2016-07-28 22:53:12,cleared,none,1,0.0,No
CC-1318,2016-07-28 01:00:52,2016-08-02 00:00:52,confirmed_fraud,out_of_region_use,1,215.97,No
CC-1319,2016-07-28 01:26:47,2016-07-31 21:26:47,confirmed_fraud,out_of_region_use,3,199.99,No
CC-1320,2016-07-28 01:47:32,2016-07-30 17:47:32,cleared,none,1,0.0,No
CC-1321,2016-07-28 02:03:20,2016-07-28 23:03:20,cleared,none,1,0.0,No
CC-1322,2016-07-28 02:06:23,2016-07-29 21:06:23,confirmed_fraud,account_takeover,1,96.95,No
CC-1323,2016-07-28 02:45:26,2016-07-29 20:45:26,cleared,none,1,0.0,No
CC-1324,2016-07-28 02:55:41,2016-08-01 21:55:41,confirmed_fraud,card_not_present_fraud,1,49.98,No
CC-1325,2016-07-28 03:53:00,2016-08-02 02:53:00,confirmed_fraud,card_not_present_new_device,2,199.97,No
CC-1326,2016-07-28 04:25:43,2016-07-30 02:25:43,cleared,none,1,0.0,No
CC-1327,2016-07-28 04:38:54,2016-07-30 00:38:54,cleared,none,1,0.0,No
CC-1328,2016-07-28 05:23:44,2016-07-31 06:23:44,confirmed_fraud,card_not_present_new_device,1,150.06,No
CC-1329,2016-07-28 05:46:30,2016-08-03 00:46:30,confirmed_fraud,account_takeover,3,667.02,No
CC-1330,2016-07-28 06:37:30,2016-07-31 02:37:30,confirmed_fraud,account_takeover,2,340.03,No
CC-1331,2016-07-28 06:44:10,2016-07-31 01:44:10,confirmed_fraud,card_not_present_new_device,45,7649.69,Yes
CC-1332,2016-07-28 07:00:36,2016-07-30 04:00:36,confirmed_fraud,out_of_region_use,1,98.01,No
CC-1333,2016-07-28 07:06:01,2016-07-29 23:06:01,cleared,none,1,0.0,No
CC-1334,2016-07-28 07:10:07,2016-08-02 09:10:07,confirmed_fraud,account_takeover,3,405.38,No
CC-1335,2016-07-28 07:10:29,2016-08-02 01:10:29,confirmed_fraud,card_not_present_new_device,5,653.63,No
CC-1336,2016-07-28 08:12:54,2016-07-30 02:12:54,cleared,none,1,0.0,No
CC-1337,2016-07-28 08:27:02,2016-08-02 04:27:02,confirmed_fraud,out_of_region_use,1,57.99,No
CC-1338,2016-07-28 08:57:14,2016-07-30 18:57:14,confirmed_fraud,out_of_region_use,7,842.73,No
CC-1339,2016-07-28 09:09:39,2016-07-30 04:09:39,confirmed_fraud,card_not_present_fraud,1,100.02,No
CC-1340,2016-07-28 09:37:52,2016-08-01 16:37:52,confirmed_fraud,account_takeover,1,48.97,No
CC-1341,2016-07-28 12:18:18,2016-07-30 00:18:18,confirmed_fraud,card_not_present_new_device,2,54.57,No
CC-1342,2016-07-28 13:13:17,2016-08-02 22:13:17,confirmed_fraud,account_takeover,1,663.93,No
CC-1343,2016-07-28 13:56:57,2016-07-30 00:56:57,confirmed_fraud,account_takeover,1,116.96,No
CC-1344,2016-07-28 14:24:33,2016-07-30 06:24:33,cleared,none,1,0.0,No
CC-1345,2016-07-28 14:45:05,2016-07-29 16:45:05,confirmed_fraud,card_not_present_new_device,1,149.99,No
CC-1346,2016-07-28 15:29:58,2016-08-02 13:29:58,confirmed_fraud,card_not_present_fraud,1,161.69,No
CC-1347,2016-07-28 16:10:32,2016-07-29 15:10:32,cleared,none,1,0.0,No
CC-1348,2016-07-28 16:23:21,2016-08-03 03:23:21,confirmed_fraud,account_takeover,1,302.01,No
CC-1349,2016-07-28 16:30:38,2016-07-31 16:30:38,confirmed_fraud,card_not_present_fraud,1,125.06,No
CC-1350,2016-07-28 16:47:27,2016-07-30 06:47:27,confirmed_fraud,card_not_present_fraud,1,23.86,No
CC-1351,2016-07-28 16:57:29,2016-07-30 14:57:29,cleared,none,1,0.0,No
CC-1352,2016-07-28 17:04:38,2016-07-30 14:04:38,cleared,none,1,0.0,No
CC-1353,2016-07-28 17:47:36,2016-08-02 19:47:36,confirmed_fraud,card_not_present_new_device,1,32.37,No
CC-1354,2016-07-28 17:48:51,2016-07-31 22:48:51,confirmed_fraud,out_of_region_use,1,206.0,No
CC-1355,2016-07-28 18:05:18,2016-07-29 16:05:18,confirmed_fraud,account_takeover,1,474.93,No
CC-1356,2016-07-28 19:22:14,2016-07-30 21:22:14,confirmed_fraud,card_not_present_fraud,1,275.01,No
CC-1357,2016-07-28 19:31:32,2016-08-03 02:31:32,confirmed_fraud,account_takeover,4,3226.92,Yes
CC-1358,2016-07-28 20:42:35,2016-07-30 17:42:35,confirmed_fraud,card_not_present_fraud,1,64.74,No
CC-1359,2016-07-28 20:42:52,2016-07-29 16:42:52,cleared,none,1,0.0,No
CC-1360,2016-07-28 20:45:08,2016-07-30 19:45:08,cleared,none,1,0.0,No
CC-1361,2016-07-28 20:49:32,2016-07-31 19:49:32,cleared,none,1,0.0,No
CC-1362,2016-07-28 21:14:17,2016-07-29 17:14:17,cleared,none,1,0.0,No
CC-1363,2016-07-28 21:16:06,2016-07-31 19:16:06,cleared,none,1,0.0,No
CC-1364,2016-07-28 21:30:19,2016-07-31 18:30:19,cleared,none,1,0.0,No
CC-1365,2016-07-28 21:45:48,2016-07-29 18:45:48,cleared,none,1,0.0,No
CC-1366,2016-07-28 21:47:46,2016-07-30 17:47:46,cleared,none,1,0.0,No
CC-1367,2016-07-28 22:19:08,2016-08-02 16:19:08,confirmed_fraud,card_not_present_fraud,1,93.82,No
CC-1368,2016-07-28 22:37:59,2016-08-02 13:37:59,confirmed_fraud,account_takeover,1,58.95,No
CC-1369,2016-07-28 22:51:35,2016-08-01 06:51:35,confirmed_fraud,card_not_present_fraud,1,23.84,No
CC-1370,2016-07-28 23:04:14,2016-08-01 00:04:14,confirmed_fraud,card_not_present_new_device,2,200.08,No
CC-1371,2016-07-28 23:40:25,2016-08-03 02:40:25,confirmed_fraud,account_takeover,1,58.91,No
CC-1372,2016-07-28 23:49:59,2016-08-03 16:49:59,confirmed_fraud,account_takeover,3,136.85,No
CC-1373,2016-07-28 23:51:37,2016-07-30 17:51:37,cleared,none,1,0.0,No
CC-1374,2016-07-28 23:57:12,2016-07-30 22:57:12,cleared,none,1,0.0,No
CC-1375,2016-07-29 00:09:36,2016-08-03 03:09:36,confirmed_fraud,card_not_present_fraud,1,99.93,No
CC-1376,2016-07-29 00:14:18,2016-08-03 05:14:18,confirmed_fraud,card_not_present_fraud,2,60.59,No
CC-1377,2016-07-29 00:19:55,2016-07-30 18:19:55,cleared,none,1,0.0,No
CC-1378,2016-07-29 00:37:57,2016-07-30 19:37:57,cleared,none,1,0.0,No
CC-1379,2016-07-29 00:55:37,2016-08-02 01:55:37,confirmed_fraud,card_not_present_new_device,1,28.83,No
CC-1380,2016-07-29 01:00:39,2016-08-01 23:00:39,confirmed_fraud,card_not_present_new_device,1,49.99,No
CC-1381,2016-07-29 01:15:01,2016-07-31 22:15:01,cleared,none,1,0.0,No
CC-1382,2016-07-29 01:21:55,2016-07-29 19:21:55,cleared,none,1,0.0,No
CC-1383,2016-07-29 01:30:41,2016-08-01 00:30:41,cleared,none,1,0.0,No
CC-1384,2016-07-29 01:34:45,2016-08-02 21:34:45,confirmed_fraud,account_takeover,1,171.08,No
CC-1385,2016-07-29 01:37:18,2016-07-31 19:37:18,confirmed_fraud,card_not_present_new_device,9,612.22,No
CC-1386,2016-07-29 01:51:51,2016-07-31 18:51:51,cleared,none,1,0.0,No
CC-1387,2016-07-29 02:10:41,2016-08-01 23:10:41,confirmed_fraud,out_of_region_use,4,224.01,No
CC-1388,2016-07-29 03:17:33,2016-07-30 16:17:33,confirmed_fraud,account_takeover,1,580.97,No
CC-1389,2016-07-29 03:17:58,2016-07-30 23:17:58,cleared,none,1,0.0,No
CC-1390,2016-07-29 03:21:29,2016-08-01 16:21:29,confirmed_fraud,card_not_present_new_device,39,2281.47,Yes
CC-1391,2016-07-29 03:55:17,2016-07-30 19:55:17,cleared,none,1,0.0,No
CC-1392,2016-07-29 04:12:02,2016-08-04 00:12:02,confirmed_fraud,out_of_region_use,1,271.35,No
CC-1393,2016-07-29 04:27:40,2016-08-01 02:27:40,cleared,none,1,0.0,No
CC-1394,2016-07-29 04:30:58,2016-07-31 01:30:58,cleared,none,1,0.0,No
CC-1395,2016-07-29 05:05:54,2016-08-01 16:05:54,confirmed_fraud,out_of_region_use,1,159.87,No
CC-1396,2016-07-29 05:21:22,2016-08-01 02:21:22,cleared,none,1,0.0,No
CC-1397,2016-07-29 06:05:18,2016-07-30 00:05:18,cleared,none,1,0.0,No
CC-1398,2016-07-29 06:56:09,2016-08-01 08:56:09,confirmed_fraud,account_takeover,1,170.92,No
CC-1399,2016-07-29 07:54:22,2016-07-30 00:54:22,cleared,none,1,0.0,No
CC-1400,2016-07-29 08:02:18,2016-07-31 01:02:18,confirmed_fraud,card_not_present_fraud,1,25.28,No
CC-1401,2016-07-29 08:03:15,2016-08-01 05:03:15,confirmed_fraud,card_not_present_new_device,4,304.46,No
CC-1402,2016-07-29 08:23:19,2016-07-30 03:23:19,cleared,none,1,0.0,No
CC-1403,2016-07-29 08:50:09,2016-07-31 15:50:09,confirmed_fraud,card_not_present_fraud,1,149.96,No
CC-1404,2016-07-29 08:58:26,2016-08-01 03:58:26,cleared,none,1,0.0,No
CC-1405,2016-07-29 09:32:10,2016-08-04 07:32:10,confirmed_fraud,card_not_present_new_device,2,55.54,No
CC-1406,2016-07-29 10:15:57,2016-07-30 11:15:57,confirmed_fraud,card_not_present_fraud,1,39.91,No
CC-1407,2016-07-29 11:16:39,2016-08-02 11:16:39,confirmed_fraud,account_takeover,1,170.94,No
CC-1408,2016-07-29 12:20:27,2016-07-30 21:20:27,confirmed_fraud,card_not_present_new_device,2,200.15,No
CC-1409,2016-07-29 13:00:05,2016-07-31 01:00:05,confirmed_fraud,account_takeover,1,31.99,No
CC-1410,2016-07-29 13:52:09,2016-07-31 16:52:09,confirmed_fraud,out_of_region_use,1,58.02,No
