transaction_id,case_id
3081608,CC-0993
3086837,CC-0994
3085835,CC-0995
3080892|3081102,CC-0996
3087496,CC-0997
3045915|3052649|3060618|3060649|3063451|3063582|3064964|3065122|3066270|3068197|3075565|3082885|3083807|3086334,CC-0998
3080875|3083566|3083648|3083784|3083866,CC-0999
3087509,CC-1000
3086169,CC-1001
3085512,CC-1002
3087510,CC-1003
3086393,CC-1004
3081626,CC-1005
3087673,CC-1006
3084451,CC-1007
3087345,CC-1008
3086031,CC-1009
3081960,CC-1010
3080022|3082015,CC-1011
3075431|3084135,CC-1012
3083032,CC-1013
3086434|3087854,CC-1014
3075128|3076906|3082202|3086681|3086696|3086757|3086769|3086838|3086872,CC-1015
3087827,CC-1016
3082375,CC-1017
3083385|3083443,CC-1018
3088102,CC-1019
3086293,CC-1020
3088320,CC-1021
3088862,CC-1022
3075052|3083050,CC-1023
3089152,CC-1024
3089159,CC-1025
3085513,CC-1026
3089662,CC-1027
3086999,CC-1028
3090204,CC-1029
3090245,CC-1030
3088612,CC-1031
3089785,CC-1032
3085305,CC-1033
3088468,CC-1034
3083790,CC-1035
3090167,CC-1036
3091711,CC-1037
3083757|3087040,CC-1038
3091973,CC-1039
3090758,CC-1040
3091505|3091517|3091633,CC-1041
3089944,CC-1042
3089163,CC-1043
3089665,CC-1044
3076032|3081343|3081424|3087541,CC-1045
3088577|3088684,CC-1046
3090326,CC-1047
3087780,CC-1048
3089532,CC-1049
3085479,CC-1050
3091597,CC-1051
3092016,CC-1052
3089918,CC-1053
3090920,CC-1054
3077744|3077849|3078804|3078820|3078829|3088105,CC-1055
3031806|3035501|3035738|3040952|3041174|3042525|3042624|3043950|3045227|3052803|3056803|3059207|3059961|3060772|3062424|3062488|3063492|3064629|3071061|3071091|3071116|3071333|3076328|3076738|3077255|3078484|3081748|3086298,CC-1056
3091437,CC-1057
3090591,CC-1058
3091466,CC-1059
3091094,CC-1060
3091559,CC-1061
3091993,CC-1062
3087604,CC-1063
3046216|3046713|3050009|3053413|3054231|3059644|3062415|3062433|3064941|3068579|3068858|3070908|3072199|3073851|3082819|3082898|3088857|3092119,CC-1064
3090551,CC-1065
3090135,CC-1066
3087643|3088542|3089088|3089260,CC-1067
3088671,CC-1068
3079894|3087660|3087970,CC-1069
3092202,CC-1070
3088050,CC-1071
3091443,CC-1072
3086060|3092315,CC-1073
3082020|3082101|3091153,CC-1074
3092415,CC-1075
3077415|3086207,CC-1076
3092650,CC-1077
3074079|3081468|3081474|3088469|3090231,CC-1078
3092946,CC-1079
3087618,CC-1080
3092290,CC-1081
3089205,CC-1082
3093366,CC-1083
3091779|3092159|3092180|3092183,CC-1084
3086062|3093284,CC-1085
3082978|3087991,CC-1086
3089347,CC-1087
3091822|3091824|3091836|3091851|3091922,CC-1088
3087740|3091946,CC-1089
3095024,CC-1090
3093790,CC-1091
3094968,CC-1092
3087750|3087759|3087799|3087800|3090722,CC-1093
3095975,CC-1094
3094760,CC-1095
3094369,CC-1096
3094658,CC-1097
3095310,CC-1098
3071874|3079982|3084258|3093153,CC-1099
3096702,CC-1100
3094930,CC-1101
3050732|3054202|3055020|3057362|3058246|3065647|3070564|3072675|3072763|3077214|3080588|3080592|3080675|3085526|3085687|3090831|3093941|3096473,CC-1102
3092167,CC-1103
3093873|3093897,CC-1104
3096726,CC-1105
3095406,CC-1106
3095426,CC-1107
3097609,CC-1108
3097669,CC-1109
3096890,CC-1110
3095121,CC-1111
3097753,CC-1112
3095186,CC-1113
3095180,CC-1114
3098373,CC-1115
3085120|3096441|3097454,CC-1116
3097028,CC-1117
3095818,CC-1118
3093498,CC-1119
3098695,CC-1120
3095707|3097696,CC-1121
3096095,CC-1122
3097880,CC-1123
3096337,CC-1124
3093114|3093198|3093927|3098103,CC-1125
3098160,CC-1126
3095765,CC-1127
3099059,CC-1128
3097895,CC-1129
3098821,CC-1130
3099511,CC-1131
3098833,CC-1132
3095677,CC-1133
3099249,CC-1134
3099536,CC-1135
3098917,CC-1136
3099411,CC-1137
3099809,CC-1138
3098870,CC-1139
3095796,CC-1140
3061595|3061657|3065744|3068035|3069454|3076127|3082070|3084164|3085765|3086971|3087014|3087299|3087336|3088738|3088740|3098047,CC-1141
3099458,CC-1142
3099104,CC-1143
3094341,CC-1144
3095733|3099196|3099216,CC-1145
3099223,CC-1146
3099572,CC-1147
3096979,CC-1148
3099601,CC-1149
3079771|3090631|3094042,CC-1150
3099465|3099537,CC-1151
3098261,CC-1152
3100055,CC-1153
3099555|3099628,CC-1154
3099831,CC-1155
3099944,CC-1156
3099386,CC-1157
3095703,CC-1158
3100189,CC-1159
3087524|3097590,CC-1160
3096532,CC-1161
3100457,CC-1162
3100112,CC-1163
3100647,CC-1164
3102006,CC-1165
3099081,CC-1166
3098738,CC-1167
3101233,CC-1168
3082035|3087934|3091738|3091845|3093830|3093850|3099485,CC-1169
3096902|3098655,CC-1170
3096862,CC-1171
3099179|3099234|3102572,CC-1172
3099621|3099645,CC-1173
3102208,CC-1174
3103681,CC-1175
3102229,CC-1176
3092385|3096270|3096362|3096601,CC-1177
3099128,CC-1178
3097071,CC-1179
3103213,CC-1180
3099602,CC-1181
3102064,CC-1182
3101297,CC-1183
3103269,CC-1184
3101725,CC-1185
3094222|3099401,CC-1186
3102764,CC-1187
3100425,CC-1188
3001666|3002200|3002600|3003264|3007384|3010104|3012897|3013176|3013204|3013230|3013292|3015728|3015895|3016185|3016489|3016530|3017035|3019392|3019822|3023214|3023815|3023865|3024950|3024953|3026495|3026541|3026564|3027145|3029376|3030857|3030990|3030991|3031031|3031238|3033827|3035221|3035244|3035607|3035654|3035825|3035893|3037434|3037461|3037956|3038022|3038448|3038549|3039591|3039728|3041820|3043517|3047588|3052263|3054102|3055519|3056204|3056293|3056410|3060664|3066828|3075890|3076103|3076355|3076416|3076441|3076898|3077990|3079051|3079734|3079846|3081230|3081243|3081375|3081523|3081743|3081823|3082405|3082423|3083834|3084613|3085439|3085829|3086129|3086846|3087534|3087994|3090389|3092152|3093006|3096100|3096611|3096730|3097083|3097189|3098680|3103220|3103764|3103890,CC-1189
3102496,CC-1190
3103267,CC-1191
3097988|3098220|3103590|3103614,CC-1192
3101424,CC-1193
3099909,CC-1194
3071850|3074030|3076613|3077472|3081893|3088992|3091457|3091485|3091937|3093410|3099177,CC-1195
3103168,CC-1196
3099390|3099972,CC-1197
3100136,CC-1198
3102728,CC-1199
3060076|3063189|3063228|3063294|3063885|3069965|3070122|3070128|3070420|3071001|3076817|3078304|3080203|3088613|3089849|3092230|3093729|3098459,CC-1200
3104256,CC-1201
3100540|3100706,CC-1202
3104692,CC-1203
3101649,CC-1204
3103911,CC-1205
3104520,CC-1206
3071208|3074132|3079189|3087975|3088631|3088664|3088673|3099565|3099824|3099867,CC-1207
3101152,CC-1208
3098114|3103639,CC-1209
3100360|3100411,CC-1210
3104680,CC-1211
3104894,CC-1212
3103925,CC-1213
3104030,CC-1214
3103057|3104431,CC-1215
3072881|3082292|3089459|3092498|3092579|3095954|3096112|3099432|3099457|3099768,CC-1216
3047565|3051610|3059068|3063890|3067332|3069395|3069561|3079156|3080931|3082321|3085605|3089743|3090765|3090818|3097560|3099596|3099829|3103497,CC-1217
3105097,CC-1218
3103467,CC-1219
3105157,CC-1220
3105154,CC-1221
3100221,CC-1222
3103828,CC-1223
3098810|3099941,CC-1224
3090277|3100524,CC-1225
3100824|3102221,CC-1226
3105728,CC-1227
3074366|3074509|3076463|3077093|3081149|3081192|3086913|3091426|3100127|3101379,CC-1228
3089252|3100479,CC-1229
3103052,CC-1230
3105700,CC-1231
3106548,CC-1232
3105859,CC-1233
3100580,CC-1234
3046235|3053612|3057241|3060578|3060629|3063441|3064369|3066309|3066657|3066684|3066895|3069530|3076657|3082128|3083865|3084416|3087013|3091307|3093024|3094046|3103530,CC-1235
3105781,CC-1236
3103481,CC-1237
3105628,CC-1238
3101687,CC-1239
3106140,CC-1240
3106726,CC-1241
3033677|3033785|3036775|3039436|3043166|3046099|3047589|3049742|3057355|3063616|3068270|3069837|3075684|3076404|3080155|3082312|3084283|3084536|3088503|3091496|3091549|3093354|3093365|3093681|3099623|3100354|3102060|3102279|3102787|3105131|3106022,CC-1242
3099334|3099862|3101144,CC-1243
3106664,CC-1244
3103655,CC-1245
3106777,CC-1246
3106056,CC-1247
3101799,CC-1248
3102637,CC-1249
3105133,CC-1250
3107814,CC-1251
3104239,CC-1252
3096399|3103373,CC-1253
3107329,CC-1254
3105662,CC-1255
3107488,CC-1256
3108381,CC-1257
3097862|3103321,CC-1258
3107384,CC-1259
3108555,CC-1260
3107110,CC-1261
3108890,CC-1262
3103549|3103618,CC-1263
3108902,CC-1264
3096685|3105939,CC-1265
3108373,CC-1266
3109181,CC-1267
3106321,CC-1268
3108760,CC-1269
3097277|3103931|3103993,CC-1270
3110448,CC-1271
3109444,CC-1272
3107065|3109551,CC-1273
3110497,CC-1274
3062582|3070839|3073292|3073403|3073465|3079523|3082367|3084492|3084639|3096456|3099115|3107088|3107209,CC-1275
3110494|3110581,CC-1276
3109579,CC-1277
3097010|3107928,CC-1278
3110319,CC-1279
3110483,CC-1280
3100081|3105172,CC-1281
3109595|3109645|3109719,CC-1282
3109688,CC-1283
3110011,CC-1284
3105314|3108210|3108354,CC-1285
3108553|3108641,CC-1286
3110501,CC-1287
3108144,CC-1288
3059050|3062152|3070801|3078062|3078124|3078577|3078605|3079616|3080255|3082042|3082125|3082261|3082379|3085027|3085052|3086102|3086203|3086425|3087029|3087086|3089779|3089801|3089829|3089905|3090812|3091743|3091765|3092300|3093875|3095545|3095973|3096121|3096319|3096375|3096391|3097041|3097044|3097333|3097385|3097914|3098169|3098303|3100625|3101211|3102520|3102575|3102863|3105308|3107538,CC-1289
3111248,CC-1290
3110388,CC-1291
3110893,CC-1292
3081145|3081191|3081517|3085733|3085759|3087851|3098221|3105036|3105060|3110106,CC-1293
3104219|3104258|3108735,CC-1294
3111449,CC-1295
3109451,CC-1296
3109823,CC-1297
3109291,CC-1298
3111112|3112391,CC-1299
3085934|3087675|3099357|3108719|3108745,CC-1300
3108825,CC-1301
3109316|3109337|3109371|3110484|3111522|3111529|3111632|3112661,CC-1302
3112706,CC-1303
3112256,CC-1304
3104597|3107174,CC-1305
3112439,CC-1306
3112087,CC-1307
3107351,CC-1308
3098962|3104548|3109600,CC-1309
3111349,CC-1310
3111704,CC-1311
3110520,CC-1312
3113745,CC-1313
3110492,CC-1314
3108541,CC-1315
3112483|3112623,CC-1316
3113962,CC-1317
3109281,CC-1318
3108432|3108450|3108455,CC-1319
3112223,CC-1320
3114017,CC-1321
3108332,CC-1322
3113300,CC-1323
3113706,CC-1324
3109811|3110049,CC-1325
3114881,CC-1326
3114462,CC-1327
3110632,CC-1328
3110077|3110519|3114498,CC-1329
3108818|3114928,CC-1330
3089203|3089207|3089324|3089333|3089530|3091545|3091868|3092020|3092044|3092075|3098390|3098399|3098552|3098645|3098658|3101263|3101328|3101695|3101794|3101829|3101839|3101859|3101937|3102063|3102085|3102090|3102159|3103318|3104096|3104193|3109045|3110542|3110602|3112129|3112175|3112216|3112233|3112253|3112263|3112355|3112435|3112770|3114052|3114107|3114743,CC-1331
3110283,CC-1332
3114026,CC-1333
3101533|3107684|3110771,CC-1334
3109226|3109263|3109318|3109617|3109625,CC-1335
3114837,CC-1336
3110367,CC-1337
3097058|3097098|3098714|3106109|3112386|3112644|3112672,CC-1338
3110307,CC-1339
3111800,CC-1340
3114308|3114360,CC-1341
3113793,CC-1342
3114537,CC-1343
3115474,CC-1344
3111848,CC-1345
3110951,CC-1346
3116116,CC-1347
3115074,CC-1348
3111755,CC-1349
3115499,CC-1350
3116068,CC-1351
3115875,CC-1352
3112986,CC-1353
3113942,CC-1354
3111605,CC-1355
3113510,CC-1356
3098346|3104650|3114742|3114900,CC-1357
3116832,CC-1358
3116514,CC-1359
3117542,CC-1360
3117577,CC-1361
3116684,CC-1362
3117365,CC-1363
3117112,CC-1364
3117207,CC-1365
3116864,CC-1366
3116407,CC-1367
3115798,CC-1368
3115501,CC-1369
3114089|3114298,CC-1370
3114936,CC-1371
3115778|3116433|3116553,CC-1372
3116891,CC-1373
3118539,CC-1374
3115029,CC-1375
3106063|3115337,CC-1376
3117042,CC-1377
3117499,CC-1378
3114786,CC-1379
3113999,CC-1380
3118352,CC-1381
3117402,CC-1382
3118964,CC-1383
3113582,CC-1384
3095232|3095824|3095921|3097658|3103604|3103687|3104963|3105064|3112918,CC-1385
3117238,CC-1386
3111635|3116669|3116742|3118604,CC-1387
3116399,CC-1388
3118646,CC-1389
3036171|3036259|3037914|3037936|3038393|3038408|3040216|3044355|3046764|3052642|3052676|3054242|3054316|3055352|3055473|3055810|3060415|3060489|3060559|3066672|3066707|3074513|3079957|3081711|3084722|3089336|3098553|3099496|3102625|3105206|3105231|3105234|3105241|3110197|3112326|3115583|3116226|3116238|3116418,CC-1390
3117610,CC-1391
3118882,CC-1392
3119399,CC-1393
3119219,CC-1394
3116336,CC-1395
3119380,CC-1396
3118859,CC-1397
3115597,CC-1398
3119065,CC-1399
3119103,CC-1400
3114582|3114830|3116449|3119847,CC-1401
3119582,CC-1402
3116257,CC-1403
3119684,CC-1404
3119865|3120032,CC-1405
3115644,CC-1406
3115645,CC-1407
3117987|3118063,CC-1408
3119098,CC-1409
3116568,CC-1410
3117581,CC-1411
3120387,CC-1412
3117948,CC-1413
3116707|3116713,CC-1414
3119449|3119453,CC-1415
3120492,CC-1416
3116972,CC-1417
3118642,CC-1418
3121423,CC-1419
3121126,CC-1420
3119055,CC-1421
3120190,CC-1422
3119743,CC-1423
3120033,CC-1424
3108979|3118375,CC-1425
3121745,CC-1426
3122075,CC-1427
3120838,CC-1428
3120890,CC-1429
3109911|3116188|3116196|3116269|3118227,CC-1430
3122176,CC-1431
3120826,CC-1432
3116763,CC-1433
3122400,CC-1434
3121985,CC-1435
3074648|3076934|3081779|3087995|3090193|3090234|3093742|3099748|3099870|3102776|3102806|3105084|3109598|3109601|3117882|3118259|3122058,CC-1436
3117745|3117768,CC-1437
3119408,CC-1438
3112852|3112942|3112959|3113144|3114160|3115054|3115117|3116076|3117224|3117422|3117448|3117459|3119094|3121742,CC-1439
3122345,CC-1440
3123215,CC-1441
3120096,CC-1442
3119823|3119825,CC-1443
3114060|3120752,CC-1444
3123021,CC-1445
3120028,CC-1446
3123009,CC-1447
3122654|3123657|3123665|3123703,CC-1448
3123216,CC-1449
3075860|3076708|3083388|3085750|3086238|3091016|3091249|3097964|3102590|3112866|3118311|3118695|3122604|3122656,CC-1450
3119929,CC-1451
3092583|3092845|3094574|3103238|3103252|3103493|3103696|3103892|3106753|3106772|3106911|3109165|3110765|3110772|3112018|3112698|3112820|3113829|3113852|3114405|3114408|3121291,CC-1452
3110685|3110701|3113872|3117897|3119936|3123407,CC-1453
3119329|3119372|3120109|3120115,CC-1454
3117481|3118577|3122847,CC-1455
3115728|3120996,CC-1456
3121677,CC-1457
3118688|3118785|3122885,CC-1458
3123487,CC-1459
3109193|3112037|3120078|3120804|3121822,CC-1460
3123736|3124539,CC-1461
3124238,CC-1462
3124436,CC-1463
3124924,CC-1464
3123375,CC-1465
3124117,CC-1466
3123829,CC-1467
3122548|3123178,CC-1468
3125236,CC-1469
3124854,CC-1470
3126489,CC-1471
3126332,CC-1472
3122958,CC-1473
3122553,CC-1474
3106996|3107600|3107670|3112239|3112324|3117085|3117123|3120420|3120423|3122136,CC-1475
3123271|3123345,CC-1476
3121914,CC-1477
3124586,CC-1478
3124902,CC-1479
3125188,CC-1480
3126083,CC-1481
3114100|3114108|3114159|3114199|3122537,CC-1482
3127007,CC-1483
3125423,CC-1484
3123700|3123708|3123734|3123742,CC-1485
3125784,CC-1486
3125506|3125563,CC-1487
3126545,CC-1488
3126760,CC-1489
3127523,CC-1490
3115513|3116721|3117892|3117898|3117906|3117928|3117970|3122587|3123912|3124573|3126896,CC-1491
3123656|3127111|3127156,CC-1492
3125375|3125598,CC-1493
3127638|3127670,CC-1494
3090934|3090959|3100582|3100653|3103927|3104494|3112451|3119326|3123279|3126360|3126689,CC-1495
3127812|3127825|3127837|3127843|3127847|3127856,CC-1496
3127307,CC-1497
3122772|3122971|3127571|3127587|3127610|3127619|3127623|3127626|3127641|3127666,CC-1498
3128163,CC-1499
3128143,CC-1500
3113549|3118474|3118528|3118552|3121976|3125364,CC-1501
3126338,CC-1502
3127130|3127685|3128018,CC-1503
3119883|3126895,CC-1504
3129122,CC-1505
3128494,CC-1506
3113088|3113454|3117848|3121950|3123063|3123121|3123211|3123306|3123408|3126357|3126384,CC-1507
3129016|3129063,CC-1508
3126994,CC-1509
3125160|3127254,CC-1510
3111458|3120261|3120293|3121074|3126603,CC-1511
3125225,CC-1512
3125262,CC-1513
3118985|3122746|3126657|3127378|3127544|3127579,CC-1514
3128342,CC-1515
3126237,CC-1516
3129160,CC-1517
3126608,CC-1518
3127565,CC-1519
3127831,CC-1520
3129952,CC-1521
3129161,CC-1522
3130703,CC-1523
3114927|3116044|3116067|3118262|3123330|3123365|3125754|3128335|3130355|3130383|3130550|3130553|3130567|3130593,CC-1524
3130964,CC-1525
3127694|3127695,CC-1526
3130877,CC-1527
3125306|3125545|3125626|3125744|3128724|3128732,CC-1528
3115603|3118793|3123073|3123844|3123876|3124944|3130057,CC-1529
3131134,CC-1530
3126595|3129603,CC-1531
3127881,CC-1532
3131080,CC-1533
3131189,CC-1534
3117559|3123117|3124041|3126696|3128136|3130035,CC-1535
3127752|3127894|3127972|3127985|3128019|3128328|3130287,CC-1536
3126731|3129626,CC-1537
3127882,CC-1538
3125346|3128192,CC-1539
3118091|3120705|3127168|3130927,CC-1540
3131943,CC-1541
3131154,CC-1542
3128107,CC-1543
3130493,CC-1544
3132495,CC-1545
3129968,CC-1546
3132118|3132738,CC-1547
3129496,CC-1548
3132182,CC-1549
3132298,CC-1550
3129772|3129872,CC-1551
3129380,CC-1552
3129361|3130807,CC-1553
3130503|3131102,CC-1554
3131506,CC-1555
3133696,CC-1556
3131573,CC-1557
3130806,CC-1558
3133115,CC-1559
3130427|3130450,CC-1560
3132620,CC-1561
3087810|3094854|3096052|3100286|3101818|3101824|3101834|3101978|3102907|3103124|3104904|3115102|3121725|3121915|3126324|3130671|3131614|3132134,CC-1562
3134356,CC-1563
3133084,CC-1564
3134288,CC-1565
3131905,CC-1566
3134120,CC-1567
3131106,CC-1568
3130196|3130199|3131572|3131683,CC-1569
3133721,CC-1570
3134167|3134185,CC-1571
3129863|3134314|3134317|3134326|3134334|3134344|3134347,CC-1572
3133283,CC-1573
3131835,CC-1574
3131950,CC-1575
3131597|3132069|3132270,CC-1576
3131728,CC-1577
3135359,CC-1578
3131383,CC-1579
3132957,CC-1580
3134441,CC-1581
3134867,CC-1582
3120056|3123942|3125328|3126140|3126358|3127481|3127683|3127684|3127708|3127715|3127720|3127875|3133280,CC-1583
3134930,CC-1584
3135868,CC-1585
3133707|3133754|3133763|3133800,CC-1586
3132400,CC-1587
3134763,CC-1588
3136399,CC-1589
3129448|3134448,CC-1590
3132812,CC-1591
3135453|3135536,CC-1592
3131075|3135778|3135788|3135797|3135800|3135812|3135841,CC-1593
3131364|3131440|3131459|3136508,CC-1594
3136446,CC-1595
3133369,CC-1596
3136758,CC-1597
3134330|3134333|3134361,CC-1598
3133810,CC-1599
3137761,CC-1600
3134983,CC-1601
3136604,CC-1602
3137766,CC-1603
3136693,CC-1604
3137385,CC-1605
3137592,CC-1606
3135838,CC-1607
3137179|3137852,CC-1608
3137431,CC-1609
3137741,CC-1610
3133966|3133985|3137779,CC-1611
3135560,CC-1612
3137580|3137777,CC-1613
3134461,CC-1614
3137694,CC-1615
3135298,CC-1616
3135829,CC-1617
3134505,CC-1618
3137844,CC-1619
3132780|3133015|3134545|3137116,CC-1620
3136742,CC-1621
3108737|3110731|3113267|3113320|3119110|3120063|3120064|3122088|3123349|3129257|3129345|3130279|3135349,CC-1622
3138293,CC-1623
3096521|3103016|3108957|3113134|3118899|3123029|3128947|3133318|3134620,CC-1624
3137752,CC-1625
3134985,CC-1626
3136238,CC-1627
3137036|3137362|3137391,CC-1628
3136165|3136188,CC-1629
3131720|3132440|3137515|3137526,CC-1630
3137951,CC-1631
3139185,CC-1632
3139669,CC-1633
3138523,CC-1634
3139773,CC-1635
3137499,CC-1636
3138591,CC-1637
3139664,CC-1638
3136126,CC-1639
3139986,CC-1640
3124613|3126110|3128596|3131989|3135122|3137616|3137888,CC-1641
3138178,CC-1642
3120062|3120068|3127736|3129784|3133389|3134078|3140062,CC-1643
3135430|3135502|3139694|3139794,CC-1644
3140647,CC-1645
3140652,CC-1646
3137941,CC-1647
3134108|3134151|3139890|3139934|3140042,CC-1648
3140860|3140878,CC-1649
3141116,CC-1650
3138274,CC-1651
3141032,CC-1652
3139777,CC-1653
3137944,CC-1654
3140966,CC-1655
3141085,CC-1656
3139515|3140026,CC-1657
3139105|3139565,CC-1658
3140309,CC-1659
3141131,CC-1660
3138920,CC-1661
3141361,CC-1662
3138536,CC-1663
3140025,CC-1664
3132369|3135079|3138874|3139159|3139308,CC-1665
3141672,CC-1666
3136493|3139300|3140629,CC-1667
3141247|3141257|3141276,CC-1668
3123986|3128774|3133587|3139247,CC-1669
3138828,CC-1670
3139032|3140764,CC-1671
3138558,CC-1672
3140508,CC-1673
3141339|3141343|3141344|3141348|3141352,CC-1674
3140257|3141197,CC-1675
3141279,CC-1676
3140156|3140225,CC-1677
3141435|3141452,CC-1678
3137854|3141989,CC-1679
3142513,CC-1680
3139314,CC-1681
3143118,CC-1682
3139941,CC-1683
3142437,CC-1684
3139342,CC-1685
3142413|3143425,CC-1686
3143151,CC-1687
3139672,CC-1688
3139721,CC-1689
3140120|3140184|3141186,CC-1690
3134464|3141044,CC-1691
3142605|3142623,CC-1692
3137656|3137670|3137690|3140792,CC-1693
3141533,CC-1694
3143830|3143889,CC-1695
3143109,CC-1696
3141092,CC-1697
3134596|3134902|3139824|3140395|3141209,CC-1698
3140974|3144339,CC-1699
3143364,CC-1700
3140356|3141098|3141115,CC-1701
3144735,CC-1702
3137785|3137817|3141103|3141894|3141904|3141957|3143033,CC-1703
3142564|3142591,CC-1704
3141546,CC-1705
3141704,CC-1706
3141462,CC-1707
3144757,CC-1708
3144077,CC-1709
3143243|3143343,CC-1710
3142768,CC-1711
3133649|3136764|3141654|3141716,CC-1712
3144746,CC-1713
3116384|3120191|3125195|3130402|3131975|3132005|3132166|3132256|3132371|3132389|3132399|3137296|3140633|3140835|3144149|3144221,CC-1714
3119886|3121702|3127874|3130008|3136051|3136701|3142854|3144737,CC-1715
3142621|3142662,CC-1716
3139709|3142084|3144585,CC-1717
3142299,CC-1718
3130881|3134114|3137407|3137421|3140980|3140988|3140992|3140996|3140999|3141003|3141004|3141019|3141030|3142058,CC-1719
3143402,CC-1720
3142347|3144919|3144928,CC-1721
3141665,CC-1722
3143247,CC-1723
3144306,CC-1724
3145021|3145024,CC-1725
3139919|3142840,CC-1726
3131656|3138049|3140983|3143203|3145413,CC-1727
3137892|3144893,CC-1728
3145958,CC-1729
3137468|3141097|3141113|3143607,CC-1730
3145909,CC-1731
3145742,CC-1732
3144495|3145331,CC-1733
3140916|3142294|3144774,CC-1734
3141295|3144679,CC-1735
3146481,CC-1736
3143858,CC-1737
3140243|3140889|3144806,CC-1738
3145504,CC-1739
3142805,CC-1740
3146350,CC-1741
3146635,CC-1742
3147171|3147182,CC-1743
3143287,CC-1744
3146502,CC-1745
3147428,CC-1746
3122622|3127706|3130286|3130798|3131041|3133455|3134500|3141089|3146697,CC-1747
3143700|3144013|3144036|3144239|3144268,CC-1748
3140350|3141359|3144666|3147469,CC-1749
3143789|3143790|3143828|3143845,CC-1750
3144935,CC-1751
3144583|3145812|3145937|3145964,CC-1752
3144490,CC-1753
3140378|3140489|3140503|3146806,CC-1754
3146359,CC-1755
3134079|3137190|3137943|3137947|3144412,CC-1756
3147792,CC-1757
3144977,CC-1758
3147682,CC-1759
3144881,CC-1760
3147609,CC-1761
3145012,CC-1762
3146039|3146161,CC-1763
3145898,CC-1764
3145885,CC-1765
3147326|3147404|3147412,CC-1766
3147226,CC-1767
3146712,CC-1768
3148143,CC-1769
3140186|3147049,CC-1770
3144314|3145416|3147354,CC-1771
3148333|3148337,CC-1772
3145923,CC-1773
3144748|3144785|3144795|3144804|3144834|3145280|3145997,CC-1774
3148301|3148315|3148320|3148324,CC-1775
3141230|3141245|3141421|3146127,CC-1776
3147162|3147242|3147282,CC-1777
3147261|3147340,CC-1778
3147599,CC-1779
3141719|3147231,CC-1780
3147662,CC-1781
3138431|3140681|3146288,CC-1782
3141836|3141888|3141993|3142427|3142677|3146951|3147203,CC-1783
3149244,CC-1784
3147061,CC-1785
3150016,CC-1786
3149177,CC-1787
3149123,CC-1788
3147776,CC-1789
3148480,CC-1790
3148097,CC-1791
3149975|3150042,CC-1792
3143261|3143746|3144152|3147159|3147447|3148034|3149541,CC-1793
3147337|3147922|3148057,CC-1794
3147566|3147645,CC-1795
3148204|3148218,CC-1796
3149920,CC-1797
3150193,CC-1798
3148043|3149429,CC-1799
3147847,CC-1800
3149265,CC-1801
3150923,CC-1802
3147438|3150370,CC-1803
3150166,CC-1804
3148360|3150678,CC-1805
3149544,CC-1806
3149967,CC-1807
3148293|3148350,CC-1808
3146743|3150788,CC-1809
3148583,CC-1810
3150468,CC-1811
3148386,CC-1812
3143481|3149427,CC-1813
3148793,CC-1814
3137187|3141217|3142423|3146450|3151041,CC-1815
3148701|3148731|3148930,CC-1816
3144954|3151399|3151434,CC-1817
3149475,CC-1818
3149793,CC-1819
3149195|3149198|3149227,CC-1820
3147618|3150236,CC-1821
3148555,CC-1822
3151847,CC-1823
3152436,CC-1824
3150027,CC-1825
3151657,CC-1826
3151596,CC-1827
3151460,CC-1828
3150245,CC-1829
3149264,CC-1830
3149075,CC-1831
3152632|3152712|3153249|3153261|3153295,CC-1832
3136824|3140191|3144457|3145169|3149324,CC-1833
3149791|3149820,CC-1834
3150822|3150836,CC-1835
3151384,CC-1836
3144631|3144655|3147119|3151292,CC-1837
3153150,CC-1838
3151259|3151284|3151440|3151473,CC-1839
3150170|3150208,CC-1840
3154331,CC-1841
3153456,CC-1842
3152300,CC-1843
3150627|3150649,CC-1844
3154165,CC-1845
3152202|3152340,CC-1846
3151610,CC-1847
3151136,CC-1848
3147529|3150970|3152301,CC-1849
3151050,CC-1850
3153398,CC-1851
3152455,CC-1852
3154674,CC-1853
3153658|3153674,CC-1854
3151672,CC-1855
3150918|3153253,CC-1856
3154780|3154782,CC-1857
3154941,CC-1858
3155034,CC-1859
3154596|3154603|3154617,CC-1860
3154004,CC-1861
3153761,CC-1862
3154656,CC-1863
3152335|3152345|3152359|3154322,CC-1864
3154919,CC-1865
3152898,CC-1866
3152653,CC-1867
3154312,CC-1868
3152864,CC-1869
3155900,CC-1870
3154954|3154967|3154968,CC-1871
3155980,CC-1872
3154045|3155013,CC-1873
3153446,CC-1874
3153995|3154046|3154220,CC-1875
3150547|3154032|3154245,CC-1876
3153852,CC-1877
3156690,CC-1878
3156387|3156389|3156392|3156399|3156461,CC-1879
3156509,CC-1880
3157113,CC-1881
3153903,CC-1882
3154370,CC-1883
3154311|3154314|3154348|3154353|3154362|3154390|3154395|3154410,CC-1884
3155134,CC-1885
3157402,CC-1886
3157481,CC-1887
3156172,CC-1888
3154511,CC-1889
3156280,CC-1890
3157867,CC-1891
3154972,CC-1892
3155037|3155048|3155306|3155344|3155361,CC-1893
3158150,CC-1894
3158135,CC-1895
3156848,CC-1896
3155942,CC-1897
3157748,CC-1898
3156435|3156454,CC-1899
3158192,CC-1900
3155088,CC-1901
3151947|3154649|3155373,CC-1902
3155817,CC-1903
