transaction_id,region_id
3146606,REGION_299.0
3146607,REGION_299.0
3146608,REGION_436.0
3146609,REGION_299.0
3146610,REGION_315.0
3146611,REGION_205.0
3146612,REGION_299.0
3146613,REGION_325.0
3146614,REGION_158.0
3146615,REGION_110.0
3146616,REGION_476.0
3146617,REGION_123.0
3146618,REGION_299.0
3146619,REGION_433.0
3146620,REGION_272.0
3146621,REGION_327.0
3146622,REGION_299.0
3146623,REGION_253.0
3146624,REGION_272.0
3146625,REGION_177.0
3146626,REGION_494.0
3146627,REGION_330.0
3146628,REGION_272.0
3146629,REGION_191.0
3146630,REGION_472.0
3146631,REGION_269.0
3146632,REGION_330.0
3146633,REGION_264.0
3146634,REGION_441.0
3146635,REGION_181.0
3146636,REGION_299.0
3146637,REGION_191.0
3146638,REGION_181.0
3146639,REGION_330.0
3146640,REGION_299.0
3146641,REGION_299.0
3146642,REGION_299.0
3146643,REGION_512.0
3146644,REGION_337.0
3146645,REGION_-1.0
3146646,REGION_264.0
3146647,REGION_492.0
3146648,REGION_191.0
3146649,REGION_441.0
3146650,REGION_264.0
3146651,REGION_433.0
3146652,REGION_299.0
3146653,REGION_110.0
3146654,REGION_251.0
3146655,REGION_299.0
3146656,REGION_444.0
3146657,REGION_181.0
3146658,REGION_143.0
3146659,REGION_325.0
3146660,REGION_469.0
3146661,REGION_203.0
3146662,REGION_-1.0
3146663,REGION_123.0
3146664,REGION_-1.0
3146665,REGION_181.0
3146666,REGION_231.0
3146667,REGION_184.0
3146668,REGION_299.0
3146669,REGION_315.0
3146670,REGION_269.0
3146671,REGION_-1.0
3146672,REGION_299.0
3146673,REGION_-1.0
3146674,REGION_231.0
3146675,REGION_181.0
3146676,REGION_231.0
3146677,REGION_476.0
3146678,REGION_327.0
3146679,REGION_485.0
3146680,REGION_-1.0
3146681,REGION_325.0
3146682,REGION_177.0
3146683,REGION_433.0
3146684,REGION_-1.0
3146685,REGION_264.0
3146686,REGION_325.0
3146687,REGION_-1.0
3146688,REGION_315.0
3146689,REGION_327.0
3146690,REGION_441.0
3146691,REGION_436.0
3146692,REGION_204.0
3146693,REGION_264.0
3146694,REGION_264.0
3146695,REGION_191.0
3146696,REGION_299.0
3146697,REGION_-1.0
3146698,REGION_-1.0
3146699,REGION_204.0
3146700,REGION_325.0
3146701,REGION_123.0
3146702,REGION_204.0
3146703,REGION_299.0
3146704,REGION_330.0
3146705,REGION_299.0
3146706,REGION_264.0
3146707,REGION_272.0
3146708,REGION_436.0
3146709,REGION_-1.0
3146710,REGION_272.0
3146711,REGION_205.0
3146712,REGION_330.0
3146713,REGION_269.0
3146714,REGION_272.0
3146715,REGION_-1.0
3146716,REGION_225.0
3146717,REGION_494.0
3146718,REGION_204.0
3146719,REGION_272.0
3146720,REGION_264.0
3146721,REGION_204.0
3146722,REGION_325.0
3146723,REGION_272.0
3146724,REGION_485.0
3146725,REGION_264.0
3146726,REGION_299.0
3146727,REGION_472.0
3146728,REGION_472.0
3146729,REGION_299.0
3146730,REGION_272.0
3146731,REGION_327.0
3146732,REGION_126.0
3146733,REGION_327.0
3146734,REGION_315.0
3146735,REGION_123.0
3146736,REGION_325.0
3146737,REGION_330.0
3146738,REGION_126.0
3146739,REGION_184.0
3146740,REGION_143.0
3146741,REGION_472.0
3146742,REGION_110.0
3146743,REGION_126.0
3146744,REGION_231.0
3146745,REGION_126.0
3146746,REGION_-1.0
3146747,REGION_325.0
3146748,REGION_494.0
3146749,REGION_272.0
3146750,REGION_143.0
3146751,REGION_-1.0
3146752,REGION_299.0
3146753,REGION_-1.0
3146754,REGION_143.0
3146755,REGION_327.0
3146756,REGION_126.0
3146757,REGION_264.0
3146758,REGION_231.0
3146759,REGION_325.0
3146760,REGION_126.0
3146761,REGION_436.0
3146762,REGION_-1.0
3146763,REGION_472.0
3146764,REGION_327.0
3146765,REGION_269.0
3146766,REGION_272.0
3146767,REGION_310.0
3146768,REGION_-1.0
3146769,REGION_110.0
3146770,REGION_-1.0
3146771,REGION_264.0
3146772,REGION_315.0
3146773,REGION_299.0
3146774,REGION_-1.0
3146775,REGION_264.0
3146776,REGION_203.0
3146777,REGION_264.0
3146778,REGION_264.0
3146779,REGION_330.0
3146780,REGION_203.0
3146781,REGION_181.0
3146782,REGION_272.0
3146783,REGION_-1.0
3146784,REGION_441.0
3146785,REGION_436.0
3146786,REGION_330.0
3146787,REGION_299.0
3146788,REGION_126.0
3146789,REGION_205.0
3146790,REGION_-1.0
3146791,REGION_204.0
3146792,REGION_330.0
3146793,REGION_204.0
3146794,REGION_181.0
3146795,REGION_184.0
3146796,REGION_494.0
3146797,REGION_126.0
3146798,REGION_325.0
3146799,REGION_204.0
3146800,REGION_204.0
3146801,REGION_181.0
3146802,REGION_325.0
3146803,REGION_387.0
3146804,REGION_299.0
3146805,REGION_444.0
3146806,REGION_-1.0
3146807,REGION_325.0
3146808,REGION_387.0
3146809,REGION_231.0
3146810,REGION_325.0
3146811,REGION_-1.0
3146812,REGION_123.0
3146813,REGION_343.0
3146814,REGION_181.0
3146815,REGION_441.0
3146816,REGION_205.0
3146817,REGION_231.0
3146818,REGION_433.0
3146819,REGION_494.0
3146820,REGION_330.0
3146821,REGION_-1.0
3146822,REGION_330.0
3146823,REGION_-1.0
3146824,REGION_204.0
3146825,REGION_204.0
3146826,REGION_123.0
3146827,REGION_110.0
3146828,REGION_204.0
3146829,REGION_315.0
3146830,REGION_-1.0
3146831,REGION_272.0
3146832,REGION_205.0
3146833,REGION_191.0
3146834,REGION_-1.0
3146835,REGION_143.0
3146836,REGION_327.0
3146837,REGION_181.0
3146838,REGION_205.0
3146839,REGION_325.0
3146840,REGION_387.0
3146841,REGION_441.0
3146842,REGION_315.0
3146843,REGION_299.0
3146844,REGION_204.0
3146845,REGION_203.0
3146846,REGION_330.0
3146847,REGION_225.0
3146848,REGION_492.0
3146849,REGION_299.0
3146850,REGION_325.0
3146851,REGION_-1.0
3146852,REGION_264.0
3146853,REGION_251.0
3146854,REGION_231.0
3146855,REGION_272.0
3146856,REGION_330.0
3146857,REGION_330.0
3146858,REGION_-1.0
3146859,REGION_-1.0
3146860,REGION_337.0
3146861,REGION_272.0
3146862,REGION_-1.0
3146863,REGION_-1.0
3146864,REGION_264.0
3146865,REGION_299.0
3146866,REGION_330.0
3146867,REGION_485.0
3146868,REGION_264.0
3146869,REGION_299.0
3146870,REGION_181.0
3146871,REGION_441.0
3146872,REGION_204.0
3146873,REGION_204.0
3146874,REGION_181.0
3146875,REGION_264.0
3146876,REGION_220.0
3146877,REGION_204.0
3146878,REGION_-1.0
3146879,REGION_330.0
3146880,REGION_325.0
3146881,REGION_476.0
3146882,REGION_472.0
3146883,REGION_269.0
3146884,REGION_177.0
3146885,REGION_384.0
3146886,REGION_330.0
3146887,REGION_498.0
3146888,REGION_299.0
3146889,REGION_337.0
3146890,REGION_204.0
3146891,REGION_299.0
3146892,REGION_126.0
3146893,REGION_204.0
3146894,REGION_327.0
3146895,REGION_472.0
3146896,REGION_220.0
3146897,REGION_264.0
3146898,REGION_143.0
3146899,REGION_181.0
3146900,REGION_-1.0
3146901,REGION_277.0
3146902,REGION_110.0
3146903,REGION_126.0
3146904,REGION_469.0
3146905,REGION_231.0
3146906,REGION_325.0
3146907,REGION_337.0
3146908,REGION_476.0
3146909,REGION_324.0
3146910,REGION_441.0
3146911,REGION_-1.0
3146912,REGION_-1.0
3146913,REGION_299.0
3146914,REGION_325.0
3146915,REGION_315.0
3146916,REGION_387.0
3146917,REGION_204.0
3146918,REGION_264.0
3146919,REGION_126.0
3146920,REGION_264.0
3146921,REGION_444.0
3146922,REGION_264.0
3146923,REGION_299.0
3146924,REGION_272.0
3146925,REGION_444.0
3146926,REGION_325.0
3146927,REGION_387.0
3146928,REGION_204.0
3146929,REGION_325.0
3146930,REGION_-1.0
3146931,REGION_325.0
3146932,REGION_330.0
3146933,REGION_330.0
3146934,REGION_420.0
3146935,REGION_343.0
3146936,REGION_-1.0
3146937,REGION_251.0
3146938,REGION_126.0
3146939,REGION_-1.0
3146940,REGION_204.0
3146941,REGION_264.0
3146942,REGION_123.0
3146943,REGION_-1.0
3146944,REGION_-1.0
3146945,REGION_181.0
3146946,REGION_272.0
3146947,REGION_-1.0
3146948,REGION_191.0
3146949,REGION_272.0
3146950,REGION_299.0
3146951,REGION_231.0
3146952,REGION_181.0
3146953,REGION_264.0
3146954,REGION_-1.0
3146955,REGION_264.0
3146956,REGION_387.0
3146957,REGION_264.0
3146958,REGION_251.0
3146959,REGION_343.0
3146960,REGION_-1.0
3146961,REGION_126.0
3146962,REGION_315.0
3146963,REGION_315.0
3146964,REGION_204.0
3146965,REGION_264.0
3146966,REGION_299.0
3146967,REGION_299.0
3146968,REGION_191.0
3146969,REGION_327.0
3146970,REGION_324.0
3146971,REGION_494.0
3146972,REGION_-1.0
3146973,REGION_299.0
3146974,REGION_184.0
3146975,REGION_299.0
3146976,REGION_299.0
3146977,REGION_272.0
3146978,REGION_315.0
3146979,REGION_299.0
3146980,REGION_325.0
3146981,REGION_-1.0
3146982,REGION_264.0
3146983,REGION_502.0
3146984,REGION_325.0
3146985,REGION_220.0
3146986,REGION_433.0
3146987,REGION_264.0
3146988,REGION_325.0
3146989,REGION_315.0
3146990,REGION_220.0
3146991,REGION_-1.0
3146992,REGION_191.0
3146993,REGION_436.0
3146994,REGION_272.0
3146995,REGION_343.0
3146996,REGION_184.0
3146997,REGION_441.0
3146998,REGION_126.0
3146999,REGION_325.0
3147000,REGION_226.0
3147001,REGION_330.0
3147002,REGION_126.0
3147003,REGION_181.0
3147004,REGION_325.0
3147005,REGION_204.0
3147006,REGION_330.0
3147007,REGION_325.0
3147008,REGION_315.0
3147009,REGION_204.0
3147010,REGION_330.0
3147011,REGION_325.0
3147012,REGION_337.0
3147013,REGION_-1.0
3147014,REGION_433.0
3147015,REGION_299.0
3147016,REGION_123.0
3147017,REGION_330.0
3147018,REGION_264.0
3147019,REGION_204.0
3147020,REGION_272.0
3147021,REGION_194.0
3147022,REGION_269.0
3147023,REGION_123.0
3147024,REGION_-1.0
3147025,REGION_204.0
3147026,REGION_204.0
3147027,REGION_-1.0
3147028,REGION_-1.0
3147029,REGION_387.0
3147030,REGION_387.0
3147031,REGION_315.0
3147032,REGION_315.0
3147033,REGION_512.0
3147034,REGION_325.0
3147035,REGION_272.0
3147036,REGION_-1.0
3147037,REGION_444.0
3147038,REGION_310.0
3147039,REGION_-1.0
3147040,REGION_315.0
3147041,REGION_191.0
3147042,REGION_494.0
3147043,REGION_315.0
3147044,REGION_143.0
3147045,REGION_272.0
3147046,REGION_448.0
3147047,REGION_123.0
3147048,REGION_-1.0
3147049,REGION_-1.0
3147050,REGION_204.0
3147051,REGION_441.0
3147052,REGION_123.0
3147053,REGION_330.0
3147054,REGION_191.0
3147055,REGION_204.0
3147056,REGION_330.0
3147057,REGION_-1.0
3147058,REGION_184.0
3147059,REGION_123.0
3147060,REGION_327.0
3147061,REGION_126.0
3147062,REGION_420.0
3147063,REGION_181.0
3147064,REGION_310.0
3147065,REGION_181.0
3147066,REGION_441.0
3147067,REGION_299.0
3147068,REGION_205.0
3147069,REGION_337.0
3147070,REGION_-1.0
3147071,REGION_299.0
3147072,REGION_143.0
3147073,REGION_205.0
3147074,REGION_126.0
3147075,REGION_272.0
3147076,REGION_299.0
3147077,REGION_330.0
3147078,REGION_325.0
3147079,REGION_299.0
3147080,REGION_-1.0
3147081,REGION_143.0
3147082,REGION_-1.0
3147083,REGION_204.0
3147084,REGION_181.0
3147085,REGION_472.0
3147086,REGION_498.0
3147087,REGION_-1.0
3147088,REGION_-1.0
3147089,REGION_485.0
3147090,REGION_204.0
3147091,REGION_330.0
3147092,REGION_441.0
3147093,REGION_315.0
3147094,REGION_-1.0
3147095,REGION_310.0
3147096,REGION_299.0
3147097,REGION_299.0
3147098,REGION_205.0
3147099,REGION_-1.0
3147100,REGION_441.0
3147101,REGION_330.0
3147102,REGION_-1.0
3147103,REGION_-1.0
3147104,REGION_269.0
3147105,REGION_205.0
3147106,REGION_272.0
3147107,REGION_122.0
3147108,REGION_-1.0
3147109,REGION_325.0
3147110,REGION_-1.0
3147111,REGION_387.0
3147112,REGION_-1.0
3147113,REGION_122.0
3147114,REGION_476.0
3147115,REGION_299.0
3147116,REGION_191.0
3147117,REGION_299.0
3147118,REGION_498.0
3147119,REGION_-1.0
3147120,REGION_472.0
3147121,REGION_-1.0
3147122,REGION_-1.0
3147123,REGION_203.0
3147124,REGION_191.0
3147125,REGION_327.0
3147126,REGION_308.0
3147127,REGION_272.0
3147128,REGION_251.0
3147129,REGION_325.0
3147130,REGION_-1.0
3147131,REGION_476.0
3147132,REGION_272.0
3147133,REGION_315.0
3147134,REGION_433.0
3147135,REGION_343.0
3147136,REGION_122.0
3147137,REGION_-1.0
3147138,REGION_299.0
3147139,REGION_-1.0
3147140,REGION_325.0
3147141,REGION_343.0
3147142,REGION_441.0
3147143,REGION_325.0
3147144,REGION_122.0
3147145,REGION_143.0
3147146,REGION_269.0
3147147,REGION_330.0
3147148,REGION_204.0
3147149,REGION_476.0
3147150,REGION_325.0
3147151,REGION_-1.0
3147152,REGION_330.0
3147153,REGION_-1.0
3147154,REGION_-1.0
3147155,REGION_204.0
3147156,REGION_433.0
3147157,REGION_272.0
3147158,REGION_191.0
3147159,REGION_122.0
3147160,REGION_225.0
3147161,REGION_441.0
3147162,REGION_203.0
3147163,REGION_220.0
3147164,REGION_-1.0
3147165,REGION_123.0
3147166,REGION_299.0
3147167,REGION_123.0
3147168,REGION_191.0
3147169,REGION_264.0
3147170,REGION_123.0
3147171,REGION_299.0
3147172,REGION_264.0
3147173,REGION_327.0
3147174,REGION_-1.0
3147175,REGION_181.0
3147176,REGION_472.0
3147177,REGION_-1.0
3147178,REGION_231.0
3147179,REGION_325.0
3147180,REGION_110.0
3147181,REGION_-1.0
3147182,REGION_299.0
3147183,REGION_-1.0
3147184,REGION_264.0
3147185,REGION_343.0
3147186,REGION_472.0
3147187,REGION_225.0
3147188,REGION_272.0
3147189,REGION_-1.0
3147190,REGION_264.0
3147191,REGION_225.0
3147192,REGION_143.0
3147193,REGION_204.0
3147194,REGION_264.0
3147195,REGION_264.0
3147196,REGION_441.0
3147197,REGION_-1.0
3147198,REGION_-1.0
3147199,REGION_325.0
3147200,REGION_225.0
3147201,REGION_299.0
3147202,REGION_327.0
3147203,REGION_184.0
3147204,REGION_436.0
3147205,REGION_-1.0
3147206,REGION_231.0
3147207,REGION_204.0
3147208,REGION_327.0
3147209,REGION_204.0
3147210,REGION_264.0
3147211,REGION_181.0
3147212,REGION_-1.0
3147213,REGION_231.0
3147214,REGION_485.0
3147215,REGION_325.0
3147216,REGION_204.0
3147217,REGION_441.0
3147218,REGION_512.0
3147219,REGION_264.0
3147220,REGION_327.0
3147221,REGION_251.0
3147222,REGION_299.0
3147223,REGION_337.0
3147224,REGION_325.0
3147225,REGION_123.0
3147226,REGION_299.0
3147227,REGION_330.0
3147228,REGION_-1.0
3147229,REGION_272.0
3147230,REGION_325.0
3147231,REGION_330.0
3147232,REGION_264.0
3147233,REGION_325.0
3147234,REGION_264.0
3147235,REGION_181.0
3147236,REGION_181.0
3147237,REGION_272.0
3147238,REGION_299.0
3147239,REGION_512.0
3147240,REGION_204.0
3147241,REGION_123.0
3147242,REGION_203.0
3147243,REGION_325.0
3147244,REGION_310.0
3147245,REGION_203.0
3147246,REGION_325.0
3147247,REGION_272.0
3147248,REGION_-1.0
3147249,REGION_472.0
3147250,REGION_387.0
3147251,REGION_476.0
3147252,REGION_324.0
3147253,REGION_264.0
3147254,REGION_191.0
3147255,REGION_184.0
3147256,REGION_327.0
3147257,REGION_325.0
3147258,REGION_-1.0
3147259,REGION_325.0
3147260,REGION_-1.0
3147261,REGION_324.0
3147262,REGION_299.0
3147263,REGION_204.0
3147264,REGION_191.0
3147265,REGION_264.0
3147266,REGION_441.0
3147267,REGION_325.0
3147268,REGION_177.0
3147269,REGION_310.0
3147270,REGION_269.0
3147271,REGION_-1.0
3147272,REGION_420.0
3147273,REGION_-1.0
3147274,REGION_436.0
3147275,REGION_143.0
3147276,REGION_330.0
3147277,REGION_387.0
3147278,REGION_325.0
3147279,REGION_126.0
3147280,REGION_330.0
3147281,REGION_143.0
3147282,REGION_203.0
3147283,REGION_204.0
3147284,REGION_441.0
3147285,REGION_299.0
3147286,REGION_264.0
3147287,REGION_315.0
3147288,REGION_325.0
3147289,REGION_-1.0
3147290,REGION_433.0
3147291,REGION_324.0
3147292,REGION_308.0
3147293,REGION_204.0
3147294,REGION_-1.0
3147295,REGION_184.0
3147296,REGION_123.0
3147297,REGION_231.0
3147298,REGION_387.0
3147299,REGION_184.0
3147300,REGION_272.0
3147301,REGION_272.0
3147302,REGION_299.0
3147303,REGION_191.0
3147304,REGION_264.0
3147305,REGION_492.0
3147306,REGION_325.0
3147307,REGION_433.0
3147308,REGION_512.0
3147309,REGION_158.0
3147310,REGION_433.0
3147311,REGION_204.0
3147312,REGION_272.0
3147313,REGION_204.0
3147314,REGION_299.0
3147315,REGION_231.0
3147316,REGION_299.0
3147317,REGION_204.0
3147318,REGION_181.0
3147319,REGION_337.0
3147320,REGION_184.0
3147321,REGION_-1.0
3147322,REGION_204.0
3147323,REGION_226.0
3147324,REGION_272.0
3147325,REGION_272.0
3147326,REGION_-1.0
3147327,REGION_485.0
3147328,REGION_205.0
3147329,REGION_264.0
3147330,REGION_-1.0
3147331,REGION_264.0
3147332,REGION_-1.0
3147333,REGION_126.0
3147334,REGION_-1.0
3147335,REGION_472.0
3147336,REGION_231.0
3147337,REGION_194.0
3147338,REGION_-1.0
3147339,REGION_433.0
3147340,REGION_324.0
3147341,REGION_225.0
3147342,REGION_204.0
3147343,REGION_126.0
3147344,REGION_269.0
3147345,REGION_204.0
3147346,REGION_184.0
3147347,REGION_-1.0
3147348,REGION_420.0
3147349,REGION_299.0
3147350,REGION_485.0
3147351,REGION_123.0
3147352,REGION_264.0
3147353,REGION_498.0
3147354,REGION_-1.0
3147355,REGION_325.0
3147356,REGION_184.0
3147357,REGION_123.0
3147358,REGION_441.0
3147359,REGION_325.0
3147360,REGION_485.0
3147361,REGION_-1.0
3147362,REGION_-1.0
3147363,REGION_204.0
3147364,REGION_231.0
3147365,REGION_299.0
3147366,REGION_-1.0
3147367,REGION_220.0
3147368,REGION_325.0
3147369,REGION_205.0
3147370,REGION_299.0
3147371,REGION_126.0
3147372,REGION_264.0
3147373,REGION_485.0
3147374,REGION_315.0
3147375,REGION_-1.0
3147376,REGION_126.0
3147377,REGION_203.0
3147378,REGION_327.0
3147379,REGION_220.0
3147380,REGION_-1.0
3147381,REGION_191.0
3147382,REGION_325.0
3147383,REGION_-1.0
3147384,REGION_325.0
3147385,REGION_469.0
3147386,REGION_264.0
3147387,REGION_512.0
3147388,REGION_472.0
3147389,REGION_181.0
3147390,REGION_299.0
3147391,REGION_512.0
3147392,REGION_512.0
3147393,REGION_441.0
3147394,REGION_126.0
3147395,REGION_299.0
3147396,REGION_126.0
3147397,REGION_420.0
3147398,REGION_299.0
3147399,REGION_512.0
3147400,REGION_-1.0
3147401,REGION_191.0
3147402,REGION_-1.0
3147403,REGION_191.0
3147404,REGION_-1.0
3147405,REGION_-1.0
3147406,REGION_191.0
3147407,REGION_420.0
3147408,REGION_204.0
3147409,REGION_325.0
3147410,REGION_-1.0
3147411,REGION_204.0
3147412,REGION_-1.0
3147413,REGION_330.0
3147414,REGION_310.0
3147415,REGION_184.0
3147416,REGION_444.0
3147417,REGION_251.0
3147418,REGION_251.0
3147419,REGION_123.0
3147420,REGION_-1.0
3147421,REGION_387.0
3147422,REGION_177.0
3147423,REGION_181.0
3147424,REGION_325.0
3147425,REGION_204.0
3147426,REGION_205.0
3147427,REGION_264.0
3147428,REGION_299.0
3147429,REGION_264.0
3147430,REGION_264.0
3147431,REGION_-1.0
3147432,REGION_-1.0
3147433,REGION_498.0
3147434,REGION_204.0
3147435,REGION_315.0
3147436,REGION_498.0
3147437,REGION_123.0
3147438,REGION_126.0
3147439,REGION_204.0
3147440,REGION_315.0
3147441,REGION_-1.0
3147442,REGION_204.0
3147443,REGION_299.0
3147444,REGION_441.0
3147445,REGION_143.0
3147446,REGION_494.0
3147447,REGION_122.0
3147448,REGION_205.0
3147449,REGION_308.0
3147450,REGION_264.0
3147451,REGION_251.0
3147452,REGION_204.0
3147453,REGION_308.0
3147454,REGION_337.0
3147455,REGION_205.0
3147456,REGION_441.0
3147457,REGION_272.0
3147458,REGION_299.0
3147459,REGION_181.0
3147460,REGION_191.0
3147461,REGION_433.0
3147462,REGION_-1.0
3147463,REGION_441.0
3147464,REGION_325.0
3147465,REGION_441.0
3147466,REGION_-1.0
3147467,REGION_272.0
3147468,REGION_272.0
3147469,REGION_225.0
3147470,REGION_299.0
3147471,REGION_433.0
3147472,REGION_441.0
3147473,REGION_498.0
3147474,REGION_441.0
3147475,REGION_299.0
3147476,REGION_492.0
3147477,REGION_-1.0
3147478,REGION_433.0
3147479,REGION_315.0
3147480,REGION_-1.0
3147481,REGION_126.0
3147482,REGION_343.0
3147483,REGION_325.0
3147484,REGION_272.0
3147485,REGION_-1.0
3147486,REGION_441.0
3147487,REGION_126.0
3147488,REGION_-1.0
3147489,REGION_476.0
3147490,REGION_231.0
3147491,REGION_-1.0
3147492,REGION_299.0
3147493,REGION_433.0
3147494,REGION_494.0
3147495,REGION_177.0
3147496,REGION_264.0
3147497,REGION_251.0
3147498,REGION_330.0
3147499,REGION_325.0
3147500,REGION_184.0
3147501,REGION_177.0
3147502,REGION_469.0
3147503,REGION_184.0
3147504,REGION_325.0
3147505,REGION_315.0
3147506,REGION_315.0
3147507,REGION_315.0
3147508,REGION_299.0
3147509,REGION_299.0
3147510,REGION_494.0
3147511,REGION_191.0
3147512,REGION_110.0
3147513,REGION_264.0
3147514,REGION_272.0
3147515,REGION_205.0
3147516,REGION_226.0
3147517,REGION_337.0
3147518,REGION_123.0
3147519,REGION_264.0
3147520,REGION_325.0
3147521,REGION_204.0
3147522,REGION_325.0
3147523,REGION_-1.0
3147524,REGION_203.0
3147525,REGION_204.0
3147526,REGION_184.0
3147527,REGION_441.0
3147528,REGION_-1.0
3147529,REGION_204.0
3147530,REGION_-1.0
3147531,REGION_191.0
3147532,REGION_299.0
3147533,REGION_-1.0
3147534,REGION_-1.0
3147535,REGION_441.0
3147536,REGION_220.0
3147537,REGION_387.0
3147538,REGION_272.0
3147539,REGION_191.0
3147540,REGION_485.0
3147541,REGION_-1.0
3147542,REGION_191.0
3147543,REGION_204.0
3147544,REGION_126.0
3147545,REGION_330.0
3147546,REGION_-1.0
3147547,REGION_264.0
3147548,REGION_123.0
3147549,REGION_441.0
3147550,REGION_-1.0
3147551,REGION_324.0
3147552,REGION_110.0
3147553,REGION_-1.0
3147554,REGION_441.0
3147555,REGION_330.0
3147556,REGION_264.0
3147557,REGION_315.0
3147558,REGION_191.0
3147559,REGION_-1.0
3147560,REGION_299.0
3147561,REGION_123.0
3147562,REGION_494.0
3147563,REGION_433.0
3147564,REGION_420.0
3147565,REGION_264.0
3147566,REGION_272.0
3147567,REGION_299.0
3147568,REGION_325.0
3147569,REGION_-1.0
3147570,REGION_299.0
3147571,REGION_-1.0
3147572,REGION_512.0
3147573,REGION_387.0
3147574,REGION_143.0
3147575,REGION_330.0
3147576,REGION_325.0
3147577,REGION_203.0
3147578,REGION_492.0
3147579,REGION_122.0
3147580,REGION_-1.0
3147581,REGION_315.0
3147582,REGION_469.0
3147583,REGION_-1.0
3147584,REGION_330.0
3147585,REGION_220.0
3147586,REGION_264.0
3147587,REGION_433.0
3147588,REGION_441.0
3147589,REGION_441.0
3147590,REGION_158.0
3147591,REGION_315.0
3147592,REGION_299.0
3147593,REGION_225.0
3147594,REGION_441.0
3147595,REGION_220.0
3147596,REGION_191.0
3147597,REGION_315.0
3147598,REGION_485.0
3147599,REGION_337.0
3147600,REGION_325.0
3147601,REGION_315.0
3147602,REGION_512.0
3147603,REGION_226.0
3147604,REGION_272.0
3147605,REGION_-1.0
3147606,REGION_-1.0
3147607,REGION_299.0
3147608,REGION_330.0
3147609,REGION_-1.0
3147610,REGION_433.0
3147611,REGION_143.0
3147612,REGION_299.0
3147613,REGION_181.0
3147614,REGION_299.0
3147615,REGION_441.0
3147616,REGION_325.0
3147617,REGION_264.0
3147618,REGION_177.0
3147619,REGION_272.0
3147620,REGION_220.0
3147621,REGION_204.0
3147622,REGION_441.0
3147623,REGION_384.0
3147624,REGION_226.0
3147625,REGION_469.0
3147626,REGION_-1.0
3147627,REGION_204.0
3147628,REGION_272.0
3147629,REGION_299.0
3147630,REGION_123.0
3147631,REGION_433.0
3147632,REGION_143.0
3147633,REGION_299.0
3147634,REGION_384.0
3147635,REGION_203.0
3147636,REGION_498.0
3147637,REGION_123.0
3147638,REGION_272.0
3147639,REGION_184.0
3147640,REGION_299.0
3147641,REGION_337.0
3147642,REGION_325.0
3147643,REGION_269.0
3147644,REGION_272.0
3147645,REGION_272.0
3147646,REGION_325.0
3147647,REGION_204.0
3147648,REGION_204.0
3147649,REGION_330.0
3147650,REGION_472.0
3147651,REGION_191.0
3147652,REGION_231.0
3147653,REGION_231.0
3147654,REGION_-1.0
3147655,REGION_-1.0
3147656,REGION_123.0
3147657,REGION_315.0
3147658,REGION_204.0
3147659,REGION_143.0
3147660,REGION_441.0
3147661,REGION_220.0
3147662,REGION_325.0
3147663,REGION_330.0
3147664,REGION_325.0
3147665,REGION_204.0
3147666,REGION_123.0
3147667,REGION_299.0
3147668,REGION_325.0
3147669,REGION_184.0
3147670,REGION_264.0
3147671,REGION_-1.0
3147672,REGION_264.0
3147673,REGION_-1.0
3147674,REGION_264.0
3147675,REGION_203.0
3147676,REGION_330.0
3147677,REGION_325.0
3147678,REGION_-1.0
3147679,REGION_204.0
3147680,REGION_337.0
3147681,REGION_330.0
3147682,REGION_-1.0
3147683,REGION_181.0
3147684,REGION_324.0
3147685,REGION_299.0
3147686,REGION_264.0
3147687,REGION_310.0
3147688,REGION_327.0
3147689,REGION_299.0
3147690,REGION_264.0
3147691,REGION_387.0
3147692,REGION_220.0
3147693,REGION_-1.0
3147694,REGION_-1.0
3147695,REGION_-1.0
3147696,REGION_299.0
3147697,REGION_310.0
3147698,REGION_123.0
3147699,REGION_485.0
3147700,REGION_310.0
3147701,REGION_269.0
3147702,REGION_269.0
3147703,REGION_-1.0
3147704,REGION_264.0
3147705,REGION_123.0
3147706,REGION_143.0
3147707,REGION_264.0
3147708,REGION_143.0
3147709,REGION_325.0
3147710,REGION_330.0
3147711,REGION_191.0
3147712,REGION_204.0
3147713,REGION_-1.0
3147714,REGION_325.0
3147715,REGION_225.0
3147716,REGION_251.0
3147717,REGION_299.0
3147718,REGION_177.0
3147719,REGION_-1.0
3147720,REGION_299.0
3147721,REGION_226.0
3147722,REGION_325.0
3147723,REGION_325.0
3147724,REGION_126.0
3147725,REGION_485.0
3147726,REGION_123.0
3147727,REGION_315.0
3147728,REGION_299.0
3147729,REGION_436.0
3147730,REGION_343.0
3147731,REGION_299.0
3147732,REGION_315.0
3147733,REGION_325.0
3147734,REGION_-1.0
3147735,REGION_220.0
3147736,REGION_476.0
3147737,REGION_-1.0
3147738,REGION_184.0
3147739,REGION_387.0
3147740,REGION_-1.0
3147741,REGION_204.0
3147742,REGION_472.0
3147743,REGION_387.0
3147744,REGION_264.0
3147745,REGION_330.0
3147746,REGION_299.0
3147747,REGION_512.0
3147748,REGION_191.0
3147749,REGION_181.0
3147750,REGION_337.0
3147751,REGION_143.0
3147752,REGION_-1.0
3147753,REGION_191.0
3147754,REGION_299.0
3147755,REGION_337.0
3147756,REGION_315.0
3147757,REGION_476.0
